id,username,partei,video_description,voice_to_text,gpt_topic
7460441105423797526,kathrin.henneberger,Grüne,"👉🏼Das Klimaschutzgesetz muss verschärft werden!  Im Verkehrssektor und Gebäudesektor reisen wir die Klimaziele. Im Bereich Energie verbessern wir uns, da wir die Erneuerbaren ausbauen - aber wir sind noch lange nicht am Ziel.  💚Wir wollen die Verantwortung der einzelnen Sektoren wieder stärken. Dazu habe ich mit vielen anderen auch einen Änderungsantrag zum Bundestagswahlprogramm geschrieben. Um den Herausforderungen und der Dringlichkeit der Klimakrise zu begegnen, braucht es die Erreichung der Klimaziele in jedem Sektor und eine geeignete Sanktionierung bei Nichterreichen dieser.  🔥Die aktuelle Zerstörung durch extreme Brände in Los Angeles zeigt, wie sehr wir bedroht sind. Deshalb: Klimaschutz bedeutet die Sicherung unserer aller Zukunft!  🗳Am 23. Februar Grün wählen!",,erfolgreich
7464998955420634390,kathrin.henneberger,Grüne,"Die #Brandmauer gegen den #Faschismus darf nicht fallen!  Die #CDU macht aber genau dies, wenn sie kein Problem damit hat, Anträge mit der AFD gemeinsam durch den #Bundestag zu bringen.  Friedrich Merz begeht einen Bruch eines Konsenses der „demokratischen Parteien“, nicht mit der AFD zusammenzuarbeiten.  Der Antrag der CDU stellt zudem einen Bruch europäischen Rechts dar. Merz will an deutschen Grenzen Geflüchtete zurückweisen, ihnen die Möglichkeit nehmen, Asyl zu beantragen und damit auch deutsches Recht brechen. Inhaltlich ist das Anliegen von Merz so menschenrechtlich nicht tragbar.  Morgen wird sich schon zeigen, ob Bundestagsabgeordnete der CDU, CSU und FDP es mit ihrem Gewissen vereinbaren können, mit der AFD gemeinsam zu agieren.  📢Heute Abend, gleich um 19 Uhr, findet eine Demonstration auf dem Pariser Platz am Brandenburger Tor statt. Macht euch auf!","März hat vor, in dieser Woche noch einen Antrag im Bundestag einzubringen und mit den Stimmen der AfD möglicherweise eine Mehrheit zu erringen. und das ist nicht 1 Bruch der Brandmauer, das ist 1. wir setzen die Brandmauer in Flammen. die AfD ist eine faschistische Partei und deswegen gibt es unter demokratischen Parteien den Konsens, dass nicht gemeinsam mit der AfD gearbeitet wird, dass keine gemeinsamen Mehrheiten mit der AfD errungen werden. und deshalb ist es so verantwortungslos, jetzt von März von der CDU genau diesen Konsens aufzubrechen. gleichzeitig diese Woche im Plenum haben wir auch den Antrag für 1. AfD verbotsverfahren, denn die AfD steht nicht mehr, stand noch nie auf den Grundlagen unserer freiheitlichen demokratischen Grundordnung.
",erfolgreich
7462373981115534614,kathrin.henneberger,Grüne,"👉🏼 Meine Antwort auf #Trump:  ❗️Es ist umso wichtiger, dass wir uns politisch engagieren und uns dem Faschismus entgegenstellen und global zusammenarbeiten für Klimagerechtigkeit. Übrigens findet diesen Samstag eine große Demo gegen Rechtsextremismus in Berlin statt. 16:30, Brandenburger Tor, wir sehen uns!  Hintergrund: 🤯 Trump ist aus dem Pariser Klimaabkommen ausgestiegen, vereinfacht die Bohrungen von Öl und Gas und streicht die globalen Gelder für Entwicklungszusammenarbeit. Das sind nur drei Beispiele von vielen, die er in seinen ersten Stunden als Präsident erlassen hat.","was in den USA passiert, ist 1. Vorbote dessen, was auch bei uns in Europa passieren. und deshalb ist es umso wichtiger, dass wir uns politisch engagieren, dass wir uns den Faschismus entgegenstellen und dass wir global zusammenarbeiten. einer der 1. amtshandlungen von Donald Trump war es, Aus dem Klimaschutzabkommen von Paris auszusteigen. gleichzeitig vereinfacht er die Bohrung von Öl und Gas und er streicht die globalen Gelder für entwicklungszusammenarbeit. gerade hier finden sich aber auch die Gelder für lost und Damage, für Verluste und Schäden durch die Klimakrise, für Klimaschutz und anpass, also Finanzen, die global dringend benötigt werden. und wenn die USA aufhört zu zahlen, dann wird es auch passieren, dass andere Länder weniger geben werden. es steht nichts weiter auf dem Spiel als das überleben der Menschheit, wenn wir die Klimakrise nicht aufhalten können. und deswegen dürfen wir es nicht zulassen, dass Donald Trump unsere Welt zerstört.
",erfolgreich
7468249562600328470,kathrin.henneberger,Grüne,"Volle Solidarität mit eurem Streik! Heute streikt Verdi in Mönchengladbach für besser Arbeitsbedingungen im ÖPNV.  Ihr seid alle ein wertvoller und wichtiger Teil unserer Gesellschaft und ihr verdient mehr Wertschätzung. Ihr bringt jeden Tag Millionen von Menschen von A nach B.  Um etwas gegen die Klimakrise zu unternehmen und allen Menschen klimagerechte Mobilität zu ermöglichen - brauchen wir mehr Nahverkehr. Wenn wir eine Verkehrswende fordern, dann muss uns aber bewusst sein, was das heißt. Eine Verkehrswende funktioniert nur Hand im Hand mit Bus und Bahnfahrer*innen. Es gibt keine Busse und Bahnen ohne Menschen, die sie fahren.  In unserem Wahlprogramm haben wir sehr klar gesagt: Wir wollen dafür sorgen, dass die Arbeitsbedingungen der Beschäftigten im Nah- und Fernverkehr verbessert werden. Dazu gehört, dass wir uns für eine gute Entlohnung ihrer Arbeit, ob am Tag oder in der Nacht, einsetzen.  Dafür werden wir uns stark machen! Wir stehen an eurer Seite - ihr verdient mehr Wertschätzung, mehr Bezahlung und bessere Arbeitsbedingungen.","hallo Aus Menschen Gladbach, hinter Mir ist der streitposten von Verdi wo heute Angestellte des ipnv streiken also von Bus und Bahn und ich stehe solidarisch an ihrer Seite. sie sind das Rückgrat der Transformation immobilitätssektor und aktuelle berichte zeigen ja, dass sie besonders immobilitätssektor dringend dringend Klimaschutz mehr betreiben müssen und ich finde das halt Angestellte bei Bus und Bahn, dass sie äh bessere Arbeitsbedingungen verdient haben und dass sie auch n besseres Gehalt verdient haben. deshalb volle Solidarität heute mit den streiknien.
",erfolgreich
7467538395414269206,kathrin.henneberger,Grüne,"📢Auf die Straße gegen den Faschismus! Die Demonstrationen geben Hoffnung und unsere Demokratie braucht uns weiterhin.  ✨Protest auf der Straße ist Wind in den Segeln für eine Politik, die Menschenrechte schützt und nach echten politischen Lösungen sucht & für mehr soziale Gerechtigkeit sorgt. 👉🏼Wir sehen uns am Freitag um 16:30 Uhr auf dem Sonnenhausplatz in Mönchengladbach bei der Demo! ",,erfolgreich
7467477931044900118,kathrin.henneberger,Grüne,"Gestern  Morgen war ich nahe dem Tagebau Hambach im Sündenwäldchen.  Es wurde in der letzten Woche zu einem großen Teil von RWE gerodet. Aktivist*innen haben mir berichtet, dass sie während der Rodung nahe ihrer Baumhäuser um ihre Sicherheit gefürchtet haben.  Die Geschehnisse müssen aufgeklärt werden. Für den sozialen Frieden der Region ist es jetzt wichtig, dass keine weiteren Fakten geschaffen werden.  Der Hauptbetriebsplan ist erst vor kurzen veröffentlicht, jetzt benötigen Anwohnende, Interessensgruppen und auch wir im Parlament erst einmal die Zeit um diesen zu prüfen.","hallo, Aus dem sündenbällchen, oder ich sollte eher sagen Aus den Resten des sündenbällchens, nah am Hambacher Wald und am Tagebau hambach, also der Bagger ist schon sehr nah, also die Grenze zum Tagebau verläuft hier auch schon sehr nah. in der letzten Woche hat er, wie ich hier enorme rodungsmaßnahmen durchgeführt. Aktivistinnen, die hier noch in den Bäumen sind, in den Baumhäusern, haben Mir berichtet, dass sie mehrmals Situationen erlebt haben, indem sehr nah bei ihnen gerudet worden is, so dass sie befürchten mussten, dass beispielsweise bei umfällenden Bäumen auch sie verletzt werden könnten ähm, wir werden die Situation in der letzten Woche aufarbeiten und ich möchte noch mal eindringlich sagen, dass es aktuell viel zu gefährlich is, hier auf diese Art rodungsmaßnahmen durchzuführen und das grundsätzlich dadurch, dass der hauptbetriebsplan erst vor kurzem veröffentlicht worden is, wir in der Region jetzt die Zeit brauchen, auch diesen zu prüfen, auch wir parlamentarisch die Zeit brauchen und es deswegen enorm undemokratisch ist, von dem kohlekonzern RWE hier jetzt direkt wieder Fakten zu schaffen, Menschen Leben damit natürlich auch wieder zu gefährden. was wir jetzt brauchen, ist 1. innehalten, dass der soziale Friede der Region nicht weiter gefährdet wird und dass wir hier tatsächlich die Möglichkeit haben, erstmal den hauptbetriebsplan demokratisch zu prüfen.
",erfolgreich
7473166294112570646,kathrin.henneberger,Grüne,Das Zeitalter der Fossilen Zerstörung muss endgültig enden. Rückschritte darf es nicht geben. Dafür am Sonntag #Grün wählen!,"leute, am dreiundzwanzigsten zweiten geht's um die zukunft. ob wir weitermachen mit klimaschutz oder ein fossilen rollback bekommen. genau hier am braunkohle tagebau hambach beginnt die klimakrise. fossile ausbeutung bedeutet immer zerstörung von land, umwelt und hier umsiedlung von menschen. keine neuen fossilen mehr. Öl, Gas und Kohle müssen im Boden bleiben. die bittere Realität ist, uns wird die Erde unter den Füßen weggebaggert. Konzerne konservative und rechte pumpen weiter Geld und Zerstörung. aber du kannst mit uns in protesten in parlamenten und in der wahlkabine der gegenhalten. deswegen brauchen wir ganz dringend starke grüne in deutschland und auch für europa, damit wir zusammenstehen gegen den globalen rechtsdruck am dreiundzwanzigsten zweiten grünwelt!
",erfolgreich
7472831677757148438,kathrin.henneberger,Grüne,"Milliardäre wie Trump und Musk nehmen von den Armen und geben den Reichen! Kaum im Amt haben sie die US-Organisation für humanitäre Hilfe und Entwicklungszusammenarbeit #USAID zerstört. In den letzten drei Jahren habe im Bundestag genau hingehört - von Rechtsaußen gibt es auch in Deutschland einen Angriff auf die Finanzierung von wichtiger humanitärer Hilfe sowie Entwicklungszusammenarbe Die letzten drei Jahre habe ich dagegen und für mehr Finanzierung gekämpft. Hunderte Millionen konnte ich beispielsweise über Haushaltsverhandlungen zusammen mit meinen Kolleginnen mehr für globalen Klimaschutz und Anpassung bereitstellen sowie mich für mehr Gelder in Notsituationen einsetzen.  Die nächsten Jahre wird es immer stärker die Versuche geben, globale Zusammenarbeit für eine gerechtere und solidarische Welt zu verhindern - deshalb kandidiere ich bei dieser Bundestagswahl auch wieder für die Grünen.  Gegen nationale Abschottung und für globale Gerechtigkeit und Menschenrechte!","was wir gerade in den USA erleben, dass die Organisation für humanitäre Hilfe und entwicklungszusammenarbeit USA von Donald Trump und Elon Musk einfach zerschlagen wird, das ist 1. Vorbote dessen, was auch hier in Deutschland passieren kann. in den letzten 3 Jahren hab ich hier im Deutschen Bundestag im Plenum genau zugehört, wenn die Abgeordneten von AfD, aber leider auch von CDU und FDP gesprochen haben zum Thema entwicklungszusammenarbeit und humanitäre Hilfe. beständig werden die Gelder dafür in Frage gestellt und beständig wird versucht, auch unsere Gesellschaft damit zu spalten, mit einer neidwatte zu spalten. wir brauchen aber jetzt globale Zusammenarbeit und wir brauchen eine Finanzierung dessen. hier geht es um Gelder für Welthungerhilfe, hier geht es um Gelder für UNICEF, hier geht es um Gelder für Impfkampagnen, hier geht es um Gelder, damit wir die global eine gerechte, klimagerechte Transformation schaffen und erneuerbare aufbauen. kurz, es geht darum, unsere Welt zu retten und deswegen ist entwicklungszusammenarbeit und humanitäre Hilfe so existenziell wichtig und wir werden dafür kämpfen, dass sie weiter bestehen bleibt und dass sie weiter gerecht finanziert wird.
",erfolgreich
7470859098897059094,kathrin.henneberger,Grüne,"Klimakrise: Jetzt handeln! 🌎  Letztes Jahr haben wir die 1,5-Grad-Grenze überschritten.   📈Wir sind dabei, die Kipppunkte unseres Klimasystems zu überschreiten.   Doch leider spricht niemand mehr darüber. In der Öffentlichkeit gibt es keinen großen Aufschrei mehr.    Das müssen wir ändern.  💪Wir müssen die Klimakrise wieder ins Zentrum des Diskurses rücken und sicherstellen, dass Maßnahmen konsequent umgesetzt werden, um eine vollständige Klimakatastrophe zu verhindern. Die bevorstehenden Bundestagswahlen sind entscheidend. In den nächsten vier Jahren müssen wir uns der Frage stellen, ob wir es schaffen, unabhängig von fossilen Energien zu werden und 100% erneuerbare Energien aufzubauen. 💚💚💚 #Klimakrise #Klimaschutz #ErneuerbareEnergien #Nachhaltigkeit #Klimawandel #Umweltschutz #ZukunftGestalten","letztes Jahr war unsere Erdatmosphäre das 1. mal um 1 Komma 5 grad heißer. wir sind dabei die Kipppunkte unseres klimasystems zu überschreiten und wenn erstmal der Amazonas zur Steppe wurde, die Permafrostböden aufgetaut sind oder das grünländische Eisschild, dann sind wir in einer Situation das unser Klimasystem außer Kontrolle Gerät. leider spricht aber niemand mehr darüber. wir haben die 1 Komma 5 grad Grenze überschritten und in der Öffentlichkeit gibt es keinen großen Aufschrei mehr. das müssen wir ändern. wir müssen die Klimakrise wieder in den öffentlichen Diskurs bringen. wir müssen darum kämpfen, dass die Maßnahmen weiter umgesetzt werden, um zu verhindern, dass wir in die komplette Klimakatastrophe Rasen. darum geht es bei dieser Bundestagswahl und darum wird es in den nächsten 4 Jahren gehen. die Frage, OB wir es schaffen unabhängig zu werden von fossilen Energien und erneuerbare Energien 100 Prozent aufzubauen.
",erfolgreich
7470554771435359510,kathrin.henneberger,Grüne,"📢Diesen Freitag ist Klimastreik und er ist wichtiger, denn je!  🔥Global nimmt die Klimakrise ihren Lauf und fossile Konzerne sind dabei neue Erdölquellen, Gasquellen und neue Kohletagebaue aufzuschließen. Genau daran arbeite ich im Bundestag - neue fossile Quellen zu verhindern und Klimagerechtigkeit nach vorne zu bringen. Wir brauchen euren Druck von der Straße, um das im Parlament durchzusetzen.   🫵🏼Freitag alle zum Klimastreik und am 23.02 grün wählen, denn wir haben einen Plan für Klimagerechtigkeit. 💚In Mönchengladbach geht es um 16 Uhr am Hauptbahnhof los @Fridays For Future Deutschland ","diesen Freitag ist wieder Klimastreik und er ist wichtiger denn je. denn global nimmt leider die Klimakrise ihren lauf und in vielen Regionen dieser Welt wird bereits die Existenzgrundlage von Menschen durch die Klimakrise genommen. gleichzeitig sind global energiekonzerne dabei, neue erdölquellen, neue gasquellen und neue kohle tagebaue aufzuschließen. genau das müssen wir verhindern. genau daran arbeite ich hier im deutschen bundestag. deswegen geht bitte diesen freitag alle auf den klimastreik und am dreiundzwanzigsten zweiten welt grün.
",erfolgreich
7470511386712378646,kathrin.henneberger,Grüne,"💡 Robert sprach  gestern im #Bundestag über die Notwendigkeit einer #Milliardärssteuer – denn die Reichsten müssen ihren fairen Anteil endlich leisten! 📊 Fakt: 50 der reichsten Milliardär*innen verursachen in 90 Min. mehr CO₂ als eine Durchschnittsperson im ganzen Leben.  👇Gleichzeitig trifft die #Klimakrise die mit geringem Einkommen am härtesten. Während viele ums Überleben kämpfen, werden die Reichsten durch fossile Geschäfte immer reicher. Es braucht daher Investitionen in Klimaschutz & soziale Gerechtigkeit! 👇Eine 2%-Steuer auf Vermögen ab 100 Mio. € würde nur ~5.000 Superreiche in Deutschland betreffen – aber bis 2030 bis zu 200 Mrd. € einbringen! 🌍 Auch die #G20 unterstützt eine globale Besteuerung für Überreiche. Zeit, das endlich umzusetzen! 👇Es geht um ein gutes Leben für alle – nicht nur für wenige. 🔥 #Milliardärssteuer jetzt! 💚 #Klimaschutz & #Gerechtigkeit verbinden!","deswegen wiederhole ich hier Mein Vorschlag wegen der überragenden Bedeutung für Bildung, von Bildung für Gerechtigkeit und für den Zusammenhalt einer Gesellschaft. weil Bildung den Aufstieg auch zu beruflichem Fortkommen, Fortkommen sichert, macht es doch Sinn, die Superreichen, die Superreichen, die Milliardäre der Welt 1 Stück weit heranzuziehen für die Finanzierung dieser bildungsaufgabe. ja, und das ist ja, ja, natürlich, natürlich eineeine internationale Milliardärs Besteuerung, wie von der G 20 vorgeschlagen, setzt voraus, setzt voraus, dass wir eine internationale Einigung erzielen. und selbstverständlich, selbstverständlich gehe ich ja davon Aus, dass Donald Trump und Elon Musk nicht dafür sind. sie könnten ja auch selbst betroffen sein dafür. aber ich erwarte von einer nächsten Bundesregierung, dass sie sich jedenfalls einsetzt dafür, dass sie nicht sich in die Büsche schmeißt und dafür arbeitet, dass die Welt gerechter wird und wir die Möglichkeiten für bildungsfinanzierung in Deutschland haben.
",erfolgreich
