id,create_time,text,like_count,reply_count,parent_comment_id,video_id,sentiment
7461172030508958486,2025-01-18 08:39:19,,2,0,7459403763942575382,7459403763942575382,negative
7459406767409660674,2025-01-13 14:28:25,sauberer als arom geht nicht,1,0,7459403763942575382,7459403763942575382,positive
7460992020137837334,2025-01-17 21:00:37,cdu ,1,0,7459403763942575382,7459403763942575382,negative
7459408097313800982,2025-01-13 14:33:41,habe ptrogramm gelesen dass strommühle abschaffen dann wird welt kaputt  atomkraft aussteigen und strommühle bleiben weiter,0,0,7459403763942575382,7459403763942575382,negative
7459407911396344598,2025-01-13 14:32:51,die tante hat echt einen schaden populistischer unsinn vom feinsten,1,0,7459403763942575382,7459403763942575382,negative
7465454738478596886,2025-01-29 21:37:48,nein ihr seid verräter und hab den bundestag und deutschland heute großen schaden zugefügt,2,3,7465451083586866454,7465451083586866454,negative
7465454435566666518,2025-01-29 21:36:53,wer soll denn noch der cdu vertrauendieser wortbruch ist unverzeihlich meine stimme haben sie verlorenhoffentlich sind andere auch so konsequent und sie verlieren viele prozentpunkte,2,5,7465451083586866454,7465451083586866454,negative
7465454212123935510,2025-01-29 21:36:10,kein platz für faschismus in deutschland,3,6,7465451083586866454,7465451083586866454,negative
7465466365982982934,2025-01-29 22:23:12,when the firefighter is also the arsonist you know how the game is played,1,0,7465451083586866454,7465451083586866454,negative
7465453458235343638,2025-01-29 21:33:10,,1,0,7465451083586866454,7465451083586866454,negative
7465453117322396438,2025-01-29 21:31:51, ,1,3,7465451083586866454,7465451083586866454,negative
7469070891017569046,2025-02-08 15:30:36,der 5 punkte plan war nicht richtig ihr habt mit den falschen über das falsche eine einigung erzielt und damit der demokratie geschadet mit merz hat die cdu die falsche richtung eingeschlagen,0,0,7465451083586866454,7465451083586866454,negative
7467995714712093462,2025-02-05 17:58:05, sehr gut ,0,0,7465451083586866454,7465451083586866454,positive
7467166491063829270,2025-02-03 12:20:40,"beachte bei der wahl wirtschaftsforscher diw  zew stellen fest pläne von afd union fdp entlasten nur reiche zu lasten von geringverdiener rentnern und kindern
httpssearchappiuegpwqyjzf9ph",0,0,7465451083586866454,7465451083586866454,neutral
7466766028065424150,2025-02-02 10:26:20,"
nur merz und cducsu",0,0,7465451083586866454,7465451083586866454,negative
7465651986229248790,2025-01-30 10:24:13,die cdu hat die demokraten verraten und zu erpressen versucht entweder ihr stimmt zu oder wir holen uns die mehrheit mit der afd sie hätte einem kompromiss mit den anderen demokraten finden müssen,0,0,7465451083586866454,7465451083586866454,negative
7465623820957041430,2025-01-30 08:35:02,willkommen zurück in der demokratie liebe cdu demokratie setzt voraus dass die falschen mitstimmen gewählt werden und regieren können das ist demokratie ,0,0,7465451083586866454,7465451083586866454,negative
7465457086336631574,2025-01-29 21:46:55,von papen hat angerufen er hätte gerne seine methoden zur bekämpfung von faschismus zurück,0,4,7465451083586866454,7465451083586866454,neutral
7465455317963686678,2025-01-29 21:40:07,wer wird dann so naiv sein und nach der grünen kanzlerin merkel nun den grünen herrn merz wählen,0,3,7465451083586866454,7465451083586866454,negative
7465323776507446038,2025-01-29 13:09:39,ja rot grün und links zeigt sein wahres gesicht entscheidungen nach eigenen idealen und nicht mehr im sinne der bürger jede andere meinung selbst aus der mitte wird als rechts tituliert,1,0,7465039809384287510,7465039809384287510,neutral
7466895088557572886,2025-02-02 18:47:01,,0,0,7465039809384287510,7465039809384287510,negative
7464703596107662102,2025-01-27 21:03:09,wow und das im fernsehen respekt an den moderator,2373,7,7464692230058495254,7464692230058495254,positive
7464949638845809430,2025-01-28 12:58:22,wie er sagt in tv mal die wahrheit was passiert hier grad,1048,22,7464692230058495254,7464692230058495254,neutral
7465003897092211478,2025-01-28 16:28:40,niemals grüne,372,0,7464692230058495254,7464692230058495254,negative
7464943850323723030,2025-01-28 12:35:37,damit hätten wir nach seinem verständnis eine diktatur,298,4,7464692230058495254,7464692230058495254,neutral
7465063622265406230,2025-01-28 20:20:08,bester moderator,146,0,7464692230058495254,7464692230058495254,positive
7465032082936824599,2025-01-28 18:17:45,der moderator macht guten job,120,0,7464692230058495254,7464692230058495254,positive
7465028720396403478,2025-01-28 18:04:47,wenigstens mal ein journalist der was drauf hat und keine angst es auch auszusprechen,90,1,7464692230058495254,7464692230058495254,negative
7464788527710012182,2025-01-28 02:39:38,hab ich mich verhört oder ist das real es gibt noch wunder,75,1,7464692230058495254,7464692230058495254,neutral
7465285225753805570,2025-01-29 10:40:18,niemals grün,74,0,7464692230058495254,7464692230058495254,negative
7465090183228588823,2025-01-28 22:03:23,der moderator müsste kanzler werden ,63,1,7464692230058495254,7464692230058495254,neutral
7464897497237717782,2025-01-28 09:36:19,der ist nur noch unglaubwürdig niemals grün ,62,0,7464692230058495254,7464692230058495254,negative
7465646345677521686,2025-01-30 10:02:09,welt tv ist der einzige objektive nachrichtensender in deutschland so sollte es sein,60,2,7464692230058495254,7464692230058495254,positive
7465080852344505110,2025-01-28 21:27:06,das war sehr schnell und souverän reagiert zudem inhaltlich völlig korrekt,23,0,7464692230058495254,7464692230058495254,positive
7465253586328683286,2025-01-29 08:38:26,der wind hat sich gedreht,22,0,7464692230058495254,7464692230058495254,neutral
7465103525040734998,2025-01-28 22:55:46,respekt ,17,0,7464692230058495254,7464692230058495254,positive
7465732928921502486,2025-01-30 15:37:40,das hat der moderator mehr ahnung als der grüne aus dem bundestag spricht für sich,15,0,7464692230058495254,7464692230058495254,neutral
7465221984562447126,2025-01-29 06:35:09, also wer es noch nicht bemerkt hat welt ist welt und die heben sich schon lange von den klassischen sendern ab sehr sehenswert,15,1,7464692230058495254,7464692230058495254,positive
7465438063294645014,2025-01-29 20:33:11,endlich mal ein guter moderator,13,0,7464692230058495254,7464692230058495254,positive
7466200393183232800,2025-01-31 21:51:08,ich wähle nur noch blau,12,0,7464692230058495254,7464692230058495254,negative
7465522593477755670,2025-01-30 02:07:48,echt schlimm auch demokratie genannt scheint keiner in deutschland mehr zu kennen echt traurig wie weit es schon gekommen ist  wer ist wichtiger im land parteipolitiscge querelen oder die bürger in deutschland,12,2,7464692230058495254,7464692230058495254,negative
7465314354202198806,2025-01-29 12:33:40,welt nachrichtensender so sympathisch ,12,0,7464692230058495254,7464692230058495254,positive
7465063511858332438,2025-01-28 20:19:38,immer welt anschauen der einzige kritische sender,11,0,7464692230058495254,7464692230058495254,negative
7464977890368373526,2025-01-28 14:47:39,das ist demokratie ,11,0,7464692230058495254,7464692230058495254,neutral
7465585689380258582,2025-01-30 06:06:26,das ist unsere demokratie,10,0,7464692230058495254,7464692230058495254,neutral
7465064154082099990,2025-01-28 20:22:11,dann mach ich mir die welt so wie sie mir gefällt,9,0,7464692230058495254,7464692230058495254,neutral
7465015920152707862,2025-01-28 17:15:16,hat der grünen chef kindervieleicht kann er sich aber mal in die situation von eltern versetzen die sicherheit der kinder hängt von ihrem wohlwollen ab,9,5,7464692230058495254,7464692230058495254,neutral
7464996100585374486,2025-01-28 15:58:19,ob der grüne das verstanden hat ,9,2,7464692230058495254,7464692230058495254,neutral
7465336655152087830,2025-01-29 13:59:51,danke an den moderator  für die berichtigung  endlich wird klargestellt  heimatliebe meg ,8,0,7464692230058495254,7464692230058495254,neutral
7465336131007120150,2025-01-29 13:57:57,die grünen lügen wenn sie den mund aufmachen das wird sich auch nicht ändern,8,0,7464692230058495254,7464692230058495254,negative
7465053699196388118,2025-01-28 19:41:37,danke für die wahren worte ,8,0,7464692230058495254,7464692230058495254,neutral
7465799093774041878,2025-01-30 19:54:10,rede mein deutscher moderatorenschönling sogar deine brille hat geredet ,7,1,7464692230058495254,7464692230058495254,neutral
7465008890820756246,2025-01-28 16:47:36,werden unsere moderatoren endlich wach,7,0,7464692230058495254,7464692230058495254,positive
7465813996948701974,2025-01-30 20:51:47,sowas nennt man diktatur,6,0,7464692230058495254,7464692230058495254,neutral
7465271330097120022,2025-01-29 09:47:17,sinngemäss hat er nur das wiederholt was merz gesagt hat ,6,0,7464692230058495254,7464692230058495254,neutral
7465000498039980802,2025-01-28 16:15:07,diktatur ,6,0,7464692230058495254,7464692230058495254,negative
7466329875810452246,2025-02-01 06:15:50,also welt tv geht echt noch sehr oft bemerkt die letzte zeit und zu den grünen  wir sind alle sehr eigenartig und verständnis haben die gar nicht geschweige für die demokratie,5,0,7464692230058495254,7464692230058495254,negative
7465505470070326038,2025-01-30 00:57:13,na endlich spricht mal einer die wahrheit aus,5,0,7464692230058495254,7464692230058495254,negative
7465295029898527510,2025-01-29 11:18:44,danke für die wahrheit ,5,0,7464692230058495254,7464692230058495254,neutral
7465412755316245270,2025-01-29 18:54:52,jeder partei darf einreichen was sie will,4,0,7464692230058495254,7464692230058495254,neutral
7465258114053964566,2025-01-29 08:55:26,"die wahrheit im deutschen tv
hat der moderator noch seinen job",4,1,7464692230058495254,7464692230058495254,neutral
7465238299838677782,2025-01-29 07:38:30,der sprecher ist gut danke endlich sagt mal einer seine meinung ,4,0,7464692230058495254,7464692230058495254,positive
7466196248195842838,2025-01-31 21:35:26,der nachrichtensender welt ist der einzige fernsehsender den man heutzutage noch sehen kann die haben sich wirklich verbessert,3,0,7464692230058495254,7464692230058495254,positive
7465814272775045910,2025-01-30 20:53:02,es reicht mit diesen altparteien wahnsinnig sind die geworden gefährlich,3,1,7464692230058495254,7464692230058495254,neutral
7465715634884215554,2025-01-30 14:30:28,geht doch,3,0,7464692230058495254,7464692230058495254,positive
7465683626458465046,2025-01-30 12:26:08,bin begeistert dass er im nachgang tatsächlich korrekt über fakten aufklärt und die lügen die verbreitet werden etwas kompensiert weiter so ,3,0,7464692230058495254,7464692230058495254,positive
