id,create_time,text,like_count,reply_count,parent_comment_id,video_id,sentiment
7468733719118463766,2025-02-07 17:42:00,"
Linke2025

4everDieLinkeNeverAfD",5,0,7468652897224412448,7468652897224412448,neutral
7468668380053127958,2025-02-07 13:28:24,,4,0,7468652897224412448,7468652897224412448,negative
7469336759651517206,2025-02-09 08:42:16,Schön dass die Videos auch auf tiktok gepostet werden  o7 an die Südpfalz,3,0,7468652897224412448,7468652897224412448,positive
7468654661101486870,2025-02-07 12:35:17,"meowmeow
Linke2025
meowmeow",2,0,7468652897224412448,7468652897224412448,neutral
7468886483236946693,2025-02-08 03:34:49,Es ist besserden Preis jetzt zu zahlenals ihn morgen zu bereuenTreffen Sie die richtige Entscheidungdem Gewinnerteam beizutretenMARYAM ORLA ,1,0,7468652897224412448,7468652897224412448,negative
7471704950441476886,2025-02-15 17:51:47,,0,0,7468652897224412448,7468652897224412448,negative
7469381170434769686,2025-02-09 11:34:16,,0,0,7468652897224412448,7468652897224412448,negative
7468994895115895557,2025-02-08 10:35:43,Gute Taten verdienen Anerkennung Ich kann es nach vielen Zweifeln selbst nicht glauben MARYAM ORLA ,0,0,7468652897224412448,7468652897224412448,positive
7468989532827534085,2025-02-08 10:14:43,Hi there We reached out regarding a potential collaborationhave a wonderful day,0,0,7468652897224412448,7468652897224412448,positive
7468971518203577094,2025-02-08 09:04:49,Ich und meine Familie sind hier um Ihnen für alles was Sie getan haben ein großes Dankeschön auszusprechen MARYAM ORLA ,0,0,7468652897224412448,7468652897224412448,positive
7468951531648828165,2025-02-08 07:47:20,Ihre fachkundige Anleitung hat mein Verständnis des Kryptomarktes verändert und mir ermöglicht den Handel mit Zuversicht statt mit Angst anzugehen MARYAM ORLA ,0,0,7468652897224412448,7468652897224412448,neutral
7468932565987345174,2025-02-08 06:34:31, nachderampellinks ,0,0,7468652897224412448,7468652897224412448,negative
7468878626957394694,2025-02-08 03:04:19,Meine finanzielle Freiheit verdanke ich Maryam Orlas Anleitung im KryptoHandel Vielen DankMARYAM ORLA ,0,0,7468652897224412448,7468652897224412448,neutral
7468817952280969989,2025-02-07 23:08:37,Ich habe gute Kritiken über Maryam gesehen also habe ich beschlossen sie auszuprobieren und bei mir hat es auch geklapptMARYAM ORLA  l,0,0,7468652897224412448,7468652897224412448,positive
7468768422018892549,2025-02-07 19:56:35,Manche Menschen möchten dass es passiert andere sorgen dafür dass es passiert Sie sollten dafür sorgendass es passiertMARYAM ORLA ,0,0,7468652897224412448,7468652897224412448,neutral
7468496242713936662,2025-02-07 02:26:08,Leute auch wenn ihr die Linke wählt Überredet so viele Leute wie ihr könnt auch die Linke zu wählen Denn nur so wird die Linke wieder ihren Comenack bekommen Also Überreden überreden überreden,1,0,7467913359984217376,7467913359984217376,negative
7467929169197368086,2025-02-05 13:40:00,"
LINKE
",1,0,7467913359984217376,7467913359984217376,negative
7468495879764329238,2025-02-07 02:26:00,"
Linke2025

DieLinkeNeverAfD",0,0,7467913359984217376,7467913359984217376,neutral
7468198261363786518,2025-02-06 07:04:39, einfach so viele tolle Menschen  am 23022025 die LINKE wählen ,0,0,7467913359984217376,7467913359984217376,positive
7468001040253616918,2025-02-05 18:18:45,"
Linke 2025
",0,0,7467913359984217376,7467913359984217376,neutral
