id,create_time,text,like_count,reply_count,parent_comment_id,video_id,sentiment
7469679354081461014,2025-02-10 06:52:47,,0,0,7455698648802888983,7455698648802888983,negative
7459807007911084822,2025-01-14 16:21:25,was hat habeck eigentlich gegen die normalen bürger ,8,1,7459804333262081302,7459804333262081302,neutral
7459810474659365654,2025-01-14 16:34:59,"wie kann man den bloß wählen
nur noch",3,0,7459804333262081302,7459804333262081302,negative
7459820272843391766,2025-01-14 17:13:08,habeck ,2,0,7459804333262081302,7459804333262081302,negative
7459822561900102422,2025-01-14 17:21:45,der darf gerne alleine zu mir kommen und mir seine inkompetenz erklären die hand darf er auch aufhalten ich lege ihm was großes schweres da rein die geste wird er nur nicht verstehen so wie vieles,1,0,7459804333262081302,7459804333262081302,neutral
7459818775345709846,2025-01-14 17:07:06,blau,1,0,7459804333262081302,7459804333262081302,negative
7460395916299944726,2025-01-16 06:28:25,die grünen haben in deutschland ausgedient wird zeit die afd zu wählen ,0,0,7459804333262081302,7459804333262081302,neutral
7459843704770429718,2025-01-14 18:43:51,habeck ist wirklich ein sehr volksfreundlicher mensch der hat ja so tolle ideen  ich hoffe es fällt ihm noch mehr ein  als afdler sage ich bereits jetzt schonmal danke ,0,0,7459804333262081302,7459804333262081302,positive
7459843213371048726,2025-01-14 18:42:06,den sollten die heitzung abdrehen soll ein hemd mehr anziehen ,0,0,7459804333262081302,7459804333262081302,neutral
7459833470942036758,2025-01-14 18:04:18,grüne braucht keiner mehr unwählbar,0,0,7459804333262081302,7459804333262081302,negative
7459827973194629910,2025-01-14 17:42:47,habeck muss ins gefängnis wie rudolf hess ,0,0,7459804333262081302,7459804333262081302,neutral
7459820089195447062,2025-01-14 17:12:20,,0,0,7459804333262081302,7459804333262081302,negative
7459817016262689558,2025-01-14 17:00:17,,0,0,7459804333262081302,7459804333262081302,negative
7459012301477151510,2025-01-12 12:57:42,merz ,1,0,7458757474569456918,7458757474569456918,positive
7459012333248152322,2025-01-12 12:57:38,merz,1,0,7458757474569456918,7458757474569456918,positive
7458946849363428118,2025-01-12 08:44:50,,1,0,7458757474569456918,7458757474569456918,negative
7458806342532252438,2025-01-11 23:39:07,,0,0,7458757474569456918,7458757474569456918,negative
7458802151278314242,2025-01-11 23:23:05,,0,0,7458757474569456918,7458757474569456918,negative
7458800672605389590,2025-01-11 23:17:40,oh mit lolli und stift wird geködert,0,0,7458757474569456918,7458757474569456918,negative
7458799340313314070,2025-01-11 23:12:02,,0,0,7458757474569456918,7458757474569456918,negative
7458791976729641750,2025-01-11 22:43:02,nicht mit euch,0,0,7458757474569456918,7458757474569456918,negative
7458791785343992598,2025-01-11 22:42:31,da würde meine kinder kein lolly bekommen ein lolly pro kreuz bei der wahl ,0,0,7458757474569456918,7458757474569456918,neutral
7458788633255412503,2025-01-11 22:30:37,predator mit diesen lollis digga,0,0,7458757474569456918,7458757474569456918,negative
7458788513103037206,2025-01-11 22:29:40,nur afd                     ,0,0,7458757474569456918,7458757474569456918,negative
7458786205365732098,2025-01-11 22:21:03,"




",0,0,7458757474569456918,7458757474569456918,negative
7458786283234673430,2025-01-11 22:20:53, wir werden euch jagen ,0,0,7458757474569456918,7458757474569456918,neutral
7458784975363310358,2025-01-11 22:16:10,och nee ich habe mein herz schon an die afd vergeben ,0,0,7458757474569456918,7458757474569456918,negative
7458781101240501014,2025-01-11 22:01:19,keine macht mehr den altparteien cducsu spd fdp grüne unter 5,0,0,7458757474569456918,7458757474569456918,negative
7458759107521184534,2025-01-11 20:35:23,wähl die cdu und du kriegst nen lutscher ohhhhwie süss  sehr starke argumente  ,0,1,7458757474569456918,7458757474569456918,negative
7463381233599988502,2025-01-24 07:32:27,hast das gleiche gesagt nach magdeburg,6,0,7463380074004368662,7463380074004368662,neutral
7463384433976214294,2025-01-24 07:45:14,er hat recht solange die bürger das nicht ändern warum sollte er,4,0,7463380074004368662,7463380074004368662,neutral
7465977241579668246,2025-01-31 07:25:48,um gottes willen ,3,0,7463380074004368662,7463380074004368662,neutral
7463381102393688854,2025-01-24 07:32:00,nur afd,3,0,7463380074004368662,7463380074004368662,negative
7465977272026546966,2025-01-31 07:26:04,nur ,2,0,7463380074004368662,7463380074004368662,negative
7465726103672849174,2025-01-30 15:10:59,,2,0,7463380074004368662,7463380074004368662,negative
7463470497766900502,2025-01-24 13:18:02,,2,0,7463380074004368662,7463380074004368662,negative
7467150897257825046,2025-02-03 11:20:13,der glaubt immer noch dass er es gut gemacht   hat,1,0,7463380074004368662,7463380074004368662,neutral
7466534620361622294,2025-02-01 19:28:08,bye olaf,1,0,7463380074004368662,7463380074004368662,negative
7463386919352353558,2025-01-24 07:54:23,also immer nach dem motto  weiter so,1,0,7463380074004368662,7463380074004368662,positive
7469068807563920150,2025-02-08 15:22:27,nichts wird gemacht bla bla niemals spd ,0,0,7463380074004368662,7463380074004368662,negative
7467647067076051734,2025-02-04 19:25:09,,0,0,7463380074004368662,7463380074004368662,negative
7463590713939329814,2025-01-24 21:04:23,hau ab,0,0,7463380074004368662,7463380074004368662,negative
