music,count
7.384383548760017e+18,26
7.423291709603514e+18,21
7.363314838511176e+18,21
7.277602986661284e+18,20
6.873501791145691e+18,20
7.384515480726212e+18,19
7.449106109521874e+18,16
7.116400670005873e+18,14
7.288226217396242e+18,12
7.226230926606502e+18,12
7.467168454961843e+18,11
7.086103923752176e+18,11
5.000000001448892e+18,11
7.043672073613937e+18,10
6.704985044194167e+18,10
7.231997808928033e+18,8
7.375086726551013e+18,8
7.096858059892328e+18,7
7.282498671971781e+18,7
7.230735816774355e+18,7
7.391934743069067e+18,7
7.268777251319532e+18,7
7.413608708486285e+18,7
7.170212466167646e+18,7
6.795544881616915e+18,7
7.29314596295536e+18,6
7.277602986661283e+18,6
7.288226217396243e+18,6
7.320403755933125e+18,6
6.860551076676897e+18,6
7.44867378287595e+18,6
7.265977955342649e+18,6
7.231091243878795e+18,6
6.756879114637935e+18,5
6.925866025142241e+18,5
7.363582798294534e+18,5
6.988190007181887e+18,5
7.37628550205609e+18,5
7.106816806072879e+18,5
7.114519562745597e+18,5
7.31231596784555e+18,5
6.879030135161358e+18,5
7.376281166866975e+18,5
7.29117963103845e+18,5
7.115163822215203e+18,4
7.274048898138032e+18,4
6.618871733141114e+18,4
7.405397834155837e+18,4
7.344571668081166e+18,4
7.276208464174189e+18,4
7.423291709603513e+18,4
7.098939394085703e+18,4
7.330640537873254e+18,4
7.458679134560045e+18,4
6.769046027488987e+18,4
7.116098620134395e+18,3
7.414796282239225e+18,3
6.850125286504139e+18,3
7.086352138892233e+18,3
7.291597132917426e+18,3
7.299618713351227e+18,3
7.376235687841155e+18,3
7.244851220488244e+18,3
7.364506549686258e+18,3
7.346667116642176e+18,3
6.817422635597564e+18,3
7.347758257412573e+18,3
6.886983165609511e+18,3
7.373646270861429e+18,3
7.272802045744074e+18,3
7.100626164536495e+18,3
7.109310293825554e+18,3
7.273778148097247e+18,3
7.365074032746515e+18,3
7.002991973254564e+18,3
6.692683186809359e+18,3
6.873508603152566e+18,3
6.79213699587218e+18,3
7.368062709869645e+18,3
6.817460952171022e+18,3
7.171093788592212e+18,3
7.210840458547857e+18,3
7.426817250403928e+18,3
7.146319288964483e+18,2
7.072513628145977e+18,2
7.377863167998872e+18,2
7.23073576098985e+18,2
7.349806703296334e+18,2
6.799803477275986e+18,2
7.239111762301307e+18,2
7.472019541850099e+18,2
7.467943168667913e+18,2
7.267535394010009e+18,2
6.786482082706098e+18,2
7.397739530105211e+18,2
7.467598423136226e+18,2
7.32445574335131e+18,2
7.452911492053174e+18,2
7.329959477619689e+18,2
7.473158589368372e+18,2
7.186383409608919e+18,2
7.083126413087362e+18,2
7.22334015857217e+18,2
6.982541212746009e+18,2
7.378250999776086e+18,2
7.358473639274024e+18,2
7.410062523770735e+18,2
7.196666298082889e+18,2
6.906905066767944e+18,2
7.358898427880983e+18,2
7.25383763029841e+18,2
7.320340682840083e+18,2
7.096104248928111e+18,2
7.307493274398935e+18,2
6.860551702966192e+18,2
7.367307291137837e+18,2
6.812709357189351e+18,2
7.463895164762295e+18,2
7.184826915117599e+18,2
7.254829687674015e+18,2
7.469317864156696e+18,2
7.448285731757984e+18,2
7.31139228684221e+18,2
7.410154644670106e+18,2
7.283608745001242e+18,2
7.203382275457845e+18,2
7.446751474896031e+18,2
7.456051334325439e+18,2
7.414874021101129e+18,2
7.37791002495181e+18,2
6.817193198436256e+18,2
7.380364302074252e+18,2
7.096616061185591e+18,2
7.315831670740535e+18,2
7.376285992401865e+18,2
7.377930863901755e+18,2
7.382671966454827e+18,2
7.101770000054913e+18,2
6.839377595411204e+18,2
7.469348247904341e+18,2
7.306141602018381e+18,2
7.461331341053939e+18,2
6.81717993776664e+18,2
7.232425658751797e+18,2
7.17220842519816e+18,2
7.44845897234542e+18,2
6.751218106342836e+18,2
7.448464730842368e+18,2
7.276668226528561e+18,2
6.715489795356756e+18,2
7.415614508359618e+18,2
7.349206176192874e+18,2
7.378206566626904e+18,2
6.927016038370429e+18,2
6.943614785167329e+18,2
7.057902164375276e+18,2
7.283328443169147e+18,2
6.99015476256185e+18,2
7.378264887112468e+18,2
7.345391990441675e+18,2
6.91722125364429e+18,2
7.352976622963837e+18,2
7.274086596144335e+18,2
7.152796746278504e+18,2
7.376161469884123e+18,2
7.405656162156612e+18,2
7.210364955869055e+18,2
7.378198972257061e+18,2
7.290414452192201e+18,2
7.470905870508166e+18,1
7.470630430676733e+18,1
7.473084188421148e+18,1
7.472459722858761e+18,1
7.239075601271786e+18,1
7.454018800413937e+18,1
7.470597424041479e+18,1
7.47057024514358e+18,1
7.471280947204263e+18,1
7.472123280304967e+18,1
7.466850059636788e+18,1
7.470546223100005e+18,1
7.470507540556615e+18,1
7.472761143460253e+18,1
7.466360692262702e+18,1
7.467263065143873e+18,1
7.472837516254842e+18,1
7.47305124557028e+18,1
7.470257530391514e+18,1
7.470228971389521e+18,1
7.472368346516737e+18,1
7.472026803423563e+18,1
7.472049572450438e+18,1
7.471250330852806e+18,1
7.474322951538052e+18,1
7.474211929367383e+18,1
7.456465462038236e+18,1
7.474579806974168e+18,1
7.454872214605778e+18,1
6.817215810285603e+18,1
7.461594381926174e+18,1
6.771810675950881e+18,1
7.398599893629536e+18,1
7.472139466915057e+18,1
7.474525350622465e+18,1
7.471361055972494e+18,1
7.459106215458885e+18,1
7.465383972571909e+18,1
7.471568252162903e+18,1
7.464474241762299e+18,1
7.463476038280302e+18,1
7.47170993708917e+18,1
7.471994661773626e+18,1
7.471002979047722e+18,1
7.472421879257878e+18,1
7.459819858044145e+18,1
7.471990890991865e+18,1
7.462822057498496e+18,1
7.460714286256557e+18,1
7.463165481082801e+18,1
7.463534078815014e+18,1
7.460524999930236e+18,1
7.460467017440366e+18,1
7.463558686309371e+18,1
7.463903502167018e+18,1
7.463920309393985e+18,1
7.46393541959256e+18,1
7.460196233320156e+18,1
7.464274262968651e+18,1
7.46534788438557e+18,1
7.459631942963564e+18,1
7.459431877590797e+18,1
7.459276409853316e+18,1
