music,count
6.873501791145691e+18,12
7.268777251319532e+18,7
7.391934743069067e+18,6
7.116400670005873e+18,6
7.288226217396242e+18,6
7.226230926606502e+18,6
7.288226217396243e+18,5
7.276208464174189e+18,4
7.277602986661284e+18,3
7.31231596784555e+18,3
7.365074032746515e+18,3
7.22334015857217e+18,2
7.349806703296334e+18,2
7.367307291137837e+18,2
7.254829687674015e+18,2
7.230735816774355e+18,2
7.267535394010009e+18,2
7.096858059892328e+18,2
7.410062523770735e+18,2
7.29117963103845e+18,2
7.083126413087362e+18,2
6.812709357189351e+18,2
7.320403755933125e+18,2
7.377863167998872e+18,2
7.315831670740535e+18,2
5.000000001448892e+18,2
7.363314838511176e+18,2
7.086352138892233e+18,2
7.203382275457845e+18,2
7.277602986661283e+18,2
7.344571668081166e+18,2
6.860551702966192e+18,2
7.452911492053174e+18,2
6.839377595411204e+18,2
7.413608708486285e+18,2
7.196666298082889e+18,2
7.358473639274024e+18,2
7.291597132917426e+18,2
6.715489795356756e+18,2
7.474738347047456e+18,1
7.461884337676357e+18,1
7.461558151373098e+18,1
7.460800646183472e+18,1
7.460778399477288e+18,1
7.421193044956843e+18,1
7.459681528759782e+18,1
7.459390605799165e+18,1
7.378250999776086e+18,1
7.465694814728703e+18,1
7.456375736116743e+18,1
7.465665614703627e+18,1
7.46566527234779e+18,1
7.464891142770937e+18,1
7.464890843699154e+18,1
7.464838619024035e+18,1
7.464598930564189e+18,1
7.463095422602202e+18,1
7.415614508359618e+18,1
7.461884432648048e+18,1
7.457166983285444e+18,1
7.456767170631044e+18,1
7.456767321015832e+18,1
7.466149188378627e+18,1
7.470172047650328e+18,1
7.469763105824804e+18,1
7.458050567857081e+18,1
7.45687633559667e+18,1
7.448384078946896e+18,1
7.273976135359973e+18,1
6.873508603152566e+18,1
7.464618737456385e+18,1
7.45980285294535e+18,1
7.464587843352989e+18,1
7.467161763110522e+18,1
7.473179933347532e+18,1
7.472133783955869e+18,1
7.465334128386608e+18,1
7.448464730842368e+18,1
7.470943372529192e+18,1
7.469726923346808e+18,1
7.470811382351449e+18,1
7.466692208759229e+18,1
7.474290189567331e+18,1
7.470087577505254e+18,1
7.468232762539249e+18,1
7.470099527236718e+18,1
7.470098399788092e+18,1
7.462047093513752e+18,1
7.47009781360003e+18,1
7.330376432482258e+18,1
7.470097211012976e+18,1
7.457914659488812e+18,1
7.473571659149069e+18,1
7.470096405086506e+18,1
7.474530218293235e+18,1
7.474229443630599e+18,1
7.473993075231641e+18,1
7.35845739865629e+18,1
7.461894332069465e+18,1
7.460570872723148e+18,1
7.465368900838985e+18,1
7.086133657748327e+18,1
7.468423188492357e+18,1
7.466109684720258e+18,1
7.471200382713073e+18,1
7.463408049975201e+18,1
7.470964115958861e+18,1
7.463869751870426e+18,1
7.467494498789051e+18,1
7.474289646350781e+18,1
7.358844607969021e+18,1
7.47428946588615e+18,1
7.459428415867866e+18,1
7.474149649235463e+18,1
7.474120265937587e+18,1
7.474119894515748e+18,1
7.473795352840457e+18,1
6.769219861777222e+18,1
7.473794450180476e+18,1
7.473566871624306e+18,1
7.473372106363063e+18,1
7.461935771721813e+18,1
7.350314765517917e+18,1
7.457231364933291e+18,1
6.711178235004062e+18,1
7.456422614278409e+18,1
7.459473578113666e+18,1
7.473794993117367e+18,1
7.458929634030194e+18,1
7.465293003876322e+18,1
7.462814956709334e+18,1
7.457495266103479e+18,1
7.230735778946796e+18,1
7.23073576098985e+18,1
7.463968414609591e+18,1
7.463968073448852e+18,1
7.466041872097119e+18,1
7.472828335840693e+18,1
6.954015822210435e+18,1
7.472121797640687e+18,1
7.457613202264182e+18,1
7.462294171664453e+18,1
7.471212933994139e+18,1
7.469108884788186e+18,1
7.467147346065903e+18,1
7.472668601166695e+18,1
7.470131041022692e+18,1
7.461972520142048e+18,1
7.458798709300547e+18,1
7.458798034361568e+18,1
7.465255314288283e+18,1
7.464650193348103e+18,1
7.46266667576802e+18,1
7.47450219606557e+18,1
7.455713690659769e+18,1
7.467530200994762e+18,1
7.46536985498852e+18,1
7.473052634514918e+18,1
7.472799591595298e+18,1
7.472305234045668e+18,1
7.471572412069318e+18,1
7.470166047857921e+18,1
7.473940871667338e+18,1
7.416435028575586e+18,1
7.473099720739606e+18,1
7.460911401058569e+18,1
7.459810631211503e+18,1
7.464932730409881e+18,1
7.473532838131437e+18,1
7.464611040731565e+18,1
7.469148178835639e+18,1
7.469039603694063e+18,1
7.46871709992223e+18,1
7.46796027069111e+18,1
7.466543732448415e+18,1
7.473128101138894e+18,1
7.471654044135525e+18,1
7.471241946533727e+18,1
7.473872433054436e+18,1
7.4684168064939e+18,1
7.467264433076538e+18,1
7.465633729197788e+18,1
7.456784579941584e+18,1
7.460049758896393e+18,1
7.458667659972201e+18,1
7.465778004795362e+18,1
7.464984528197553e+18,1
7.463929781336296e+18,1
7.463517699294285e+18,1
7.468677649136242e+18,1
7.466053958823841e+18,1
7.474195083865902e+18,1
7.473814336130059e+18,1
7.456783955501551e+18,1
7.473799791999995e+18,1
7.455356729111809e+18,1
7.461519547590479e+18,1
7.006326467038546e+18,1
7.458929236435373e+18,1
7.464554998007074e+18,1
7.464543334477483e+18,1
7.467536586259844e+18,1
7.471600582055857e+18,1
7.47339078059875e+18,1
7.465685336169975e+18,1
7.457076996517055e+18,1
7.47080007392484e+18,1
7.466112561277128e+18,1
7.377823344458287e+18,1
7.466058421104807e+18,1
7.466054694754962e+18,1
7.472837138519641e+18,1
7.472363844938665e+18,1
7.470340286447619e+18,1
7.470111811737243e+18,1
7.442323987763416e+18,1
7.474228407660858e+18,1
7.397739530105211e+18,1
7.454905451260464e+18,1
7.465046854888754e+18,1
7.471171947175382e+18,1
7.423291709603514e+18,1
7.473117327363657e+18,1
7.471924448334794e+18,1
6.988190007181887e+18,1
7.452671551613241e+18,1
7.473408297081556e+18,1
7.420062172165704e+18,1
7.47304268886362e+18,1
7.471297249462816e+18,1
7.471293215833476e+18,1
7.22301848519292e+18,1
7.274036157821913e+18,1
7.467168065694076e+18,1
7.464468277754891e+18,1
7.473579790973308e+18,1
7.473575211466935e+18,1
7.473574497192709e+18,1
7.461974002916347e+18,1
7.460541793437502e+18,1
7.457573660652817e+18,1
7.462065097450851e+18,1
7.460608387322154e+18,1
7.400583467221142e+18,1
7.459150083733458e+18,1
7.462279315166596e+18,1
7.473582428177632e+18,1
7.469050365841853e+18,1
7.469011127633612e+18,1
7.468775911756795e+18,1
7.467642079431118e+18,1
7.466155746268909e+18,1
7.47303923280259e+18,1
7.471258031126564e+18,1
7.470496696938909e+18,1
7.470222494378446e+18,1
7.473908523825712e+18,1
7.473581812053478e+18,1
7.46801116803015e+18,1
7.456464150186724e+18,1
7.429076512249236e+18,1
7.257577832035995e+18,1
7.283328443169147e+18,1
7.344588848486091e+18,1
6.711856401024551e+18,1
7.426810399384816e+18,1
2.691507267512279e+17,1
7.474544222948036e+18,1
6.465224573703949e+18,1
7.458417303924952e+18,1
7.459403751661506e+18,1
7.32177069290765e+18,1
7.463477087836327e+18,1
6.997840505614633e+18,1
7.365361727005527e+18,1
7.463152649639185e+18,1
106944163.0,1
7.469420542763355e+18,1
2.2625566836052378e+17,1
7.457933655924166e+18,1
7.457167100805664e+18,1
7.465313679832714e+18,1
7.464957112578412e+18,1
7.473544344796089e+18,1
7.455698652746747e+18,1
7.376304037070211e+18,1
7.463058069522845e+18,1
7.473905131004661e+18,1
7.461539651417886e+18,1
7.461000143538589e+18,1
7.210364955869055e+18,1
6.982664692627933e+18,1
7.460550242311409e+18,1
7.460549120298667e+18,1
7.460546972207484e+18,1
6.448513875884609e+18,1
7.293400834564574e+18,1
7.462645475557001e+18,1
7.4697194791542e+18,1
7.340368818713168e+18,1
7.467688710470733e+18,1
7.467274770812275e+18,1
7.473117492756449e+18,1
7.472737531078085e+18,1
7.47253744176215e+18,1
7.471561018745884e+18,1
7.470776952421404e+18,1
7.474150105617385e+18,1
6.91722125364429e+18,1
7.474549291596533e+18,1
7.469767650085785e+18,1
7.459804317003337e+18,1
7.466219948324834e+18,1
7.458757453455445e+18,1
7.463380030187834e+18,1
7.462630091550461e+18,1
7.469528076665228e+18,1
7.474183626108767e+18,1
7.474008474430983e+18,1
7.473769232384282e+18,1
7.467499959601221e+18,1
7.467297493454228e+18,1
7.467102764179541e+18,1
7.466115855592721e+18,1
7.290414452192201e+18,1
7.176556992134121e+18,1
7.466089631222664e+18,1
7.466014233677106e+18,1
7.466010970079841e+18,1
7.466000206786514e+18,1
7.472411358389128e+18,1
7.472411341725224e+18,1
7.471239636107496e+18,1
7.470833369415093e+18,1
7.470551375149665e+18,1
