music,count
7.423291709603514e+18,3
7.230735816774355e+18,2
7.460873975313321e+18,1
7.458236327666994e+18,1
7.458337344966397e+18,1
7.474283344524643e+18,1
7.469883714961198e+18,1
7.470068947846155e+18,1
7.470585424848358e+18,1
7.471328094211493e+18,1
7.471640973928402e+18,1
7.472804750812024e+18,1
7.466856579894676e+18,1
7.458293213497986e+18,1
7.467624403168546e+18,1
7.469022058245443e+18,1
7.463843554238991e+18,1
7.465017772504141e+18,1
7.465745229728648e+18,1
7.459469140492422e+18,1
7.45974803535579e+18,1
7.47349682940404e+18,1
7.473825966919142e+18,1
7.474245707931667e+18,1
7.470548570194611e+18,1
7.456815747839315e+18,1
7.460123573102611e+18,1
7.466120820248219e+18,1
7.469828520332545e+18,1
7.460402568225689e+18,1
7.461148747218308e+18,1
7.461311640614899e+18,1
7.461980331097607e+18,1
7.457113188759014e+18,1
7.457807748878323e+18,1
7.174175863313795e+18,1
7.473794034436935e+18,1
7.47385570592421e+18,1
7.474665181396831e+18,1
7.469889782301855e+18,1
7.459723864965778e+18,1
7.470429003023666e+18,1
7.470557695246962e+18,1
7.47162466518847e+18,1
7.472409310580968e+18,1
7.472748596238978e+18,1
7.473142440985857e+18,1
7.46602437066749e+18,1
7.467563672966991e+18,1
7.462827620976709e+18,1
7.465380837115481e+18,1
7.470906995214667e+18,1
7.46719506559784e+18,1
7.466189507525594e+18,1
7.46864796676175e+18,1
7.461359742028467e+18,1
7.473479017379794e+18,1
7.470517920687197e+18,1
7.471303741999992e+18,1
7.47311101016238e+18,1
7.473179514295602e+18,1
7.467123507172822e+18,1
7.467154231615639e+18,1
7.467579460653534e+18,1
7.467835955211587e+18,1
7.462679996721532e+18,1
7.459735851187391e+18,1
7.463420294884789e+18,1
7.463452032205229e+18,1
7.465303544892067e+18,1
7.465648293062692e+18,1
7.45971067324572e+18,1
7.460103202525007e+18,1
7.474496884476759e+18,1
6.756879114637935e+18,1
7.470158644164693e+18,1
7.470627351979986e+18,1
7.458731047083773e+18,1
7.463902815225957e+18,1
7.288226217396242e+18,1
7.471337027331182e+18,1
7.467584788594003e+18,1
7.468676284823113e+18,1
7.462423737507024e+18,1
7.462817889079315e+18,1
7.463549111766175e+18,1
7.463922051284602e+18,1
7.46459627898746e+18,1
7.464973783661956e+18,1
7.465382897970007e+18,1
7.465441208678141e+18,1
7.458628603979304e+18,1
7.459009134751419e+18,1
7.459423848304233e+18,1
7.459742520910695e+18,1
7.460448252572339e+18,1
7.460909378439286e+18,1
7.461710630215585e+18,1
7.461987565411831e+18,1
7.455721292092788e+18,1
7.456096666777554e+18,1
7.457161731320598e+18,1
7.460035193282268e+18,1
7.458612498972478e+18,1
7.472396188387331e+18,1
7.471908080113307e+18,1
7.455980391053233e+18,1
7.45794420783201e+18,1
7.473458509426757e+18,1
7.474191742340664e+18,1
7.474550288608398e+18,1
7.46972798386196e+18,1
7.469791273961885e+18,1
7.470212772162014e+18,1
7.470501574150737e+18,1
7.471230923447537e+18,1
6.704965634364541e+18,1
7.460126729119108e+18,1
7.472121733829348e+18,1
7.472408817622781e+18,1
7.472793516994121e+18,1
7.473095197691579e+18,1
7.467886826844048e+18,1
7.468261602458881e+18,1
