music,count
7.384383548760017e+18,26
7.384515480726212e+18,19
7.449106109521874e+18,16
7.467168454961843e+18,11
7.375086726551013e+18,8
6.873501791145691e+18,7
6.795544881616915e+18,7
7.44867378287595e+18,6
7.170212466167646e+18,6
7.116400670005873e+18,4
7.086103923752176e+18,4
7.115163822215203e+18,4
7.043672073613937e+18,4
7.210840458547857e+18,3
7.426817250403928e+18,3
7.100626164536495e+18,3
6.860551076676897e+18,3
7.226230926606502e+18,3
7.277602986661284e+18,3
7.231997808928033e+18,3
7.116098620134395e+18,3
7.414796282239225e+18,3
7.346667116642176e+18,3
7.272802045744074e+18,3
7.368062709869645e+18,3
7.098939394085703e+18,3
7.423291709603514e+18,3
7.171093788592212e+18,2
7.456051334325439e+18,2
7.414874021101129e+18,2
7.276668226528561e+18,2
7.283608745001242e+18,2
7.349206176192874e+18,2
7.461331341053939e+18,2
7.101770000054913e+18,2
7.469348247904341e+18,2
7.288226217396242e+18,2
7.306141602018381e+18,2
7.469317864156696e+18,2
7.096104248928111e+18,2
7.184826915117599e+18,2
7.307493274398935e+18,2
7.352976622963837e+18,2
7.186383409608919e+18,2
7.446751474896031e+18,2
7.469054543391149e+18,1
7.466148203759472e+18,1
7.466042951240617e+18,1
7.466034933329415e+18,1
7.466026646491909e+18,1
7.466025218092305e+18,1
7.029076048079768e+18,1
7.47308130146691e+18,1
7.47306968866836e+18,1
7.472781036748033e+18,1
7.472400097629392e+18,1
7.462704869632118e+18,1
7.471254222412303e+18,1
6.81717993776664e+18,1
7.18638340960053e+18,1
7.470840421669817e+18,1
7.470552464110931e+18,1
7.470522867273321e+18,1
7.47052138137389e+18,1
7.200478944389564e+18,1
7.46716416924728e+18,1
7.457862403842199e+18,1
7.469406357528088e+18,1
7.460102489590156e+18,1
7.15699935185971e+18,1
7.459777240914939e+18,1
7.469059593760443e+18,1
7.459753070524648e+18,1
7.465704393191575e+18,1
7.465411538531569e+18,1
7.465409939792547e+18,1
7.465358990051298e+18,1
7.469405349985832e+18,1
7.464987674437307e+18,1
7.46497574766127e+18,1
7.46491211604758e+18,1
7.464594073169841e+18,1
7.462385328800746e+18,1
7.462330868393053e+18,1
7.462313342377053e+18,1
7.470160116143345e+18,1
7.466191976522747e+18,1
7.470830255449509e+18,1
6.942338867110349e+18,1
7.454864396863409e+18,1
7.291597132917426e+18,1
6.817460952171022e+18,1
7.465298921813478e+18,1
7.468951640268803e+18,1
6.860110062359153e+18,1
7.473881418477981e+18,1
7.465701644852809e+18,1
7.464664458485337e+18,1
7.47051033097254e+18,1
7.456802094231342e+18,1
7.455310089374584e+18,1
7.460107679384784e+18,1
7.459046848230477e+18,1
7.469449605546102e+18,1
7.467509838440893e+18,1
7.466049299361697e+18,1
7.455954441947958e+18,1
7.325129191791561e+18,1
7.146319288964483e+18,1
6.926185677008669e+18,1
7.37628550205609e+18,1
7.377963203737356e+18,1
7.463132765186264e+18,1
6.850125286504139e+18,1
7.464232209885531e+18,1
7.086103923756403e+18,1
7.358898427880983e+18,1
7.46527905148209e+18,1
7.47427134156376e+18,1
7.37819331753473e+18,1
7.473042546260807e+18,1
7.472393290428452e+18,1
6.906905066767944e+18,1
7.378250999776086e+18,1
7.109310293825554e+18,1
7.474322303222795e+18,1
6.988190007181887e+18,1
7.46613201599064e+18,1
7.461019794016439e+18,1
7.466058049875119e+18,1
7.463905947938704e+18,1
7.30881047638013e+18,1
7.463399761589243e+18,1
7.46267358077446e+18,1
7.427233895819824e+18,1
7.469009298623483e+18,1
7.469003580918271e+18,1
7.468998350478511e+18,1
7.338810757637507e+18,1
7.468357784025124e+18,1
7.434978723520859e+18,1
7.468258927050755e+18,1
7.467234511418789e+18,1
7.467873408282709e+18,1
7.46715200611366e+18,1
7.466879495838141e+18,1
7.377930863901755e+18,1
7.463941679552187e+18,1
7.464485713075277e+18,1
7.470165824386026e+18,1
7.459001449600929e+18,1
7.464163209982397e+18,1
7.373726836265012e+18,1
7.465012450855177e+18,1
7.465676032222301e+18,1
7.086352138892233e+18,1
7.465748883597676e+18,1
7.461962402498678e+18,1
7.473973045124419e+18,1
7.464533098798779e+18,1
7.458630191235272e+18,1
7.465378256965717e+18,1
7.474249716909428e+18,1
6.817193198436256e+18,1
7.474341272885513e+18,1
7.474728330153545e+18,1
7.469775305453833e+18,1
7.466076480599018e+18,1
7.466052753473097e+18,1
7.461950160994668e+18,1
7.466047661020974e+18,1
7.474565082620546e+18,1
7.474301076701056e+18,1
7.474158114162413e+18,1
7.473787822174506e+18,1
7.473571982608502e+18,1
7.458287422393142e+18,1
7.29117963103845e+18,1
7.458233746353884e+18,1
7.458225637602414e+18,1
7.458219027270274e+18,1
7.473197281819905e+18,1
7.457895467037314e+18,1
7.457868272017755e+18,1
7.457556953385848e+18,1
7.457499136384912e+18,1
7.466044336254258e+18,1
7.462018548802555e+18,1
7.474715427645361e+18,1
7.320340682840083e+18,1
7.469902484074794e+18,1
7.472013965321637e+18,1
7.471344637699788e+18,1
7.47170931330181e+18,1
7.470249344000724e+18,1
7.473018031875182e+18,1
7.472310203216694e+18,1
7.472450790033001e+18,1
7.465273992195132e+18,1
7.471746407175654e+18,1
7.470604150688861e+18,1
7.471421764120759e+18,1
7.471302928297725e+18,1
6.90612455382765e+18,1
7.471199958235516e+18,1
7.472743724410408e+18,1
7.470883879869091e+18,1
7.470817972723518e+18,1
7.465435480281943e+18,1
7.465816277575323e+18,1
7.465521001154039e+18,1
7.468407582354017e+18,1
7.466466166657601e+18,1
7.466169189448175e+18,1
7.466062205876735e+18,1
7.466026127627275e+18,1
7.282498671971781e+18,1
7.47239720453235e+18,1
7.47161666185834e+18,1
7.470882888453459e+18,1
7.470472655805926e+18,1
7.473485551376469e+18,1
7.457306451582258e+18,1
7.459500387431648e+18,1
7.458961309732818e+18,1
7.464672913145204e+18,1
7.463129642577645e+18,1
7.466056645450518e+18,1
7.474260095891688e+18,1
7.466512544576933e+18,1
7.462683599008386e+18,1
7.457601229246533e+18,1
7.463845496575446e+18,1
7.366738213554245e+18,1
7.473251080291077e+18,1
7.473242503706201e+18,1
7.473222451842387e+18,1
7.473118983595118e+18,1
7.442495110656772e+18,1
7.27916530145467e+18,1
7.390496231791529e+18,1
6.959472850898815e+18,1
7.329700973140135e+18,1
6.928470336853772e+18,1
7.474253893099146e+18,1
7.457857542824218e+18,1
7.456724478643555e+18,1
7.461991315388173e+18,1
7.465718695186075e+18,1
7.465389910820769e+18,1
7.473870056284245e+18,1
7.457990102674591e+18,1
7.46199571604341e+18,1
7.461202811162725e+18,1
7.465051166112632e+18,1
7.473061882279775e+18,1
7.472705909706296e+18,1
7.472651040766414e+18,1
7.471980452778118e+18,1
7.470883725430689e+18,1
7.470854223884045e+18,1
7.470531104877972e+18,1
7.470083259453427e+18,1
7.469728288802409e+18,1
7.474205300053282e+18,1
7.473978589934046e+18,1
7.473502559785815e+18,1
7.409009433344231e+18,1
7.424001011218434e+18,1
7.46064771188946e+18,1
7.458813402014617e+18,1
7.46605477775593e+18,1
7.466874641886236e+18,1
7.467152010928819e+18,1
7.463658461121875e+18,1
7.460088068008185e+18,1
7.465723791201635e+18,1
7.46571919454649e+18,1
7.464968364201463e+18,1
7.464899816699776e+18,1
7.464596962147405e+18,1
7.394451688570194e+18,1
7.463466204989115e+18,1
7.467562755139046e+18,1
7.463110643466505e+18,1
7.462649417372339e+18,1
7.462394866207591e+18,1
7.468650384471363e+18,1
7.46822959091034e+18,1
7.468330066931142e+18,1
7.468228176217492e+18,1
7.415707935512235e+18,1
