id,video_description,create_time,region_code,share_count,view_count,like_count,comment_count,music_id,hashtag_names,username,effect_ids,playlist_id,voice_to_text,partei
7458374550783315222,"Bock auf Veränderung? Dann mach mit:   🪧 12. Januar – Plakatieren 👋 Infostände und Tür-zu-Tür-Aktionen 🔥 Jede Stimme zählt am 23. Februar!   👉 http://link.spd.berlin/qNtQ50UCo2o   #BTW2025 #Plakat #Veränderung #Wahlen #Wählen #Wahl #SPD #Bundestagswahl2025 #SozialeGerechtigkeit #Bundestag @Ruppert Stüwe, MdB  @Annika Klose ",2025-01-10 19:42:31,DE,4,1198,47,45,7.45837455062167e+18,"['wahl', 'spd', 'veränderung', 'plakat', 'bundestag', 'wahlen', 'wählen', 'sozialegerechtigkeit', 'bundestagswahl2025', 'btw2025']",spdberlin,,,,spd
7458321701747641622,"16 Jahre CDU = Stillstand in Bildung und Forschung. Wir sagen: Schluss damit!   Ruppert Stüwe kämpft für Klimaschutz, medizinischen Fortschritt und Forschung, die uns alle betrifft – von Endometriose bis ME/CFS. Berlin zeigt, wie Zukunft geht!   Nach 16 Jahren Stillstand mit der CDU-geführten Bildungsministerium haben wir endlich umgesteuert – jetzt braucht es Kontinuität für echte Fortschritte. Deshalb am 23. Februar die SPD wählen! ✊   #BTW2025 #Bundestag #Bundestagswahl #Forschung #Fortschritt #Innovation #Klimaschutz #Endometriose #MECFS #Zukunft #SPD #SPDBerlin @Ruppert Stüwe, MdB ",2025-01-10 16:17:27,DE,2,1293,69,31,7.458321689077763e+18,"['innovation', 'spd', 'zukunft', 'bundestag', 'fortschritt', 'bundestagswahl', 'forschung', 'klimaschutz', 'mecfs', 'endometriose', 'spdberlin', 'btw2025']",spdberlin,,,"ich stehe im Bundestag für Wissenschaft und Forschung. das starke Wissenschaft eine gute Zukunft bedeutet, kann der Bund in vielen stellen auch in Berlin lernen. hier wird an dieser guten Zukunft gearbeitet, beim Klimaschutz, beim medizinischen Fortschritt. da geht's nicht nur um Big Pharma, auch das machen wir in Berlin. aber es geht Mir vor Allen Dingen um Krankheiten wie Endometriose und mecfs. nach 16 Jahren CDU geführten bundesbildungsministerium haben wir da umgesteuert. wir haben gesagt, wir geben mehr Geld in diese Themen. auch das ist Mir wichtig, dass das im nächsten Bundestag weiter seinen Platz findet.
",spd
7458305073001680150,"Alexandra Wend, Direktkandidatin der SPD für Pankow, Prenzlauer Berg und Weißensee spricht Klartext: Leistungsgerechtigkeit bedeutet höhere Löhne, sichere Renten und eine gerechte Besteuerung von Vermögen und Erbschaften! Mehr für dich. Besser für Deutschland.  #Berlin #Pankow #Prenzlauerberg #Weißensee #Gerechtigkeit",2025-01-10 15:12:58,DE,3,2632,91,119,7.458305066835987e+18,"['berlin', 'prenzlauerberg', 'gerechtigkeit', 'pankow', 'weißensee']",spdberlin,,,"warum also kandidieren? ich stehe für eine SPD, die sich behauptet und klar sagt leistungsgerechtigkeit erreichen wir nich, indem wir auf leistungsbezieher rumtrampeln. unser Kühlschrank wird nich voller, wenn andere Lehrer werden leistungsgerechtigkeit erreichen wir, indem wir für höhere löne Sorgen, sichere Renten und ganz wichtig, endlich für eine gerechte Besteuerung von Vermögen und Erbschaften. so buchstabiert man leistungsgerechtigkeit.
",spd
7457976243518967062,"„Sparen, bis es quietscht“ als Generationengerechtigkeit? Jung gegen Alt? Bullshit! Generationengerechtigkeit heißt nicht kaputte Schulen und kaputte Umwelt. Carmen Sinnokrot fordert Politik, die wirklich bei den Leuten ankommt: Schuldenbremse reformieren, Kommunen stärken, Vertrauen in die Demokratie zurückgewinnen. #BTW2025 #Bundestagswahl #Bundestag #Wahl #Wahlen #Wählen #Gerechtigkeit #Generationengerechtigkeit #Schule #Umwelt #Schuldenbremse #Kommunen #Demokratie #SPD #Berlin #SPDBerlin @Carmen ",2025-01-09 17:56:51,DE,2,2721,93,153,7.457976237678218e+18,"['berlin', 'wahl', 'schule', 'spd', 'umwelt', 'demokratie', 'gerechtigkeit', 'bundestag', 'wahlen', 'kommunen', 'bundestagswahl', 'wählen', 'schuldenbremse', 'spdberlin', 'generationengerechtigkeit', 'btw2025']",spdberlin,,,"jede Stimme zählt und deshalb möchte ich, das ganz Berlin Nord, Südost und West 1 Ort ist, über den die Menschen sagen, hier werd ich gesehen, hier werd ich gehört, hier leb ich gerne. aber im Moment wird nicht jede Stimme gehört. wir haben eine Teilhabe Krise. weniger als die Hälfte der Armen und der Menschen mit prekern Einkommen findet, dass die Demokratie in Deutschland und großen und ganzen gut funktioniert und sie sehen für sich nicht die Möglichkeit, auf ihre Anliegen aufmerksam zu machen. das ist erschreckend und um das zu ändern, müssen wir Politik wieder erlebbar machen. es muss spürbar werden, dass sich etwas verbessert. und darum streite ich, für eine Reform der schultenbremse und dafür, dass auch die Kommunen endlich ordentlich ausfinanziert werden, damit sie finanzielle Spielräume haben, um vor der Haustür wirklich wirken zu können. denn da spüren es die Menschen. aber wir müssen auch deshalb in die Zukunft investieren, weil wir der jungen Generation einen funktionierenden Staat hinterlassen müssen konservative und Liberale, die erzählen uns, das sparen bis es quietscht, eine Frage der Generation Gerechtigkeit sei und dass wir nicht nur länger in jeder einzelnen Woche, sondern auch im ganzen Leben arbeiten müssten, damit die Rente sicher ist. dazu sag ich, Bullshit. nein, liebe genossen und genossen, mit uns kein ausspielen, alt gegen Jung.
",spd
7457933130528328982,"Schuldenbremse? Eher Zukunftsbremse! Julian Holter fordert eine Reform der Schuldenbremse: Investieren wir jetzt in Schulen, Straßen und Umwelt, statt kaputte Systeme an die nächste Generation weiterzugeben ☝️ #BTW2025 #Bundestagswahl #Bundestag #Wahl #Wahlen #Wählen #Schuldenbremse #Investitionen #Schule #Umwelt #Klimaschutz #Gerechtigkeit #Wirtschaft #SPD #Berlin #SPDBerlin",2025-01-09 15:09:35,DE,12,3481,98,262,7.457933127948733e+18,"['berlin', 'wahl', 'schule', 'spd', 'umwelt', 'wirtschaft', 'gerechtigkeit', 'bundestag', 'wahlen', 'bundestagswahl', 'wählen', 'klimaschutz', 'investitionen', 'schuldenbremse', 'spdberlin', 'btw2025']",spdberlin,,,"wir sind eine Partei, die für aktive Wirtschaftspolitik steht. wir sind eine Partei, die das Leben der Menschen gestaltet und verbessert. und für alle, die meinen, es ist besser, jetzt Schulden aufzunehmen und zu investieren, statt unseren Kindern und Enkeln kaputte Schulen, kaputte Straßen und kaputte Umwelt zu unterlassen, für alle, die sich mehr Solidarität und Gemeinschaft wünschen, die sich konkrete Verbesserungen im Alltag wünschen, für all diese Menschen ist die SPD die richtige Wahl.
",spd
7457631517003484438,"Jan Zimmerling weiß, wie es ist, in einem System zu kämpfen, das mehr Hindernis als Hilfe ist. Deshalb tritt er in Lichtenberg an für: 💻 mehr Digitalisierung und künstliche Intelligenz in Ämtern und Behörden 🔑 mehr bezahlbares Wohnen 📚 besserer Zugang zu Kitas und Schulen 💉 gute Gesundheitsversorgung #BTW2025 #Bundestagswahl #Bundestag #Wahl #Wahlen #Berlin #SPD #SPDBerlin",2025-01-08 19:39:10,DE,0,618,46,26,7.457631513961025e+18,"['berlin', 'wahl', 'spd', 'bundestag', 'wahlen', 'bundestagswahl', 'spdberlin', 'btw2025']",spdberlin,,,,spd
7457594270891904278,Worin unterscheiden sich die Parteien im Wahlkampf? Lars Klingbeil und Michael Müller haben klargemacht: Es gibt große Unterschiede zwischen den Parteien. Von bezahlbarem Wohnen über sozial gerechten Klimaschutz bis hin zu einem höheren Mindestlohn – die SPD steht für klare Lösungen und eine starke Demokratie 💭 Deshalb am 23. Februar die SPD wählen! 🌹🫶 @larsklingbeil,2025-01-08 17:14:38,DE,7,3596,82,197,7.457594278512954e+18,[],spdberlin,,,"moin, hier ist Lars. ich bin grad bei Michael Müller beim klingball im Gespräch. wir hatten 1 super Abend, ne spannende Diskussion. ich fands bemerkenswert, wie Lars klingball es auf n Punkt gebracht hat, dass es die großen Unterschiede zwischen den Parteien gibt. es ist nicht alles eine Soße. ich will bei der Bundestagswahl gewinnen. ich denke nicht über Platz 2 oder sonst was nach, sondern ich will kämpfen dafür, dass die Sozialdemokratie mit, mit all dem, was sie einbringt, mit den Ideen, mit dem Programm, mit den Personen, dass wir am Ende auf Platz 1 liegen. wer ist für 1. gewerbemietrecht? wer ist für die Mietpreisbremse? wer ist für höhere mindestlöhne? es ist die SPD und nicht die anderen. und dass das heute so deutlich geworden ist, das fand ich hervorragend und ich glaube es hat auch viele hier begeistert. bis zum 23.februar werden wir alles geben für ne starke SPD, dass wir unser Direktmandat von Michael Müller hier in Charlottenburg Wilmersdorf verteidigen und gemeinsam mit dir wollen wir kämpfen, diesen Wahlsieg zu erreichen.
",spd
7457227317140622614,"Die SPD steht für einen höheren Mindestlohn, faire Mieten und Perspektiven für alle. Wir kämpfen für ein Berlin, das zusammenhält – bist Du dabei? 🙌 #BTW2025 #SPD #Bundestag #Mindestlohn #Miete #Mieten #Zusammenhalt @Ruppert Stüwe, MdB  @Annika Klose ",2025-01-07 17:30:41,DE,4,1462,61,71,7.457227347230838e+18,"['spd', 'zusammenhalt', 'miete', 'mieten', 'bundestag', 'mindestlohn', 'btw2025']",spdberlin,,,"die verteilungskämpfe in dieser Gesellschaft sind nicht zwischen alt eingesessen und zugezogen, sondern sie sind zwischen Arm und Reich. es muss darum gehen, dass die Ressourcen dieser Gesellschaft fair verteilt sind und das ist aktuell überhaupt nicht der Fall. das bedeutet bezahlbare mieten. das heißt aber auch, dass am Ende wir gute löne haben, zum Beispiel durch ne Erhöhung des mindestlohens auf 15 Euro und durch n Tarif Treue Gesetz, weil das ist die Beschäftigung, die die besten arbeitsbelegungen bietet für diejenigen, die wirklich hart arbeiten müssen. manche Kräfte in dieser Gesellschaft tun so, als sei die Migration das Problem. wir sehen so, Migration ist eine Bereicherung für diese Gesellschaft. sie macht Berlin auch Aus und lebenswert. wir müssen investieren in diese Stadt, in die Menschen hier, in Perspektiven, damit das Zusammenleben auch funktioniert. dafür lassen wir uns nicht gegeneinander ausspielen, sondern müssen alle zusammen anpacken und genau dafür kämpfen.
",spd
7457137117035007254,"Die SPD steht für einen höheren Mindestlohn, faire Mieten und Perspektiven für alle. Wir kämpfen für ein Berlin, das zusammenhält – bist du dabei? 🙌   #BTW2025 #SPD #Bundestag #Mindestlohn #Miete #Mieten #Zusammenhalt @Ruppert Stüwe, MdB @Annika Klose ",2025-01-07 11:40:42,DE,5,3071,96,179,7.457137130574302e+18,"['spd', 'zusammenhalt', 'miete', 'mieten', 'bundestag', 'mindestlohn', 'btw2025']",spdberlin,,,"CDU oder SPD? Olaf Scholz oder Friedrich März? wer wird das Land in Zukunft gestalten? bei dieser Wahl am 23.februar geht es um alles. wir kämpfen für eine starke SPD im Bund und dass wir diese Bundestagswahl wieder gewinnen. und hier in Berlin wird es besonders deutlich beim Thema mieten und wohnen mit einem Mietendeckel auf Bundesebene. das ist die Investition in gute Arbeitsplätze. das sind aber auch natürlich tariftreuegesetz und Mindestlohn anpassen, die Kindergrundsicherung, eine Rente, die am Ende auch zum Leben reicht. der Kontrast zur CDU könnte da nicht größer sein. die haben zum Spitzenkandidaten ihren Vermieter, Lobbyisten gemacht, der am Ende auch vor dem Bundesverfassungsgericht zum Beispiel gegen den Mietendeckel geklagt hat.
",spd
7455318081477397792,"Ein frohes neues Jahr! 🎆✨ Nicola Böcker-Giannini wünscht allen Berliner*innen ein gesundes und glückliches 2025! Dieses Jahr steht eine wichtige Richtungsentscheidung an: Am 23. Februar kämpfen wir darum, soziale Gerechtigkeit, gute Arbeit, bezahlbares Wohnen und eine leistungsstarke Wirtschaft für alle zu sichern 💪 Es braucht eine starke SPD im Bundestag, um die Zukunft unseres Landes sozial gerecht zu gestalten. Jetzt heißt es: Ärmel hoch, Mütze auf und ab in den Winterwahlkampf! ❄️🔥 Seid ihr dabei? Gemeinsam schaffen wir ein gerechteres Morgen! ❤️",2025-01-02 14:01:55,DE,2,2777,57,154,7.455318118936677e+18,[],spdberlin,,,,spd
