id,create_time,text,like_count,reply_count,parent_comment_id,video_id,sentiment
7466300618178888470,2025-02-01 04:25:55,wie lange wird das volk das theater mitspielen,26,4,7466191982151339286,7466191982151339286,neutral
7466227418983432982,2025-01-31 23:36:53,,8,0,7466191982151339286,7466191982151339286,negative
7466206514660393750,2025-01-31 22:15:13,"jetzt ist es amtlich die cdu steht weiter unter merkels fuchtel merzkannesnicht die wahre migrationswende gibt es nur mit der afd
deshalbafd
weidel4kanzlerin",8,0,7466191982151339286,7466191982151339286,negative
7468235030835675926,2025-02-06 09:28:01,niemals merz,6,0,7466191982151339286,7466191982151339286,negative
7466198318696842006,2025-01-31 21:43:21,die altparteien sind für lange zeit unwählbar geworden punkt nur die afd kann deutschland noch retten ,5,0,7466191982151339286,7466191982151339286,negative
7466194512549823254,2025-01-31 21:28:22,,5,0,7466191982151339286,7466191982151339286,negative
7467131379668255510,2025-02-03 10:04:46,es ist schon 5 nach 12,4,0,7466191982151339286,7466191982151339286,positive
7466221832967111446,2025-01-31 23:14:52,herrlich wie sich die demokratischen kräfte gegenseitig zerfleischen zurücklehnen und show genießen ,4,0,7466191982151339286,7466191982151339286,positive
7466214212793549590,2025-01-31 22:45:11,,4,0,7466191982151339286,7466191982151339286,negative
7469265807827206934,2025-02-09 04:10:42,niemals merzdann haben die menschen verloren,3,0,7466191982151339286,7466191982151339286,neutral
7466358299014333206,2025-02-01 08:04:29,warum will man deutschland fertig machen ich kann es nicht verstehen merz schafft das nicht also ,3,0,7466191982151339286,7466191982151339286,negative
7466294088532230934,2025-02-01 03:58:49,brandmauer wie groß ist die angst der altparteien dass die afd in die regierung kommt und gelegenheit erhält deren verbrechen am volk zb asyl corona klimalüge ukraine zu sühnen ,3,0,7466191982151339286,7466191982151339286,neutral
7466205846223029014,2025-01-31 22:12:50,richtig  dieser sumpf wird immer tiefer ,3,0,7466191982151339286,7466191982151339286,neutral
7466205562059195158,2025-01-31 22:11:47,,3,0,7466191982151339286,7466191982151339286,negative
7466194499808232194,2025-01-31 21:28:26,,3,0,7466191982151339286,7466191982151339286,negative
7466966994551964438,2025-02-02 23:27:19,war von anfang an nur wahlkampf,2,0,7466191982151339286,7466191982151339286,negative
7466346689026540310,2025-02-01 07:20:13,"

    
         
               nur noch afd",2,0,7466191982151339286,7466191982151339286,negative
7466335974744064790,2025-02-01 06:39:20,politikversagen auf ganzer linie schämt euch es geht nur um macht nicht um die bürger ,2,0,7466191982151339286,7466191982151339286,negative
7466335852409193218,2025-02-01 06:38:32,wir werden vom einem schreienden linken mob regiert ,2,0,7466191982151339286,7466191982151339286,neutral
7466317372447195926,2025-02-01 05:28:18,tiktok warum löscht du alle kommentare von mir laut artikel 5 im grundgesetz habe ich das recht meine meinung zu äußern also warum werden alle kommentare von mir gelöschtegal wo ich kommentiert hab,2,0,7466191982151339286,7466191982151339286,negative
7466316391265764118,2025-02-01 05:25:22,,2,0,7466191982151339286,7466191982151339286,negative
7466306212965401366,2025-02-01 04:48:14,,2,0,7466191982151339286,7466191982151339286,negative
7466299456972342038,2025-02-01 04:20:07,also seit gestern bin ich überzeugt ich wähle bürgerlich blau und nicht die extreme mitte,2,0,7466191982151339286,7466191982151339286,neutral
7466299260087550742,2025-02-01 04:19:19,die cdu beelitz mag das messern,2,0,7466191982151339286,7466191982151339286,neutral
7466260490155492118,2025-02-01 01:46:31,"nein  herr merz kann kein kanzler und steht sich selbst im weg ein kandidat ohne rückgrat und wankelig
ab heute werden die prozente für die cdu und herrn merz sinken",2,0,7466191982151339286,7466191982151339286,negative
