id,create_time,text,like_count,reply_count,parent_comment_id,video_id,sentiment
7457946351897887510,2025-01-09 16:01:06,und wir sind dir sehr dankbar dafür caren,134,1,7457944217550097686,7457944217550097686,neutral
7457996921979274006,2025-01-09 19:17:15,bin so froh dass caren damit angefangen hat kann ohne ihre hits nicht mehr funktionieren,93,1,7457944217550097686,7457944217550097686,negative
7457951176089649942,2025-01-09 16:19:47,wir sind mit ihnen caren slay,54,0,7457944217550097686,7457944217550097686,neutral
7457956410745013014,2025-01-09 16:40:08,dein content ist der hammer ,35,0,7457944217550097686,7457944217550097686,positive
7457976869524128534,2025-01-09 17:59:26,push damit caren bald auf jeder fyp ist ,21,0,7457944217550097686,7457944217550097686,negative
7457946745128108822,2025-01-09 16:02:37,deine lieder sind mega,14,0,7457944217550097686,7457944217550097686,positive
7458039900815065878,2025-01-09 22:04:07,du machst das klug und heiter  wir brauchen leichtigkeit gegen diese verbissenheit ,12,0,7457944217550097686,7457944217550097686,neutral
7458188216387339030,2025-01-10 07:40:50,nach der ampel links o7,11,0,7457944217550097686,7457944217550097686,negative
7457947174040371991,2025-01-09 16:04:15,ich find auch super das die liebe caren sich sogar zeit nimmt und mal kritische fragen beantwortetdanke nochmal für die zeit ,10,0,7457944217550097686,7457944217550097686,positive
7457946084468425494,2025-01-09 16:00:01,beste entscheidung ,7,0,7457944217550097686,7457944217550097686,positive
7458983115085546262,2025-01-12 11:04:25,say it loud say it clear hab mich vorhin fürs bildungsprogramm aufbauheldinnen angemeldet,5,0,7457944217550097686,7457944217550097686,negative
7466639375390262038,2025-02-02 02:19:01,"
linke2025
",4,0,7457944217550097686,7457944217550097686,neutral
7458748274264097558,2025-01-11 19:53:43,ich 32 fühle mich angesprochen wenn es um junges publikum geht ,4,0,7457944217550097686,7457944217550097686,neutral
7458142465620968214,2025-01-10 04:47:38,auf spotify könntest du auch gut leute erreichen ,4,0,7457944217550097686,7457944217550097686,positive
7457947567650767638,2025-01-09 16:05:51,also mich hast du erreicht  danke für deine arbeit,4,0,7457944217550097686,7457944217550097686,neutral
7464033429753250582,2025-01-26 01:45:30,und dafür sind wir dankbar,3,0,7457944217550097686,7457944217550097686,neutral
7461003137882620694,2025-01-17 21:43:43,,3,0,7457944217550097686,7457944217550097686,negative
7458818392776147735,2025-01-12 00:26:35,bitte machen sie noch ganz ganz lang damit weiter,3,0,7457944217550097686,7457944217550097686,negative
7458681408933856022,2025-01-11 15:34:18,super du hast immer tolle ideen  weiter so,3,0,7457944217550097686,7457944217550097686,positive
7458162656239960854,2025-01-10 06:01:46,danke caren slay ,3,0,7457944217550097686,7457944217550097686,positive
7458028534876881686,2025-01-09 21:20:02,du bist toll hoffe das viele dir folgen und viele dielinke wählen die demokratie braucht euch,3,0,7457944217550097686,7457944217550097686,positive
7457948373623440150,2025-01-09 16:08:55,mach weiter so,3,0,7457944217550097686,7457944217550097686,positive
7461228726870000406,2025-01-18 12:18:55,hammer content ,2,0,7457944217550097686,7457944217550097686,positive
7459505175960109846,2025-01-13 20:50:11,wann caren slay auf spotify,2,0,7457944217550097686,7457944217550097686,negative
7458932464704258838,2025-01-12 07:49:35,der mantel is so ein slay man ,2,0,7457944217550097686,7457944217550097686,negative
7458045495833199392,2025-01-09 22:26:02,danke für deine arbeit wirklich,2,0,7457944217550097686,7457944217550097686,positive
7458026063601582870,2025-01-09 21:10:21,,2,0,7457944217550097686,7457944217550097686,negative
7458020607772721942,2025-01-09 20:49:17,,2,0,7457944217550097686,7457944217550097686,negative
7457989570463204129,2025-01-09 18:48:47,queen caren slay  ,2,0,7457944217550097686,7457944217550097686,negative
7457963356893463318,2025-01-09 17:07:02,und genau das erreichst du mit jedem deiner videos danke,2,0,7457944217550097686,7457944217550097686,positive
7473776184557421334,2025-02-21 07:49:57,"



",1,0,7457944217550097686,7457944217550097686,negative
