text,video_id,create_time,id,like_count,parent_comment_id,reply_count
💙💙💙,7458021305502223638,1736530024,7458339396476945174,0,7458021305502223638,0
👏,7457863407648197910,1736430745,7457913183417221910,0,7457863407648197910,0
"Grundsätzlich richtig und gut. Trotzdem passieren im Umfeld überdurchschnittlich viele Gesetzesverstöße. Und das sind nicht nur Vorurteile. Wenn der Verein auch DARAN arbeitet, dann ist er richtig.",7457635454981131542,1736409188,7457820491180081922,0,7457635454981131542,0
💙 ohne euch wäre Deutschland sicher,7455745285780933890,1736007843,7456096854011331360,0,7455745285780933890,0
NEIN,7455745285780933890,1735990462,7456022158466417430,0,7455745285780933890,0
wo war denn der kamf bisher? im winterschlaf?😎,7455745285780933890,1735986377,7456004644318642966,0,7455745285780933890,0
"Wer hat das verraten, die Sozialdemokraten",7455745285780933890,1735936216,7455789220104618774,0,7455745285780933890,0
@SPD Neumuenster1867,7455360999495961878,1735855204,7455441277656711969,1,7455360999495961878,0
https://www.kn-online.de/lokales/neumuenster/neumuenster-bekommt-eine-zusaetzliche-sporthalle-in-der-hindenburg-kaserne-QFNK5ZHW4JG63GRFXSRYSJD3R4.html?fbclid=IwZXh0bgNhZW0CMTAAAR1qrMv3Ch5-rTwSBf4U4_eTFOK0e5p6WRagd_UCZeVx_4I6LAQ6JcyvXRU_aem_0RrHbAJ3IiEos8ooVXjb2w,7455360999495961878,1735855145,7455441014812214049,0,7455360999495961878,0
Laufen bis die Schuhe glühen 😁,7454974597272800545,1735750371,7454990984520712982,1,7454974597272800545,1
👏👏👏,7461744913542106401,1737324790,7461752808058438422,1,7461744913542106401,0
Danke für den Besuch an alle Gäste. Wir fühlen uns verbunden und halten in Neumünster zusammen.,7461744913542106401,1737410701,7462121842603574038,0,7461744913542106401,0
Nie wieder Altparteien!!!!!!!!!,7461724592403434774,1737353806,7461877290390995734,0,7461724592403434774,0
👏,7460869920364956950,1737158319,7461037755431273238,2,7460869920364956950,0
"Danke für deinen Einsatz, lieber Kristian.",7460869920364956950,1737119528,7460871280935289622,2,7460869920364956950,0
🥰🥰🥰,7460446998974467350,1746915422,7502944406917907206,0,7460446998974467350,0
❤️,7459779365321051415,1736974479,7460248387246916374,1,7459779365321051415,0
👏👏👏,7459779365321051415,1736891205,7459890825724789526,0,7459779365321051415,0
👏,7459387380227755286,1736804527,7459518512786113302,0,7459387380227755286,0
💙💙💙,7459053125270375702,1736700180,7459070356000899862,1,7459053125270375702,0
Gute Besserung 💙💪,7459053125270375702,1736788501,7459449689139954454,0,7459053125270375702,0
"Danke, Kristian!",7458705960509410582,1736618902,7458721231404040982,1,7458705960509410582,0
"Friedrich Merz ist untragbar! Und die CDU gleich mit, die ihn ja offenbar mehrheitlich zum Kanzlerkandidaten gewählt hat",7465342960712928534,1738163242,7465354143545197334,3,7465342960712928534,0
❤❤❤,7465036353768590614,1738157651,7465330061513261846,0,7465036353768590614,0
