text,video_id,create_time,id,like_count,parent_comment_id,reply_count
Wahl Lügner. Schaut euch die Wahlplakate von 2021 an.,7461675639473442050,1737394923,7462054199758717718,20,7461675639473442050,1
Sie sind so oberpeinlich!,7461675639473442050,1738050100,7464867841189659414,19,7461675639473442050,0
Gibt immer noch ein paar die der zuhören,7461675639473442050,1737801964,7463802424264983318,7,7461675639473442050,0
Ich kann diesen verblendeten Mist der Grünen nicht mehr ertragen,7461675639473442050,1737360991,7461908288478724886,7,7461675639473442050,0
ihre Wähler sind ihr doch eh egal,7461675639473442050,1737876371,7464121924226990870,6,7461675639473442050,0
Tolle Politikerin.,7461675639473442050,1737311128,7461694265153962774,6,7461675639473442050,9
Oh Gott diese Frau.. unerträglich 😏,7461675639473442050,1737383726,7462006056227930902,5,7461675639473442050,0
Ich kotze gleich 😝😝😝😝,7461675639473442050,1737381799,7461997712428319510,4,7461675639473442050,0
Die Zukunft ist grün! 🌱🌿💚,7461675639473442050,1737321154,7461737347983065878,4,7461675639473442050,11
Hollywood Star,7461675639473442050,1737374297,7461965364655915798,3,7461675639473442050,0
🙈🙈🙈,7461675639473442050,1737362949,7461916469175370518,3,7461675639473442050,0
Deshalb am 23.02. Grüne wählen 💚,7461675639473442050,1737338892,7461811980301304578,3,7461675639473442050,2
😡😡😡,7461675639473442050,1737705020,7463385781941502742,2,7461675639473442050,0
Weiß die das der Ball rund ist,7461675639473442050,1737564585,7462782869246280470,2,7461675639473442050,1
🙈🙈🙈,7461675639473442050,1737411549,7462125442402812694,2,7461675639473442050,0
🙈🙈🙈🙈🙈,7461675639473442050,1737387841,7462023789744767766,2,7461675639473442050,0
Wie die sich gerne selber reden hört...is bald gott sei dank vorbei😊,7461675639473442050,1737380212,7461990988362449686,2,7461675639473442050,0
"Eine der schlechtesten Außenministerin die Deutschland hat, hoffentlich hat das ein Ende.",7461675639473442050,1739093918,7469351317694694166,1,7461675639473442050,1
"oh je, oh je! Da spricht die pure ""Intelligenz""! Einfach nicht mehr zu ertragen!!",7461675639473442050,1737794611,7463770782209393430,1,7461675639473442050,0
🥰🥰🥰🥰,7461675639473442050,1737625473,7463044034925593366,1,7461675639473442050,1
🥰🥰🥰,7461675639473442050,1737326543,7461760400603775767,1,7461675639473442050,0
💚#TeamHabeck #Habeck4Kanzler #TeamRobert #KanzlerEra #niewiederistjetzt #CSUverhindern #Merzverhindern #FDPverhindern #Söderverhindern #AfDverhindern #CDUverhindern #Zuversicht💚💚💚💚,7461675639473442050,1737324662,7461752307052577558,1,7461675639473442050,0
🙏🙏🙏,7461675639473442050,1748189603,7508417106285036310,0,7461675639473442050,0
😘😘😘,7461675639473442050,1748189603,7508417130707288854,0,7461675639473442050,0
💩💩,7461675639473442050,1739378488,7470573533602726678,0,7461675639473442050,0
🙈🙈🙈,7461675639473442050,1739350227,7470452107829576470,0,7461675639473442050,0
"Egal, was meine Wähler denken👍👍👍👍",7461675639473442050,1739228152,7469927768131371778,0,7461675639473442050,0
Habeck und die Grünen sind nicht wählbar,7461675639473442050,1739210986,7469854188319539990,0,7461675639473442050,0
😡😡😡😡😡,7461675639473442050,1739131925,7469514626183594774,0,7461675639473442050,0
