text,video_id,create_time,id,like_count,parent_comment_id,reply_count
"╔═══༺❀༻❤️༺❀༻══╗
*🚩🌾❤️✲LINKE✲❤️🌾🚩*
╚═══༺❀༻❤️༺❀༻══╝",7467162849748585750,1738586110,7467170246744015638,2,7467162849748585750,1
❤️❤️,7467162849748585750,1738585881,7467169315897344790,1,7467162849748585750,0
"Unglaublich,alles nur Ablenkung von den echten Problemen,z.B schwäche der Wirtschaft.",7466869133838257430,1739090038,7469334540950897431,13,7466869133838257430,1
genau alles CDU Wähler 🖤 toll schaut was ihr bekommen habt,7466869133838257430,1741427780,7479375275280401154,9,7466869133838257430,0
War toll 🥰🥰,7466869133838257430,1738521806,7466894166669525782,6,7466869133838257430,0
Wir werden immer mehr 👍🏻🫶🏻💙💙💙🇩🇪🇷🇺🇺🇸💙💙💙💙💙💙,7466869133838257430,1741598763,7480109616572334870,5,7466869133838257430,0
"Denn sie wissen nicht was sie tun. Sie demonstrieren für Gewalt, Altersarmut und Krieg. Unglaublich.",7466869133838257430,1738628157,7467350283502551830,4,7466869133838257430,3
Unbeschreiblich 🙏💙,7466869133838257430,1741188875,7478349198762230550,3,7466869133838257430,0
unmöglich,7466869133838257430,1741176899,7478297767703266070,3,7466869133838257430,0
Saarland ist doch so oder so fertig betrachtet euch die wirtschaft geht mal an den Bahnhof das sagt doch alles,7466869133838257430,1740729336,7476375501733511958,3,7466869133838257430,0
Da schämt man sich über sein Bundesland,7466869133838257430,1739174230,7469695977395716886,3,7466869133838257430,1
"Wisst ihr, was ihr tut?!",7466869133838257430,1742391509,7483514489527534358,2,7466869133838257430,0
Zeichen gegen eigene Hetze ???,7466869133838257430,1742119596,7482346626414969622,2,7466869133838257430,0
"unglaublich, habt ihr schon mal nachgedacht. Herr Merz war weder bei Herrn Kohl sowie bei Frau Merkel mit in der Regierung😅",7466869133838257430,1741184138,7478328846074250006,2,7466869133838257430,0
leider sind die Menschen dort auch noch blind wir brauchen eine Regierung die für den deutschen da ist für den ganz normalen kleinen Mann und keine Hetze,7466869133838257430,1741004437,7477557057752269570,2,7466869133838257430,0
"Gegen Ausgrenzung und gegen Zusammenarbeit mit der AFD in einem Satz ! 😂 Passt ja wieder!
Hass und Hetze kenne ich nur , von den Altparteien und von solchen Veranstaltungen !! 💙",7466869133838257430,1739285121,7470172442725827350,2,7466869133838257430,1
Ist denn Ford schon fort?,7466869133838257430,1738993874,7468921159896630038,2,7466869133838257430,0
"gehe nicht wählen,meine Zeit ist mir wichtig,als irgendwas zu wählen was wir nicht entscheiden werden,das ist alles schon geregelt",7466869133838257430,1738532720,7466940935714587414,2,7466869133838257430,2
stark,7466869133838257430,1738528915,7466924695855317782,2,7466869133838257430,0
Wie schön ❤️,7466869133838257430,1738521094,7466891071479382806,2,7466869133838257430,0
Grüße aus dem schönen Saarland 💙💙💙💙💙💙💙,7466869133838257430,1742311900,7483172583278478102,1,7466869133838257430,0
Ihr tut mir leid,7466869133838257430,1742194023,7482666222779237142,1,7466869133838257430,0
Respekt Saarland👍👌 Grüße aus der Pfalz!,7466869133838257430,1741064307,7477813996147573527,1,7466869133838257430,0
Saarland eben .,7466869133838257430,1739915751,7472881047930635031,1,7466869133838257430,1
Bei 'gegen Hass und Hetze' bin ich dabei! Aber genau das wird bei diesen Demos propagiert 😉,7466869133838257430,1739601406,7471530853148738326,1,7466869133838257430,0
Schlimm die Leute,7466869133838257430,1739533467,7471239040400409366,1,7466869133838257430,1
Hass und hetze deswegen 💙💙💙,7466869133838257430,1739300792,7470239852702450454,1,7466869133838257430,0
🙈,7466869133838257430,1738612847,7467285149107012374,1,7466869133838257430,1
wir sind gegen Ausgrenzung und grenzen aus. genau mein Humor,7466869133838257430,1745942952,7498767840026493719,0,7466869133838257430,0
Auf an die Front 👍,7466869133838257430,1745777751,7498058319555773206,0,7466869133838257430,0
Von wann ist das Video,7466869133838257430,1745616624,7497366276391322390,0,7466869133838257430,0
Es sind immer noch soviel Wessis die es nicht begreifen. Aber die es begriffen haben danke an Euch.,7466869133838257430,1744888845,7494240480215417622,0,7466869133838257430,0
oh mein Gott,7466869133838257430,1742714610,7484902183370113814,0,7466869133838257430,0
Die armen wessiteufel haben es immer noch nicht verstanden wer der Übeltäter der Nation ist,7466869133838257430,1742705979,7484864952995988246,0,7466869133838257430,0
Bist du ein linker,7466869133838257430,1742629306,7484535829642478358,0,7466869133838257430,0
Wer grenzt eigentlich wem aus?,7466869133838257430,1742460689,7483811546205750038,0,7466869133838257430,0
Man kann den Mist nicht mehr hören,7466869133838257430,1742452531,7483776476732998422,0,7466869133838257430,0
"Ich glaube der AFD jedenfalls mehr, als diesen Lügnef",7466869133838257430,1742391608,7483514920328250134,0,7466869133838257430,0
❤️,7466869133838257430,1742313931,7483181303358292758,0,7466869133838257430,0
Die werden alle bezahlt,7466869133838257430,1742208885,7482730073037816598,0,7466869133838257430,0
Sie werden die Mehrheit nie mehr beschneiden,7466869133838257430,1742196756,7482677960756822806,0,7466869133838257430,0
💙💙💙💙💙💙💙💙💙💙,7466869133838257430,1742110305,7482306669235225366,0,7466869133838257430,0
"Mal eine Frage wer stellt seit über 70 Jahren den Bürgermeister von Neunkirchen, die AfD mal nicht ,dafür die SPD und das Ergebnis ist das wir jetzt eine Waffen freie Zone haben.",7466869133838257430,1742022567,7481929841127260950,0,7466869133838257430,0
"Wenn eine Ampel nicht funktioniert und deshalb abgeschaltet wird, gilt anschließend die Regel ""Rechts vor Links"". Wer diese Regel außer Kraft setzt, riskiert das Chaos, welches wir derzeit haben.",7466869133838257430,1741937271,7481563509072315158,0,7466869133838257430,0
🤣🤣🤣🤣,7466869133838257430,1741583368,7480043324650603286,0,7466869133838257430,0
