text,video_id,create_time,id,like_count,parent_comment_id,reply_count
Mensch ohne Herz - der Merz,7456726368840092950,1736155530,7456731111285457686,3,7456726368840092950,0
"Ich hab nur noch den deutschen pass. Wenn der mit aberkannt wird, habe ich gar keinen mehr 😂👍",7456726368840092950,1736155730,7456731985776919318,1,7456726368840092950,1
"Deswegen ist es jetzt umsomehr wichtig menschenfreundliche, demokratischen Handlungen zu machen statt gegen etwas zu sein. Wir erschaffen mit jeden Wort Bilder",7456726368840092950,1736172344,7456803330542928662,0,7456726368840092950,0
"Erschreckend, wie wenige sich hier mit dem Status ihrer Staatsangehörigkeit beschäftigt haben. Im Gegensatz zu deutschen durch Geburt, ist jede andere Form durch Erwerb erfolgt= entziehbar.",7456726368840092950,1736156251,7456734171064746774,0,7456726368840092950,0
🤑🤑🤑🤑🤑🤑,7456726368840092950,1736155802,7456732285350888214,0,7456726368840092950,0
"Warum nicht, warum soll",7456726368840092950,1736155625,7456731505797989142,0,7456726368840092950,0
wiedermal aus dem Zusammenhang gerissen,7456726368840092950,1736155072,7456729159235420950,0,7456726368840092950,0
Bla bla bla Klimawandel da waren ganz andere Mächte am Werk.,7458685276085357846,1736615329,7458705850715636482,1,7458685276085357846,0
Neues Baugebiet um mehr geht es da nicht.,7458685276085357846,1736614723,7458703147714036502,1,7458685276085357846,0
"Schön. Gute Arbeit, dir tust. Grüße aus Berlin",7458685276085357846,1736649998,7458854740660978437,0,7458685276085357846,0
kehren schon plagen übers Land USA? Krankheit. Hunger. Dürre. Wasserknappheit. Unzufriedene Bürger. Ratten. Armut.,7458685276085357846,1736622369,7458735963512554262,1,7458685276085357846,0
Der Feuersturm 1944,7458685276085357846,1736615172,7458705231641510689,0,7458685276085357846,0
💙💙💙💙,7464315808714329366,1739795368,7472364000069370646,0,7464315808714329366,0
Niemals grün😡,7464315808714329366,1737973529,7464539032028431126,0,7464315808714329366,0
Grün ist nur noch peinlich peinlicher gehts nimmer peinlich peinlich peinlich 🤣🤣nur noch peinlich sind die😡😡😡qeg mit denen💪die müssen weg💪💪,7464315808714329366,1737973522,7464539201384596246,0,7464315808714329366,0
Nie grün,7464315808714329366,1737973454,7464538781791503126,0,7464315808714329366,0
"Die Grünen haben fünf mal versucht, Sex mit Kindern legalisieren zu lassen.
Was sagen Sie dazu?",7464315808714329366,1737956611,7464466105245172502,0,7464315808714329366,0
"...einer Schlimmer wie der andere...wenn man die Grünen nicht schnellstmöglich stoppt, sind sie der Sargnagel für Deutschland 😡😡😡",7464315808714329366,1737926135,7464335717156848386,0,7464315808714329366,0
💚💚💚💚💚,7464315808714329366,1737923404,7464324078426456854,0,7464315808714329366,0
Feiern die ihr Versagen ?,7464315808714329366,1737921890,7464317534402659094,0,7464315808714329366,0
💙💙💙💙💙💙💙💙,7464315808714329366,1737921871,7464317450667590422,0,7464315808714329366,0
"@🇩🇪◣     🙏  ◢🇩🇪◣
💙💙💙◣ ◢💙💙💙
◥💙💙💙💙💙💙◤
    ◥💙💙💙💙◤
          ◥💙💙◤
              ◥ ◤",7464315808714329366,1737921589,7464316262085444374,0,7464315808714329366,0
Sehr Demokratisch,7463790385500802326,1737799620,7463792354659615510,31,7463790385500802326,20
"Weder CDUler noch AfDler, aber darf man jetzt keine sinnvollen Anträge mehr bringen, nur weil die Gefahr besteht die AfD könnte zustimmen? Was ein Quatsch!",7463790385500802326,1737855759,7464033055171298070,16,7463790385500802326,0
"Genau deswegen fallt ihr in den Umfragen... Hättet ihr euch mal Mühe gemacht, euch um die Menschen zu kümmern und ihre Sorgen, dann hättet ihr war verändern können. Aber mit heißer Luft... Naja...",7463790385500802326,1737799562,7463792074820289302,9,7463790385500802326,21
"Wenn man nackt mit Lichtgeschwindigkeit um einen Baum rennt, ist es durchaus möglich dass man sich selber fickt.
Das gleiche Resultat erreicht man, wenn man die Grünen wählt.",7463790385500802326,1738332750,7466082033335534358,8,7463790385500802326,2
