text,video_id,create_time,id,like_count,parent_comment_id,reply_count
Niemals grüne,7460165961597979906,1736959806,7460185294769341206,16,7460165961597979906,0
haben wir 3 Jahre gemerkt. Nie wieder,7460165961597979906,1737013131,7460414463138218784,14,7460165961597979906,0
Was für ein nutzloses Pack,7460165961597979906,1737030946,7460490770283217686,9,7460165961597979906,0
Mehr als ready 🔥🔥🔥,7460165961597979906,1736957062,7460173587933430550,8,7460165961597979906,2
#TeamHabeck 💚💚💚,7460165961597979906,1737147659,7460992213724742422,7,7460165961597979906,1
#TeamHabeck 💚💪💯 Beide Stimmen Grün ✅✅,7460165961597979906,1737017294,7460432061191996182,7,7460165961597979906,3
habeck-fangirl 🥰,7460165961597979906,1736976699,7460257926490587926,7,7460165961597979906,1
Are you ready for this?,7460165961597979906,1736956175,7460169672589280022,7,7460165961597979906,0
Zuversicht sieht anders aus,7460165961597979906,1736958476,7460179555011265302,6,7460165961597979906,0
Darum 💚,7460165961597979906,1737062935,7460628317394453270,5,7460165961597979906,1
"💚#TeamRobert 💚
💚2025 💚",7460165961597979906,1737051174,7460577725067494166,5,7460165961597979906,1
Never ever den Vetternwirtschaftminister 😡,7460165961597979906,1737027867,7460477647857091350,5,7460165961597979906,0
Sollte sich mal besser um die Wirtschaft kümmern in seinen letzten Tagen als so einen Mist zu teilen,7460165961597979906,1736960484,7460188290713617174,5,7460165961597979906,1
"Die Farbe grün mochte ich noch nie ,mir gefällt blau",7460165961597979906,1736956838,7460172618478666518,5,7460165961597979906,0
linksgrünen Ökofaschismus stoppen Grüne nein Danke,7460165961597979906,1736955581,7460167191695590166,5,7460165961597979906,0
niemals grün,7460165961597979906,1737081965,7460707580014691094,4,7460165961597979906,0
Beide stimmen blau 💙💙💙,7460165961597979906,1737044952,7460551106997977878,4,7460165961597979906,0
noch mehr Wirtschaftskrise? niemals mehr grün,7460165961597979906,1737044413,7460548669311566614,4,7460165961597979906,0
💚💚💚,7460165961597979906,1736964618,7460206019869508374,4,7460165961597979906,1
💚💚💚🇩🇪❤️👍🍀🍀🍀,7460165961597979906,1737192507,7461184710745522966,3,7460165961597979906,1
niemals grün😂😂,7460165961597979906,1737114580,7460849923854254870,3,7460165961597979906,0
"Tolle Zuversicht,daß auch der letzte Betrieb schließen muß...",7460165961597979906,1737087456,7460732196048716566,3,7460165961597979906,0
💚💚💚,7460165961597979906,1737047206,7460560682615964438,3,7460165961597979906,1
Bitte nicht grün,7460165961597979906,1737043279,7460543788001493782,3,7460165961597979906,0
Der Anzeigenhauptmeister 😂,7460165961597979906,1737018964,7460439216343909143,3,7460165961597979906,0
Das Gesicht für wirtschaftlichen Ruin....🤢🤢🤢🤢🤢🤢🤢🤢😎,7460165961597979906,1736957350,7460174814897259286,3,7460165961597979906,0
Standgericht für ihn.,7460165961597979906,1736956611,7460171652941284119,3,7460165961597979906,0
NIE WIEDER GRÜN IST 👉🏻👉🏻👉🏻👉🏻J E T Z T 👈🏻👈🏻👈🏻👈🏻,7460165961597979906,1736956532,7460171343674213142,3,7460165961597979906,0
Satire oder ?,7460165961597979906,1736956149,7460169676673401622,3,7460165961597979906,0
"◢💚◣            ◢💚◣
💚💚💚◣ ◢💚💚💚
◥💚🌻🌻🌻🌻💚◤
     ◥💚🌻🌻💚◤
          ◥💚💚◤
              ◥ ◤",7460165961597979906,1737196022,7461199854359708439,2,7460165961597979906,1
💚💚💚,7460165961597979906,1737051302,7460578395160609558,2,7460165961597979906,1
💪💪💪💚💚💚💚💪💪,7460165961597979906,1737036356,7460514144467649302,2,7460165961597979906,1
neeeee,7460165961597979906,1736961067,7460190697083880214,2,7460165961597979906,1
Ekelhaft,7460165961597979906,1736957227,7460174243793011478,2,7460165961597979906,0
scheiß grüne Sekte 🤮🤮🤮🤮🤮,7460165961597979906,1736956956,7460173125599298326,2,7460165961597979906,0
💚💚,7460165961597979906,1738175490,7465406724276175638,1,7460165961597979906,1
💚💚,7460165961597979906,1737285785,7461585488785212182,1,7460165961597979906,1
"Keine Populisten oder Lobbyisten im Bundestag, keine Stimme für AfD, CDU/CSU, FDP und BSW in der anstehenden Wahl. Habeck for Kanzler!",7460165961597979906,1737142596,7460970425654199062,1,7460165961597979906,0
So ein scheiß,7460165961597979906,1737132806,7460928375235642134,1,7460165961597979906,0
Nie grün💪💪,7460165961597979906,1737127713,7460906476623856386,1,7460165961597979906,0
Es wird Zeit das die Wahl vorbei ist ich kann ihn nicht mehr ertragen,7460165961597979906,1737092191,7460753626177635094,1,7460165961597979906,0
Die größten Versager aller Zeiten,7460165961597979906,1737050930,7460576726210970390,1,7460165961597979906,0
💙💙💙,7460165961597979906,1737047553,7460562204795585302,1,7460165961597979906,0
der kleine Anzeigenhauptmeister und Ruinator will ernsthaft Kanzler werden 😂😂😂,7460165961597979906,1737046857,7460559238768149270,1,7460165961597979906,0
😏😏 Grüne Sekte und Kriegstreiber sind hoffentlich bald Geschichte 😏😏,7460165961597979906,1737044144,7460547520722273046,1,7460165961597979906,0
"Zuversicht ist jetzt so ziemlich das letzte Wort was mir bei dem Bild einfällt. Ich schlage Dekadenz, Öko-Sozialismus, Armut oder Gottkomplex vor. 😳😭",7460165961597979906,1737044039,7460547069819093762,1,7460165961597979906,0
Wie kann man nur so eine Inkompetenz wählen,7460165961597979906,1737042824,7460541798320423702,1,7460165961597979906,0
a der Karnevalskanzler😂😂,7460165961597979906,1737041157,7460534676383449878,1,7460165961597979906,0
a der Karnevalskanzler😂😂,7460165961597979906,1737041157,7460534676383449878,1,7460165961597979906,0
👎👎👎👎,7460165961597979906,1737036852,7460516111186346774,1,7460165961597979906,0
AFD AFD AFD AFD nur noch die AFD 💙💙💙💙💙💙💙💙💙💙💙💙💙💙💙💙💙💙💙💙💙💙💙💙💙💙💙💙💙💙💙,7460165961597979906,1737033174,7460500400715465495,1,7460165961597979906,0
"Die Grünen Lemminge huldigen ihrer Majestät! Gut, dass eine 13% Klientelpartei NICHT den nächsten Kanzler stellt!",7460165961597979906,1737032189,7460496193207223062,1,7460165961597979906,0
GRÜN IST UNSER UNTERGANG UND AM 23.02. GESCHICHTE,7460165961597979906,1737029795,7460485719951688470,1,7460165961597979906,0
weg mit diesem Typ,7460165961597979906,1737025226,7460466258081907479,1,7460165961597979906,0
"Verlogenste Partei.
Inkompetenz in Vollendung
Eine Schande für jeden fleißigen Bürger",7460165961597979906,1737023157,7460457348549772054,1,7460165961597979906,0
Niemals Grüne Niemals,7460165961597979906,1737014855,7460421516149900054,1,7460165961597979906,0
Haut ab 😡,7460165961597979906,1737014295,7460419224939496194,1,7460165961597979906,0
😡😡😡,7460165961597979906,1737012339,7460410807940285206,1,7460165961597979906,0
Halleluja! Es ist der Robert! 😇,7460165961597979906,1737008773,7460395448060674839,1,7460165961597979906,0
"Er, der das Ersparte von Oma und Opa wegnehmen will damit seine Freundin dieses Geld ins Ausland verschenken kann!",7460165961597979906,1736979507,7460269828160373526,1,7460165961597979906,0
AfD,7460165961597979906,1736970657,7460232108901450529,1,7460165961597979906,0
Gute Besserung!,7460165961597979906,1736968157,7460221274544063254,1,7460165961597979906,0
😡😡😡,7460165961597979906,1736964395,7460205100699747094,1,7460165961597979906,0
Nur noch AfD 💙💙💙💯,7460165961597979906,1736962491,7460197041449681696,1,7460165961597979906,0
Wer sagts Ihnen?,7460165961597979906,1736960112,7460186571125736214,1,7460165961597979906,0
Unbedingt hahaaa,7460165961597979906,1736957908,7460177167084602134,1,7460165961597979906,0
Gegen die afd wird protestiert und bei habeck kommen so viele das die Hälfte draußen warten muß,7460165961597979906,1736956650,7460171747934896918,1,7460165961597979906,1
🙈 Grüner Dreck.,7460165961597979906,1736956535,7460171236984734486,1,7460165961597979906,0
"╔══༺❀༻💚༺❀༻══╗
*💚🌱💚✲GRÜNE ✲💚🌱💚*
╚══༺❀༻💚༺❀༻══╝",7460165961597979906,1738832669,7468229176047256342,0,7460165961597979906,0
💙💙💙💙💙💙💘💘💪💪,7460165961597979906,1738665978,7467513253497881366,0,7460165961597979906,0
oh je unser Untergang 😂nie grün wählen,7460165961597979906,1738656703,7467473309971202838,0,7460165961597979906,0
Wir wählen euch nicht,7460165961597979906,1737653620,7463165240672813846,0,7460165961597979906,0
"Bezahlbares Leben? Seit 3 Jahren in Regierungsverantwortung,wo ist es jetzt bitte günstiger geworden? Lebensmittel? Versicherungen?Miete?",7460165961597979906,1737490044,7462462679770546966,0,7460165961597979906,0
👎👎👎,7460165961597979906,1737270384,7461518863412462358,0,7460165961597979906,0
Den Berg runter.😂,7460165961597979906,1737201830,7461224734673715990,0,7460165961597979906,0
Jetzt will er noch Krankenkassenbeiträge erheben auf gespartes Geld der Altersvorsorge und ständige Erhöhung der Sozialabgaben.,7460165961597979906,1737201296,7461222490670367510,0,7460165961597979906,0
Der GröBlaZ on Tour! Einfach nur peinlich dieser selbstherrliche Typ,7460165961597979906,1737152582,7461013465336038176,0,7460165961597979906,0
Robert Habeck 4 Kanzler 💚💚💚💚,7460165961597979906,1737146503,7460987276462621462,0,7460165961597979906,0
"Tiktok macht keinen Spaß mehr, nur noch blöde Grünen-Partei Werbung 🤮Ganz tolle Autoaufkleber ""kein Bock auf Grün"" gibt es bei eBay im Shop von - der Etikettendrucker - 😊 😊",7460165961597979906,1737143849,7460975857386275606,0,7460165961597979906,0
Zuversicht gibt s nur bei der afd,7460165961597979906,1737142080,7460968263263191830,0,7460165961597979906,0
💙💙💙💙,7460165961597979906,1737137278,7460947543712711446,0,7460165961597979906,0
Dieser Mann konnte mit Deutschland noch nie was anfangen 😡😡😡diene eigenen Worte 😡😡😡😡so einer hat in Deutschland nichts verloren 💪💪💪weg mit dem 💪💪💪,7460165961597979906,1737127705,7460906382738539286,0,7460165961597979906,0
Habeck4Kanzler für die Zukunft 💚💚💚💚💚,7460165961597979906,1737121009,7460877651269485334,0,7460165961597979906,0
💙💙💙💙💙💙💙💙 Nur noch AFD 💙💙💙💙💙💙💙💙💙💙💙,7460165961597979906,1737120333,7460874813738189570,0,7460165961597979906,0
😂😂😂,7460165961597979906,1737117706,7460863381626716950,0,7460165961597979906,0
💙💙💙💙🥰🥰🥰💙💙💙,7460165961597979906,1737110795,7460833665007567638,0,7460165961597979906,0
Zuversicht das er bald Geschichte ist !!!!!!,7460165961597979906,1737104055,7460804703342347030,0,7460165961597979906,0
