id,username,partei,video_description,voice_to_text,gpt_topic,topic_clean,create_time,region_code,share_count,view_count,like_count,comment_count,music_id,hashtag_names,effect_ids,playlist_id
7464988929452723478,afdelmshorn,AfD,#elmshorn #pinneberg #halstenbek #rellingen #wedel #schenefeld #quickborn  #afdschenefeld #afdpinneberg #afdelmshorn #afdschleswigholstein  #afdjetzterstrecht #afd_lv_sh #afdwirkt  #afdwählen #AfD #afd  #afdklärtauf ,,"Themenbereich: Wahlkampf

Wahlkampf",['Wahlkampf'],2025-01-28 15:29:43,DE,1,315,42,2,7.464988927591255e+18,"['afd', 'wedel', 'schenefeld', 'elmshorn', 'pinneberg', 'quickborn', 'rellingen', 'halstenbek', 'afdwirkt', 'afdwählen', 'afdjetzterstrecht', 'afdklärtauf', 'afdschleswigholstein', 'afdpinneberg', 'afdelmshorn', 'afd_lv_sh', 'afdschenefeld']",,
7468748601859034390,afdelmshorn,AfD,#CapCut #elmshorn #pinneberg #halstenbek #rellingen #wedel #schenefeld #quickborn  #afdschenefeld #afdpinneberg #afdelmshorn #afdschleswigholstein  #afdjetzterstrecht #afd_lv_sh #afdwirkt  #afdwählen #AfD #afd  #afdklärtauf #afddeutschland #bundestag #bundestagswahl #btw2025 #Bundestagswahl20 #remigration #remigration2025 ,,Wahlkampf,['Wahlkampf'],2025-02-07 18:39:08,DE,1,625,14,8,7.367390990866386e+18,"['afd', 'wedel', 'schenefeld', 'elmshorn', 'bundestag', 'pinneberg', 'quickborn', 'bundestagswahl', 'rellingen', 'halstenbek', 'afdwirkt', 'remigration', 'capcut', 'afdwählen', 'afddeutschland', 'afdjetzterstrecht', 'bundestagswahl20', 'btw2025', 'afdklärtauf', 'afdschleswigholstein', 'afdpinneberg', 'remigration2025', 'afdelmshorn', 'afd_lv_sh', 'afdschenefeld']",,
7468680013961760022,afdelmshorn,AfD,https://suno.com/song/ae3bedb4-bd1e-4760-bc25-13d832e04d3c #elmshorn #pinneberg #halstenbek #rellingen #wedel #schenefeld #quickborn  #afdschenefeld #afdpinneberg #afdelmshorn #afdschleswigholstein  #afdjetzterstrecht #afd_lv_sh #afdwirkt  #afdwählen #AfD #afd  #afdklärtauf #afddeutschland #afdfraktion #bundestagswahl #bundestagswahl2025 #btw2025 #afd_team ,,"Themenbereich: Wahlkampf

Wahlkampf",['Wahlkampf'],2025-02-07 14:13:00,DE,1,840,116,9,7.468680013589351e+18,"['afd', 'wedel', 'schenefeld', 'elmshorn', 'pinneberg', 'quickborn', 'bundestagswahl', 'rellingen', 'halstenbek', 'afdwirkt', 'afd_team', 'afdwählen', 'afddeutschland', 'afdfraktion', 'afdjetzterstrecht', 'bundestagswahl2025', 'btw2025', 'afdklärtauf', 'afdschleswigholstein', 'afdpinneberg', 'afdelmshorn', 'afd_lv_sh', 'afdschenefeld']",,
7467666634463808791,afdelmshorn,AfD,https://suno.com/song/ae3bedb4-bd1e-4760-bc25-13d832e04d3c https://suno.com/@celvaron #CapCut  #elmshorn #pinneberg #halstenbek #rellingen #wedel #schenefeld #quickborn  #afdschenefeld #afdpinneberg #afdelmshorn #afdschleswigholstein  #afdjetzterstrecht #afd_lv_sh #afdwirkt  #afdwählen #AfD #afd  #afdklärtauf #afddeutschland #afd_team ,,"Thema: Wahlkampf

Wahlkampf

",['Wahlkampf'],2025-02-04 20:40:33,DE,0,324,76,2,7.467666647724232e+18,"['afd', 'wedel', 'schenefeld', 'elmshorn', 'pinneberg', 'quickborn', 'rellingen', 'halstenbek', 'afdwirkt', 'afd_team', 'capcut', 'afdwählen', 'afddeutschland', 'afdjetzterstrecht', 'afdklärtauf', 'afdschleswigholstein', 'afdpinneberg', 'afdelmshorn', 'afd_lv_sh', 'afdschenefeld']",,
7467488927532813590,afdelmshorn,AfD,#elmshorn #pinneberg #halstenbek #rellingen #wedel #schenefeld #quickborn  #afdschenefeld #afdpinneberg #afdelmshorn #afdschleswigholstein  #afdjetzterstrecht #afd_lv_sh #afdwirkt  #afdwählen #AfD #afd  #afdklärtauf #afddeutschland #afd_team ,,"Themenbereich: Wahlkampf

Wahlkampf",['Wahlkampf'],2025-02-04 09:11:05,DE,1,303,86,3,6.756879114637935e+18,"['afd', 'wedel', 'schenefeld', 'elmshorn', 'pinneberg', 'quickborn', 'rellingen', 'halstenbek', 'afdwirkt', 'afd_team', 'afdwählen', 'afddeutschland', 'afdjetzterstrecht', 'afdklärtauf', 'afdschleswigholstein', 'afdpinneberg', 'afdelmshorn', 'afd_lv_sh', 'afdschenefeld']",,
7467471412886768918,afdelmshorn,AfD,#CapCut  Unser Wahlprogramm  https://wahlkampf.afd.de/ #elmshorn #pinneberg #halstenbek #rellingen #wedel #schenefeld #quickborn  #afdschenefeld #afdpinneberg #afdelmshorn #afdschleswigholstein  #afdjetzterstrecht #afd_lv_sh #afdwirkt  #afdwählen #AfD #afd  #afdklärtauf #afddeutschland #afd_team ,,"Thema: Wahlkampf

Wahlkampf

",['Wahlkampf'],2025-02-04 08:03:09,DE,3,534,85,2,7.440166411156164e+18,"['afd', 'wedel', 'schenefeld', 'elmshorn', 'pinneberg', 'quickborn', 'rellingen', 'halstenbek', 'afdwirkt', 'afd_team', 'capcut', 'afdwählen', 'afddeutschland', 'afdjetzterstrecht', 'afdklärtauf', 'afdschleswigholstein', 'afdpinneberg', 'afdelmshorn', 'afd_lv_sh', 'afdschenefeld']",,
7466561673298545943,afdelmshorn,AfD,#elmshorn #pinneberg #halstenbek #rellingen #wedel #schenefeld #quickborn  #afdschenefeld #afdpinneberg #afdelmshorn #afdschleswigholstein  #afdjetzterstrecht #afd_lv_sh #afdwirkt  #afdwählen #AfD #afd  #afdklärtauf ,,"Themenbereich: Wahlkampf

Wahlkampf",['Wahlkampf'],2025-02-01 21:12:43,DE,0,893,119,12,7.387573619378047e+18,"['afd', 'wedel', 'schenefeld', 'elmshorn', 'pinneberg', 'quickborn', 'rellingen', 'halstenbek', 'afdwirkt', 'afdwählen', 'afdjetzterstrecht', 'afdklärtauf', 'afdschleswigholstein', 'afdpinneberg', 'afdelmshorn', 'afd_lv_sh', 'afdschenefeld']",,
7466560872182254870,afdelmshorn,AfD,"Die vorgestrige Abstimmung zur Migrationspolitik war zweifelsohne eine richtige und wichtige Entscheidung zur Eindämmung der unkontrollierten Migration. Als AfD haben wir erneut bewiesen, dass es sich lohnt, für klare Prinzipien einzustehen – egal, wie viel Hass und Anfeindungen uns entgegenschlagen. Während wir konsequent für den Schutz unseres Landes eintreten, zeigt die CDU unter Friedrich Merz einmal mehr ihre innere Zerrissenheit. Merz gibt sich nach außen als entschlossener Migrationspolitiker, verspricht Reformen und ein härteres Vorgehen gegen illegale Migration. Doch in Wahrheit bleibt seine Partei ein zerstrittener Haufen, unfähig, eine klare Linie zu verfolgen. Ein besonders peinliches Beispiel für die Spaltung der CDU ist Schleswig-Holsteins Ministerpräsident Daniel Günther. Dieser macht keinen Hehl daraus, dass er die linke Willkommenspolitik weiterführen will und sich gegen jegliche wirksame Migrationspolitik stellt. Während Merz zumindest rhetorisch den Eindruck erwecken will, er würde die Probleme ernst nehmen, torpediert Günther jede konsequente Abschiebepolitik. Günther betont immer wieder, dass die CDU sich von der AfD abgrenzen müsse – selbst wenn es bedeutet, gegen die Interessen der eigenen Bürger zu handeln. In Thüringen hat er sogar die CDU-Vertreter für eine Steuersenkung kritisiert, nur weil dabei auch die Stimmen der AfD eine Rolle spielten. Lieber lässt Günther die Bürger weiter unter der Last von hohen Abgaben und unkontrollierter Migration leiden, als auch nur indirekt eine AfD-Position zu unterstützen. Die Bürger haben eine klare Wahl: Wer konsequente Abschiebepolitik will, wer eine echte Lösung für die Migrationskrise sucht, der kann sich nicht auf eine zerstrittene CDU verlassen. Nur das Original steht für eine Politik im Interesse unseres Landes – nur die AfD sorgt für echte Veränderungen!",,Wahlkampf.,['Wahlkampf'],2025-02-01 21:09:37,DE,0,959,66,3,7.098939394085703e+18,[],,
7466002425015586070,afdelmshorn,AfD,#afd #AfD #afdwählen #afd_lv_sh #elmshorn #pinneberg #halstenbek #rellingen #wedel #schenefeld #quickborn  #afdschenefeld #afdpinneberg #afdelmshorn #afdschleswigholstein  #afdjetzterstrecht #afd_lv_sh #afdwirkt  #afdwählen #AfD #afd  #afdklärtauf,,Themenbereich: Wahlkampf,['Wahlkampf'],2025-01-31 09:02:39,DE,3,3695,115,8,7.098939394085703e+18,"['afd', 'wedel', 'schenefeld', 'elmshorn', 'pinneberg', 'quickborn', 'rellingen', 'halstenbek', 'afdwirkt', 'afdwählen', 'afdjetzterstrecht', 'afdklärtauf', 'afdschleswigholstein', 'afdpinneberg', 'afdelmshorn', 'afd_lv_sh', 'afdschenefeld']",,
7466000998700518678,afdelmshorn,AfD,#elmshorn #pinneberg #halstenbek #rellingen #wedel #schenefeld #quickborn  #afdschenefeld #afdpinneberg  #afdelmshorn #afdschleswigholstein  #afdjetzterstrecht #afd_lv_sh #afdwirkt  #afdwählen #AfD #afd  #afdklärtauf ,,"Thema: Wahlkampf

Wahlkampf

",['Wahlkampf'],2025-01-31 08:57:10,DE,2,455,61,6,7.106816806072879e+18,"['afd', 'wedel', 'schenefeld', 'elmshorn', 'pinneberg', 'quickborn', 'rellingen', 'halstenbek', 'afdwirkt', 'afdwählen', 'afdjetzterstrecht', 'afdklärtauf', 'afdschleswigholstein', 'afdpinneberg', 'afdelmshorn', 'afd_lv_sh', 'afdschenefeld']",,
