id;username;partei;video_description;voice_to_text;gpt_topic;topic_clean
7472800437888912662;caren.lay.mdb;Linke;Leipzig! 🎉 Diesen Samstag feiern wir zusammen Wahlkampfabschluss. Mit Queen @Heidi Reichinnek, MdB und unseren Direktkandidaten Sören Pellmann und Nina Treu. Um 18 Uhr im Haus Leipzig! Kommt vorbei 🙌;eure liebsten politgirls kommen nach Leipzig zum großen Wahlkampfabschluss am 22.. zwoten um 18 Uhr rocken wir das Haus Leipzig Heidi und ich und unsere beiden Direktkandidaten Sören Pellmann und Nina treu. sei dabei!;P;[]
7456815728402943254;clara_buenger;Linke;Falls sich jemand mal gefragt hat, wie die Unionsfraktion reagiert, wenn man ihnen das Resultat einer rassistischen Migrationspolitik präsentiert: Genau so.  Danke für deinen Support da @Heidi Reichinnek, MdB @Die Linke   #deshalbdielinke ;;W;[]
7471624664545053974;clara_buenger;Linke;🚨 Polizeigewalt in Dresden 🚨 Heute als parlamentarische Beobachterin in Dresden unterwegs: Während einer Blockade, die verhindern sollte, dass Hunderte Faschisten und Nazis durch die Stadt marschieren, schlägt die Polizei Gegendemonstranten ins Gesicht – weil sie sich dem entgegenstellen. Fazit: Eine blutige Nase.;;S&O;[]
7470429011965955350;clara_buenger;Linke;Kultur unter Druck – was tun? ✨🎭 Kürzungen, Schließungen, Rechtsruck – der Kulturabbau bedroht alternative Räume, Subkultur & politische Kunst. Wir wollen darüber sprechen, wie wir unabhängige Kunst erhalten und Kultur als politisches Sprachrohr stärken können. 📍 Offene Diskussion mit uns, Sookee & Clara Bünger und Sascha Möckel 📅 12. Februar 2025, 19:00 📌 Zentralkino Dresden Komm vorbei, bring dich ein & setz mit uns ein Zeichen für eine vielfältige Kulturszene! 🎤🔥;hallöchen Klara und ich, wir treffen uns am 12.februar in Dresden, um zu sprechen über Antifaschismus Feminismus, Kultur und warum die linke dringend im Bundestag bleiben muss. ich freu mich ganz doll, dass Suki auch dabei ist, weil ich bin natürlich auch Fan von ihrer Arbeit und freu mich, dass sie uns jetzt auch unterstützt und wir gemeinsam auch politisch streiten können. wir freuen uns auf eine Diskussion darüber, wie wir auch zur Politik gekommen sind, wie Suki zu Musik gekommen ist und warum es Mir wichtig ist, jetzt zum Bundestagswahlkampf die linke zu unterstützen. und wenn ihr dann noch Zeit habt und länger bleiben könnt, am 13.februar findet einer der größten Nazi aufmärsche statt und da würden wir uns natürlich freuen, wenn wir da gemeinsam die Nazis blockieren können. gegen die faschisierung, gegen den Rechtsdruck müssen wir Solidarität setzen und das wollen wir gemeinsam tun mit euch.;S&A;[]
7463170865379708182;die.linke.hamburg;Linke;Die Hamburger Linke bleibt stabil! 💯 Sei‘s im Kampf gegen Rechts, gegen Mieten-Wahnsinn, Privatisierung, Waffen-Exporte und Patriarchat – gemeinsam mit immer mehr Genoss*innen kämpfen wir auf der Straße und im Parlament für Solidarität. ❤️‍🔥 #dielinke #hamburg #deshalbdielinke @Cansu Özdemir  22 Std.;;W;[]
7455436641084148994;die.linke;Linke;Heute lernt ihr Ingo kennen. 👋🏼 In unserem Kreisverband kümmert sich Ingo vor allem um #Linksaktiv und bindet Mitglieder und Nichtmitglieder bei kreativen Aktionen in die #Parteiarbeit ein. 🚩 Ein besonderes Anliegen ist ihm die Verbesserung der Zustände vor Ort. Deshalb ist er als Geschäftsführer unserer Kreistagsfraktion in der #Kommunalpolitik engagiert.  #dielinke #siegenwittgenstein #kreistag #linke #sozialegerechtigkeit #politikvorort #thinkglobalactlocal #fyp #tiktokgermany #linkepolitik ;;P;[]
7460228514273365270;die.linke;Linke;Gemeinsam gegen den Faschismus!  Am Wochenende waren wir in Riesa, um uns der AfD entgegen zu stellen. Nam Duy war als parlamentarischer Beobachter vor Ort und hat von einem Polizisten einen Schlag abbekommen. Good news: es geht ihm gut und er ist wohlauf. Vielen Dank für alle Solidaritätsbekundungen und Genesungswünsche. Die Proteste in Riesa geben uns Hoffnung. Nun muss es weiter gehen. Nachdem in Riesa erfolgreich gegen die AfD demonstriert wurde, kämpfen wir nun für eine starke Linke. Jetzt eintreten!  @namduy  #AfD #NoAfD #Linke #Fyp #foryourpage;am Wochenende sind tausende in Riesa gewesen, um zu zeigen, Hass und Hetze dullen wir hier nich. aber wisst ihr, die Proteste können nur der Anfang sein. widersetzen war 1, 1. wichtiger Schritt von vielen. die AfD füllt unsere räume mit Hetze. wir füllen sie mit Zusammenhalt. nicht nur retorisch, sondern ganz konkret und spürbar vor Ort. indem wir an den Haustier mit denjenigen ins Gespräch kommen, die frustriert und wütend sind aufgrund der aktuellen Politik. indem wir uns gemeinsam wehren, wenn der Vermieter die Heizkosten falsch abrechnet. und mit Unterstützung für die anstehenden Streiks. denn wir lassen nicht zu, dass die Wirtschaftskrise auf den Rücken der Kolleginnen ausgetragen wird. das alles müssen wir selbst in die Hand nehmen und dafür brauchen wir eine gemeinsame Kraft. für mich ist das die linke. hier helfen wir beim aufstehen, wenn du am Boden liegst. hier Rücken wir auch nicht nach rechts oder treten nach unten. hier sind wir bereit anzupacken für alle, die das Land am laufen halten. bist du dabei? dann schließ dich uns an!;S&O;[]
7459700460782456086;die.linke;Linke;Schwangerschaftsabbrüche sind kein Verbrechen: Weg mit §218! Es ist ein Zustand aus dem letzten Jahrhundert, dass der Staat Frauen in den eigenen Körper hineinregiert und Schwangerschaftsabbrüche nach wie vor kriminalisiert. Es ist höchste Zeit, das Recht am eigenen Körper ernst zu nehmen!   Schwangerschaftsabbrüche müssen endlich legalisiert und in die Gesundheitsversorgung integriert werden! @gynaekollege @Heidi Reichinnek, MdB  #Feminismus #Frauen #Linke;ich bin Arzt und 1 Gangster, zumindest laut deutschem Strafrecht, wenn ich Schwangerschaftsabbrüche durchführe. durch Paragraph 218 sind Schwangerschaftsabbrüche immer noch im Strafgesetzbuch. dadurch werd nicht nur ich als Arzt kriminalisiert, sondern auch die schwangere Person. sie haben eine Straftat begangen. Frauen dürfen immer noch nicht über ihren eigenen Körper bestimmen. da fehlen Mir manchmal echt einfach nur die Worte. und dieser Paragraph 218 hat handfeste Konsequenzen für die Betroffenen. es ist zum Beispiel so, dass die Versorgungslage eine absolute Katastrophe ist. in keinem Studium wird 1 Schwangerschaftsabbruch gelehrt und die kosten müssen die Betroffenen meistens selbst tragen. das kann so nicht weitergehen. da hat Heidi recht. aber das Parlament besteht nicht nur Aus der linken Partei. deswegen müsst ihr euren Abgeordneten schreiben, damit sie der streichung vom Paragraph 218 zustimmen. die streichung vom Paragraph 218 wäre 1 extrem wichtiger medizinischer, historischer Moment, den wir jetzt erreichen können. aber das reicht uns noch nicht. was kann die Politik dafür tun, dass Schwangerschaften besser aufgefangen werden und dass Menschen nicht direkt in die Armut rutschen, nur weil sie Kinder bekommen? wir brauchen eine echte kinderrundsicherung, die dafür sorgt, dass alle Kinder und Jugendlichen das haben, was sie zum Leben brauchen. wir müssen das Elterngeld dynamisieren, das heißt, es muss einfach mehr geben und vor allem müssen wir den Mindestbetrag anheben. wir müssen alleinerziehende besser unterstützen. wir müssen für bessere betreuungsstrukturen Sorgen. das alles würde wirklich dazu führen, dass die Zahl der Schwangerschaftsabbrüche sinkt, denn fast die Hälfte aller Frauen gibt an. dass ökonomische Unsicherheit einer der Gründe dafür ist, warum sie sich für den Abbruch entscheiden. aber was man dagegen machen könnte, da wird's dann plötzlich still im Bundestag. die am liebsten die Körper von Frauen reglementieren wollen, sind die, die am wenigsten für Kinder machen. dafür sind doch nicht wir verantwortlich.;S&O;[]
7470308828496547094;die.linke;Linke;Ihr seid die beste Community die man sich nur wünschen kann!❤️ Gemeinsam kämpfen wir gegen den Rechtsruck und für eine solidarische Gesellschaft!  #Linke #fyp #foryourpage;;P;[]
7470139347753356566;die.linke;Linke;Milliardäre sind eine echte Gefahr für unsere Demokratie. Das aktuellste Beispiel: Elon Musk.@Jan van Aken  #Linke #fyp #foryourpage #CapCut ;ich finde es sollte keine Milliardäre geben. Wahnsinn. und zwar gibt's n ganz wichtigen Grund dafür. Wahnsinn. es gibt viele Gründe, aber ich finde, ganz aktuell sehen wir ja, dass Milliardäre auch ne echte Gefahr für unsere Demokratie sind. wenn man sich anguckt, wie n Elon Musk für 42 Milliarden Twitter kauft, dann Rechte in der ganzen Welt unterstützt rechte Regierung an die macht bringt, dann macht er noch n Hitlergruß. also solche Milliardäre sind ne echte Gefahr für unsere Demokratie, weil sie sich einfach regierungsmacht kaufen.;S&O;[]
