id;username;partei;video_description;voice_to_text;gpt_topic;topic_clean
7459093257167867158;carloskaspermdb;SPD;Teil 2 meiner OKF! #sachsen #spd #gesundheit #geburt #okf;;S&A;[]
7468434733354028310;chemnitzmueller;SPD;Bilanz Teil 1. Angucken, staunen. @SPD im Bundestag #muellermachts #originalchemnitz;;P;[]
7472331755874307350;christoph.schmid.mdb;SPD;Ich werde nicht gesponsert, ich schwöre! #SpeziEnergy #UnbezahlteWerbung #Bundestag #Bundestagsabgeordneter #Bilanz #MeinRotesABC #SPD #SPDFraktion #SozialePolitikFürDich #RoteSchuhe #LäuftFürSie;;P;[]
7470120541546974487;christoph.schmid.mdb;SPD;"Coming soon: ""Mein Rotes ABC"" - reloaded! #Bundestag #Bundestagsabgeordneter #Bilanz #MeinRotesABC #SPD #SPDFraktion #SozialePolitikFürDich #RoteSchuhe ";;P;[]
7473576567927590166;christoph.schmid.mdb;SPD;Immer länger arbeiten und dann noch weniger Rente? Nicht mit uns!  #Rente #Generationengerechtigkeit #Bundestag #Bundestagsabgeordneter #Bilanz #MeinRotesABC #SPD #SPDFraktion #SozialePolitikFürDich #RoteSchuhe #LäuftFürSie;;S&A;[]
7461702357865237782;deinespd;SPD;Olaf macht eine Ansage! @TeamBundeskanzler #fyp #fy #spd #btwk ;lasst uns einen made in Germany Bonus einführen. was ist das? mal erst klatschen, wenn ich's erklärt hab. das ist eine steuerpremie für Investitionen in Deutschland. 10 Prozent unbürokratisch für alle ausrüstungsinvestitionen. und wir haben's auch ausgerechnet. das funktioniert, das kann man sich leisten, das kann man finanzieren und es hat einen Effekt. es kriegt nicht 1 Unternehmen eine pauschale Steuersenkung, das hunderte Millionen und manchmal vielleicht ne Milliarde Gewinn macht und wo wir gar nicht wissen. wohin fließt das Geld dann? wird es überhaupt investiert? wird es in Deutschland investiert? sondern es ist dann möglich, wenn man hier zu lande investiert.;W&F;[]
7460535855275347222;deinespd;SPD;Teil 1: Das ultimative Programm Quiz 🔥 Wie viele Fragen konntet ihr richtig beantworten? 😉  #fyp #quiz #frag #antworten #infos;Hey und  Herzlich Willkommen zum Programm Quiz! Heute checken wir:  Wer steht auf eurer Seite und wer nicht? Los geht's mit der ersten Frage: Welche Partei steht für:  Mindestlohn bleibt wie es ist.  Fortschritt? Fehlanzeige. Wer könnte das sein?  Mhh die CDU vielleicht? Natürlich das ist die CDU! Keine Erhöhung des Mindestlohns,  kein Einsatz für gerechte Löhne. Einfach nur Stillstand.  Frage Zwei: Welche Partei sagt:  Kein Interesse an mehr Mindestlohn,  kein Interesse an EUCH. Wer steckt wohl dahinter?;P;[]
7459448889301601559;deinespd;SPD;Unsere Plakate hängen seit dem Wochenende im ganzen Land. Was steckt hinter dem QR-Code, hast du das schon rausgefunden? #fyp #fy #spd #btwk #olafscholz ;;W;[]
7464945503038442774;deinespd;SPD;Keine Zusammenarbeit mit der #noafd ! #merz #union #olafscholz ;Finden Sie es richtig, dass die CDU und die AfD jetzt  beim Thema Migration zusammenarbeiten? NEIN! Nein, auf keinen Fall! Warum? Weil wir schwer gegen die AfD sind! Nein, das ist menschenfeindlich!  Ja ich finde es auch so. Die AfD ist ja sehr gegen Migration. Ich finde eine Zusammenarbeit mit der AfD nicht richtig. Weil die für mich nicht zu den etablierten demokratischen Parteien gehört.;W;[]
7461348934095572246;dirkwiesespd;SPD;Weißwurstessen mit Söder? Ich bleibe bei Bratwurst!  #spd #sauerland #hsk #weißwurst #bratwurst ;;P;[]
7457838682653986070;doering.felix;SPD;Kurzer Einblick hinter die Kulissen, was bei mir und meinem Team seid der Entlassung von Christian Lindner passiert ist 😊 Ich freue mich auf die nächsten Wochen 🚀🚩#felixdöring #spd #gießen ;;W;[]
