id,username,partei,video_description,voice_to_text,gpt_topic,topic_clean
7459132749136301334,armand_zorn,SPD,"🌟 Wahlen sind eine Sternstunde der Demokratie! Es geht um das Ringen um die besten Ideen, Konzepte und Personen für die Zukunft. Am vergangenen Freitag haben mein Team und ich den Auftakt dafür gesetzt. Unser Ziel ist klar: Wir wollen für eine gute Zukunft in Frankfurt kämpfen. 👉🏾 Dafür brauchen wir mehr Investitionen in Infrastruktur, Digitalisierung und Bildung sowie einen wirksamen Klimaschutz, der Arbeit und Wachstum schafft. 👉🏾 Das Leben der Frankfurter*innen muss einfacher und bezahlbarer werden. Mit mehr Netto vom Brutto, höheren Löhnen und mehr bezahlbarem Wohnraum werden wir das erreichen. Wir freuen uns auf die vielen Begegnungen in den nächsten Wochen.",,"Wahlkampf.

Wahlkampf

(Note",[]
7457151698939694358,baerbel.kofler,SPD,Impressionen vom 79. #Dreikönigstreffen in Kirchanschöring ,,Wahlkampf.,[]
7460547135365238048,baerbel.kofler,SPD,"Mit Jürgen Fernengel bei Videoaufnahmen in Nachbarwahlkreis Altötting-Mühldorf. Viel Erfolg im Wahlkampf, lieber Jürgen! #sozialepolitikfürdich #spd #bärbelwählen",,Wahlkampf.,[]
7458674657533758752,baerbel.kofler,SPD,"Bundesparteitag in Berlin - Starke Reden u.a. von Olaf Scholz und Svenja Schulze. Deutschland brauch Sicherheit, Modernisierung und Zusammenhalt. Dafür steht unser Wahlprogramm. Jetzt auf spd.de zum Abruf! #spd #traunstein #berchtesgadenerland #baerbelwaehlen",,"Themenbereich: Wahlkampf

Wahlkampf",[]
7458671800071785760,baerbel.kofler,SPD,Auftakt Tür-zu-Tür-Aktionen im Wahlkreis. Unterwegs mit der SPD Siegsdorf in vielen Ortsteilen der Gemeinde #Siegsdorf. Gemeinsam mit der Ortsvorsitzenden Michaela Eder habe ich Erstwählerbriefe verteilt. #spd #baerbelwaehlen #spdtraunstein #traunstein #berchtesgadenerland,,Wahlkampf.,[]
7462378293535214880,baerbel.kofler,SPD,Interview mit Jugendradio Galaxy Mixed #demokratieleben#sozialepolitikfürdich #traunstein #berchtesgadenerland,,Wahlkampf.,[]
7467164834283523350,baerbel.kofler,SPD,"Für eine sichere Zukunft. Für ein bezahlbares Leben. Für 15 Euro Mindestlohn und sichere Arbeitsplätze. Für einen Plan, um Made in Germany stark zu machen. Für stabile Renten. Für starke Familien. Für all das stehen wir mit unserem Bundeskanzler Olaf Scholz. Deshalb: Am 23.2. SPD wählen. Gerade jetzt. #MittestattMerz #mehrfuerdich","Lebensmittel sind zu teuer geworden. man kann sich das nicht mehr leisten. ich Mach Mir große Sorgen um die Zukunft. das können wir nicht brauchen Olaf Scholz können. wir brauchen ja mit seiner asiatischen Besonderheit. ich wähle Olaf Scholz. ich wähle Olaf Scholz, weil er für höhere Löhne und 15 Euro Mindestlohn kämpft. weil er die Steuer auf Lebensmittel senken will. weil er für mehr Sicherheit und eine moderne Bundeswehr sorgt. weil die Wirtschaft Impulse und Ideen braucht wie den made in Germany Bonus. er sorgt für Wachstum und Arbeit. ich wähle Olaf Scholz, weil er für steuerwiderrenten kämpft und sagt, dass man es nach 45 harten arbeitsjahren auch einmal gut sein lassen darf. wer SPD wählt, kann sicher sein, damit ist mehr drin. mehr für Familien, mehr für rentnerinnen und Rentner, mehr für die Wirtschaft. das ist gut für sie und das ist gut für Deutschland. deshalb haben wir 1 Programm des Gerechtigkeit, Zusammenhalt und die Wirtschaft fordert und für Sicherheit sorgt. und durchgerechnet haben wir es auch. ich wähle Olaf Scholz. ich wähle Olaf Scholz. ich wähle Olaf Scholz. mehr für dich, besser für Deutschland SPD.
","Wahlkampf.

Wahlkampf

(Note",[]
7472757388483857686,baerbel.kofler,SPD,"Bei der Bundestagswahl am 23.02. geht es um alles. Wenn Merz-CDU und AfD eine Mehrheit haben gibt es Chaos und Unsicherheit. Stabile Verhältnisse sind wichtig für unsere Sicherheit, die Wirtschaft und den sozialen Zusammenhalt. Aus der Mitte für die Mitte. Weniger Steuern auf Löhne und Lebensmittel, stabile Renten, eine scharfe Mietpreisbremse, 15 Euro Mindestlohn, mehr Investitionen mit dem “Made in Germany”-Bonus für Arbeitsplätze und Wachstum - das alles gibt es nur mit einer starken SPD.  Deshalb: Am 23. Februar die #SPD und #bärbelwählen  #mehrfuerdich #besserfuerdeutschland #mittestattmerz #bärbelkofler",,"Wahlkampf

Wahlkampf

(Note:",[]
7470538171579780374,baerbel.kofler,SPD,"Darum sollte man am 23. Februar #bärbelwählen. Teil 2 mit Marianne Schieder, Sören Bartol, @larsklingbeil. #spd #spdbt #sozialepolitikfürdich #mehrfürdich #spdtraunstein #traunstein #spdberchtesgadenerland #berchtesgadenerland",,Wahlkampf.,[]
7473872345833278742,baerbel.kofler,SPD,#bärbelwählen #spdwählen ,"ich würde mich sehr freuen, wenn sie mich mit ihrer erst und ihrer Zweitstimme unterstützen würden, so dass ich die Region weiter in Berlin vertreten kann. mit der Zweitstimme unterstützen sie auch die SPD und damit stabile Renten, gute Arbeitsverhältnisse, einen Mindestlohn von 5 von 15 Euro und den sozialen Zusammenhalt in unserem Land. deshalb bitte ich sie am 23.februar 1.. und zweit Zweitstimme SPD.
",Wahlkampf,[]
