id,username,partei,video_description,voice_to_text,gpt_topic,topic_clean
7471253357617876246,0711max,CDU_CSU,"Bei dieser #Wahl kommt es mehr denn je auf eure #Zweitstimme an – denn sie entscheidet darüber, dass eure Erststimme auch wirklich zählt. Deshalb mein Appell an euch: Setzt auf beide Stimmen für die #CDU! So kann ich #Stuttgart weiterhin mit voller Kraft im Bundestag vertreten. ","da sag ich ganz klar stopp halt stopp. ich treff hin und wieder Leute die sagen, klar Max ich will dich mit der Erststimme, aber mit der Zweitstimme wollen sie dann strategisch noch mal schauen was sie machen. da sag ich ganz klar stopp. wichtig ist zu wissen, dass wir n neues Wahlrecht haben und es reicht einfach unseren Kandidaten und auch Mir nicht Aus, mich einfach nur mit der Erststimme zu wählen, sondern nur wenn ihr mit beiden Stimmen CDU wählt wählt ihr auch euren Kandidaten vor Ort.
","Wahlkampf

Wahlkampf

Wahl",[]
7474292098469039382,0711max,CDU_CSU,"Max macht‘s: Gestern war ich nochmal unterwegs an den Wahlkampfständen und an den Haustüren, um die letzten persönlichen Gespräche zu führen. Denn morgen zählt’s: Zwei Stimmen für die #CDU!   Danke an alle die die CDU mich und dabei unterstützen und für einen #Politikwechsel in #Deutschland kämpfen! ","wir sind heute in Wald im Dorf am löwenmarkt, so wie schon ganz oft in dem Wahlkampf. und wie ist die Stimmung? Beate, ich find's schön und vor allem das Wetter macht heut sensationell mit und so soll unsere Stimmung auch sein. sehr gut. also die Rückmeldungen sind natürlich auch wirklich super. und warum machen wir das eigentlich? warum kämpfen wir so sehr dieses mal? weil wir einen Politikwechsel wollen, weils Zeit wird, dass endlich eine andere Regierung dran kommt. und mit Friedrich März und mit dir als Bundestagsabgeordneter hier in Stuttgart werden wir wunderbar ausgestattet. sehr gut. und deswegen am Sonntag mit beiden Stimmen CDU.
","Wahlkampf.

Wahlkampf

(Note",[]
7473904677814324502,0711max,CDU_CSU,Max macht‘s: Vielen Dank für Eure tatkräftige Unterstützung! Ohne den unermüdlichen Einsatz der Ehrenamtlichen wäre #Wahlkampf nicht möglich! Jetzt heißt es auch im Endspurt nochmal Vollgas geben - Denn jede #Stimme zählt! ,"wir sind heute unterwegs für Maximilian Merseburg. wir sind hier heute im Haustürwahlkampf im lügensland und äh, wir unterstützen Max Merseburg, weil er für ne gute Wirtschaft sorgt und ähm, für sichere Arbeitsplätze, weil wir finden, wir brauchen mehr Stuttgart in Berlin und wir brauchen jemand, der auch den Wahlkreis richtig repräsentiert, noch wirklich für Autos und natürlich auch für die innere Sicherheit in Deutschland. dass wir uns hier alle wieder sicher aufnehmen, da kann ich absolut nur zustimmen. und wir brauchen unbedingt nen Politikwechsel in Deutschland.
","Wahlkampf.

Wahlkampf

(Note",[]
7473849196164943126,0711max,CDU_CSU,"Max macht’s: Haustürwahlkampf, Stände und Verteilaktionen. Bis Sonntag gilt es noch einmal alle Kräfte zu mobilisieren für ein starkes #CDU-Ergebnis!","wir sind heute wieder unterwegs. heute in lugensland in unter türkeim und wir sind wieder beim haustierwahlkampf. ich hab wieder ganz viele Helfer dabei. ich glaub jetzt auf den letzten Metern sind die Leute so motiviert wie selten davor und deswegen kämpfen wir jetzt für jede Stimme und wollen auch euch überzeugen. 2 Stimmen für die CDU!
","Wahlkampf.

Wahlkampf

(Note",[]
7473484726175681814,0711max,CDU_CSU,"Max macht’s: Am 23. Februar ist #Bundestagswahl und ich trete an, um unser #Stuttgart auch weiter im Bundestag vertreten zu dürfen.  Für einen echten #Politikwechsel in Deutschland brauchen wir eine starke CDU. Deswegen am 23. Februar: Zwei Stimmen für die CDU!","jetzt kommt's auf euch an. am Sonntag sind Bundestagswahlen Deutschland braucht den Politikwechsel und dringend wieder eine stabile Regierung. Mein Name ist Max mörseburg, ich bin der Bundestagsabgeordnete für Stuttgart. damit ich auch weiter unsere Stadt in Berlin vertreten kann, brauche ich eure beiden Stimmen, die 1. Stimme für mich und die 2. Stimme für die CDU. vielen Dank!
","Wahlkampf

Wahlkampf

Wahl",[]
7473580999599820055,alex.throm,CDU_CSU,⏰ Der Countdown läuft: In wenigen Tagen ist Bundestagswahl! 🗳️ Auch im Schlussspurt 🏃‍➡️ bin ich mit meinem Alex-Bulli 🚌 weiter im ganzen Stadt- und Landkreis Heilbronn unterwegs. Vielen Dank an alle Helfer für den Support und an die Bürgerinnen & Bürger für den großen Zuspruch! 🙌  #cdu #btw25 #heimatliebe #wahlkreisheilbronn #widdern #roigheim #möckmühl #heilbronn #countdown #bulli,,Wahlkampf,[]
7473575200253168918,alex.throm,CDU_CSU,"Philipp Amthor in Heilbronn – was hätte es am Valentinstag schöneres geben können?! 💘😉 Mit meinem Bundestagskollegen Phillipp Amthor, meinem Alex-Bulli 🚌 und einer großen Anzahl an Interessierten war ich aktuell auf dem Heilbronner Kiliansplatz📍unterwegs.  Vielen Dank 🙏 für die guten Gespräche, die großartige Resonanz und den gelungen Austausch mit Euch! 🙌 #amthor #cdu #btw25 #heilbronn #kiliansplatz #valentinstag #heimatliebe","lieber Philipp, schön, dass du da bist und der Zulauf war riesig äh, wir haben 1 paar 100 Fotos geschossen. ganz herzlichen Dank dafür für dein kommen total gerne. und das natürlich auch am Valentinstag. denn am Valentinstag, da braucht es nicht nur Liebe im privaten, sondern auch Liebe für die Heimat. die hat Alex Thom für Heilbronn, das hab ich immer wieder gespürt. ich bin deswegen froh, wieder hier zu sein. tolle Resonanz, richtig gute, aufgeschlossene Gespräche. mehrere 100 Fotos sind im Kasten und deswegen sag ich vielen Dank für die schöne Resonanz. ich hoffe, das münzt sich dann auch um in 1 gutes Wahlergebnis für Alex Thron. er ist einer der herausragenden fachpolitiker, unser innenpolitischer Sprecher in der Bundestagsfraktion und ich wünsche mir, dass er mit einem richtig guten ergebnis wieder in den bundestag einzieht. deswegen am dreiundzwanzigsten februar beide stimmen für die cdu, dem ist nichts hinzuzufügen. danke, dass du da warst. alles gute weiterhin vielen dank und bis zum dreiundzwanzigsten zweiten.
","Thema: Wahlkampf

Wahlkampf

",[]
7457832815992868118,alexander.hoffmann_mdb,CDU_CSU,Das war #seeon25! Konzentriert und kraftvoll für den #Aufbruch25! 👍👍💪💪#csubt #bundestagswahl2025 @CSU im Bundestag @Dorothee Bär ,,"Hashtags: Wahlkampf

Wahlkampf

",[]
7458786411014130966,alexander.hoffmann_mdb,CDU_CSU,,,Wahlkampf.,[]
7463766661103897878,alexander.hoffmann_mdb,CDU_CSU,"Über 75% der Menschen im Land wünschen sich eine Neuausrichtung der Migrationspolitik. Das kann aus der Mitte des Parlaments gelingen! Daher werben Wir bei #FDP, bei #SPD und den #Gruenen um Zustimmung. #Aufbruch25 #Merzrevolution #Klartext ",,Wahlkampf.,[]
