id,username,partei,video_description,voice_to_text,gpt_topic,topic_clean
7464988929452723478,afdelmshorn,AfD,#elmshorn #pinneberg #halstenbek #rellingen #wedel #schenefeld #quickborn  #afdschenefeld #afdpinneberg #afdelmshorn #afdschleswigholstein  #afdjetzterstrecht #afd_lv_sh #afdwirkt  #afdwählen #AfD #afd  #afdklärtauf ,,"Themenbereich: Wahlkampf

Wahlkampf",[]
7468748601859034390,afdelmshorn,AfD,#CapCut #elmshorn #pinneberg #halstenbek #rellingen #wedel #schenefeld #quickborn  #afdschenefeld #afdpinneberg #afdelmshorn #afdschleswigholstein  #afdjetzterstrecht #afd_lv_sh #afdwirkt  #afdwählen #AfD #afd  #afdklärtauf #afddeutschland #bundestag #bundestagswahl #btw2025 #Bundestagswahl20 #remigration #remigration2025 ,,Wahlkampf,[]
7468680013961760022,afdelmshorn,AfD,https://suno.com/song/ae3bedb4-bd1e-4760-bc25-13d832e04d3c #elmshorn #pinneberg #halstenbek #rellingen #wedel #schenefeld #quickborn  #afdschenefeld #afdpinneberg #afdelmshorn #afdschleswigholstein  #afdjetzterstrecht #afd_lv_sh #afdwirkt  #afdwählen #AfD #afd  #afdklärtauf #afddeutschland #afdfraktion #bundestagswahl #bundestagswahl2025 #btw2025 #afd_team ,,"Themenbereich: Wahlkampf

Wahlkampf",[]
7467666634463808791,afdelmshorn,AfD,https://suno.com/song/ae3bedb4-bd1e-4760-bc25-13d832e04d3c https://suno.com/@celvaron #CapCut  #elmshorn #pinneberg #halstenbek #rellingen #wedel #schenefeld #quickborn  #afdschenefeld #afdpinneberg #afdelmshorn #afdschleswigholstein  #afdjetzterstrecht #afd_lv_sh #afdwirkt  #afdwählen #AfD #afd  #afdklärtauf #afddeutschland #afd_team ,,"Thema: Wahlkampf

Wahlkampf

",[]
7467488927532813590,afdelmshorn,AfD,#elmshorn #pinneberg #halstenbek #rellingen #wedel #schenefeld #quickborn  #afdschenefeld #afdpinneberg #afdelmshorn #afdschleswigholstein  #afdjetzterstrecht #afd_lv_sh #afdwirkt  #afdwählen #AfD #afd  #afdklärtauf #afddeutschland #afd_team ,,"Themenbereich: Wahlkampf

Wahlkampf",[]
7467471412886768918,afdelmshorn,AfD,#CapCut  Unser Wahlprogramm  https://wahlkampf.afd.de/ #elmshorn #pinneberg #halstenbek #rellingen #wedel #schenefeld #quickborn  #afdschenefeld #afdpinneberg #afdelmshorn #afdschleswigholstein  #afdjetzterstrecht #afd_lv_sh #afdwirkt  #afdwählen #AfD #afd  #afdklärtauf #afddeutschland #afd_team ,,"Thema: Wahlkampf

Wahlkampf

",[]
7466561673298545943,afdelmshorn,AfD,#elmshorn #pinneberg #halstenbek #rellingen #wedel #schenefeld #quickborn  #afdschenefeld #afdpinneberg #afdelmshorn #afdschleswigholstein  #afdjetzterstrecht #afd_lv_sh #afdwirkt  #afdwählen #AfD #afd  #afdklärtauf ,,"Themenbereich: Wahlkampf

Wahlkampf",[]
7466560872182254870,afdelmshorn,AfD,"Die vorgestrige Abstimmung zur Migrationspolitik war zweifelsohne eine richtige und wichtige Entscheidung zur Eindämmung der unkontrollierten Migration. Als AfD haben wir erneut bewiesen, dass es sich lohnt, für klare Prinzipien einzustehen – egal, wie viel Hass und Anfeindungen uns entgegenschlagen. Während wir konsequent für den Schutz unseres Landes eintreten, zeigt die CDU unter Friedrich Merz einmal mehr ihre innere Zerrissenheit. Merz gibt sich nach außen als entschlossener Migrationspolitiker, verspricht Reformen und ein härteres Vorgehen gegen illegale Migration. Doch in Wahrheit bleibt seine Partei ein zerstrittener Haufen, unfähig, eine klare Linie zu verfolgen. Ein besonders peinliches Beispiel für die Spaltung der CDU ist Schleswig-Holsteins Ministerpräsident Daniel Günther. Dieser macht keinen Hehl daraus, dass er die linke Willkommenspolitik weiterführen will und sich gegen jegliche wirksame Migrationspolitik stellt. Während Merz zumindest rhetorisch den Eindruck erwecken will, er würde die Probleme ernst nehmen, torpediert Günther jede konsequente Abschiebepolitik. Günther betont immer wieder, dass die CDU sich von der AfD abgrenzen müsse – selbst wenn es bedeutet, gegen die Interessen der eigenen Bürger zu handeln. In Thüringen hat er sogar die CDU-Vertreter für eine Steuersenkung kritisiert, nur weil dabei auch die Stimmen der AfD eine Rolle spielten. Lieber lässt Günther die Bürger weiter unter der Last von hohen Abgaben und unkontrollierter Migration leiden, als auch nur indirekt eine AfD-Position zu unterstützen. Die Bürger haben eine klare Wahl: Wer konsequente Abschiebepolitik will, wer eine echte Lösung für die Migrationskrise sucht, der kann sich nicht auf eine zerstrittene CDU verlassen. Nur das Original steht für eine Politik im Interesse unseres Landes – nur die AfD sorgt für echte Veränderungen!",,Wahlkampf.,[]
7466002425015586070,afdelmshorn,AfD,#afd #AfD #afdwählen #afd_lv_sh #elmshorn #pinneberg #halstenbek #rellingen #wedel #schenefeld #quickborn  #afdschenefeld #afdpinneberg #afdelmshorn #afdschleswigholstein  #afdjetzterstrecht #afd_lv_sh #afdwirkt  #afdwählen #AfD #afd  #afdklärtauf,,Themenbereich: Wahlkampf,[]
7466000998700518678,afdelmshorn,AfD,#elmshorn #pinneberg #halstenbek #rellingen #wedel #schenefeld #quickborn  #afdschenefeld #afdpinneberg  #afdelmshorn #afdschleswigholstein  #afdjetzterstrecht #afd_lv_sh #afdwirkt  #afdwählen #AfD #afd  #afdklärtauf ,,"Thema: Wahlkampf

Wahlkampf

",[]
