id,create_time,text,like_count,reply_count,parent_comment_id,video_id,sentiment,emoji_sentiment,extracted_emojis
7457656519276200726,2025-01-08 21:16:28,,3,0,7457650541611486486,7457650541611486486,negative,1.0,"['💙', '💙', '💙', '💙']"
7457717757061874465,2025-01-09 01:14:46,"Das Kartenhaus bricht gerade vor unseren Augen zusammen
ICHkann dieANGST die euch den Rücken hochkriecht schon riechen
TickTack ",1,5,7457650541611486486,7457650541611486486,negative,1.0,"['☀️', '🖤', '🖤', '😎', '😎']"
7457657136169468694,2025-01-08 21:18:45,so ist es und verstößt sowieso gegen Artikel 5 Grundgesetz also wieso kann man dagegen nicht klagen,1,0,7457650541611486486,7457650541611486486,negative,,[]
7457846824427471638,2025-01-09 09:35:06,das sage die die Angst haben das Andere die Wahrheit Erfahren und so stimme verlieren,0,0,7457650541611486486,7457650541611486486,neutral,,[]
7457842045610181398,2025-01-09 09:16:40,Genau wir AfD Jammerlappen wollen unwidersprochen lügen können wer das ablehnt ist kein Demokrat Nur noch AfD Lügen überall,0,0,7457650541611486486,7457650541611486486,negative,,[]
7457829975749362454,2025-01-09 08:29:53,,0,0,7457650541611486486,7457650541611486486,negative,,"['🟤', '🤡']"
7457781754406601494,2025-01-09 05:23:04,Faktenprüfrr sind nötig um techte LÜGEN zu erkennen,0,0,7457650541611486486,7457650541611486486,neutral,,[]
7457746724343137046,2025-01-09 03:08:33,sind doch alle gleich,0,0,7457650541611486486,7457650541611486486,negative,,[]
7457724203010245398,2025-01-09 01:39:58,Rechte Hetze und Propaganda ,0,0,7457650541611486486,7457650541611486486,negative,-1.0,['👎']
7457668051677397782,2025-01-08 22:01:04,Alles nur Makulatur Zuckerberg hat mehr Angst als Vaterlandsliebe nachdem er Trump mal rausgeschmissen hat ganz einfach ,0,0,7457650541611486486,7457650541611486486,negative,1.0,"['😂', '😂', '😂', '😂', '😂', '😂', '😂', '😂']"
7457217860063724310,2025-01-07 16:54:12,,0,0,7457159806470655254,7457159806470655254,negative,1.0,"['💙', '💙', '💙', '💙', '💙', '💙', '💙', '💙', '💙', '💙', '💙', '💙', '💙', '💙', '💙', '❤️']"
7457183348106167062,2025-01-07 14:40:23,,0,0,7457159806470655254,7457159806470655254,negative,,"['🥰', '🥰', '🥰']"
7457171053615792918,2025-01-07 13:52:42,Macht mal ein Büro in Hamm auf ,0,0,7457159806470655254,7457159806470655254,negative,,['🥰']
7456484508390064918,2025-01-05 17:28:23,Zuerst die Bundesregierung und die CDU UND dann alle anderen die uns nicht gut tun,0,0,7456483149955058966,7456483149955058966,negative,1.0,['😅']
7455997866177430294,2025-01-04 10:00:06,Doch kla ist das jetzt sinnvoll Wir helfen ihnen mit den gut ausgebildeten Fachkräften die sie zurück haben können,1,0,7455996707524840727,7455996707524840727,neutral,,[]
