id,create_time,text,like_count,reply_count,parent_comment_id,video_id,sentiment,emoji_sentiment,extracted_emojis
7457619909648909078,2025-01-08 18:54:16,richtig stark bruno  rückenwind für dich aus bawü ,5,0,7457550240783093014,7457550240783093014,neutral,1.0,"['✊🏽', '💚', '\U0001faf6🏽', '💚']"
7457610460418933526,2025-01-08 18:17:36, robert habeck 4 kanzler ,4,0,7457550240783093014,7457550240783093014,neutral,1.0,"['💚', '💚', '💚', '💚', '💚', '💚', '💚']"
7457568649952805654,2025-01-08 15:35:24,grüße in meine geburtsstadt ,3,0,7457550240783093014,7457550240783093014,neutral,1.0,['💚']
7457614811049968406,2025-01-08 18:34:35,,2,0,7457550240783093014,7457550240783093014,negative,1.0,['💚']
7457560725541536534,2025-01-08 15:04:44,,2,0,7457550240783093014,7457550240783093014,negative,1.0,"['🥳', '🌻', '💚', '🇩🇪', '💚', '🌻']"
7457551158920823574,2025-01-08 14:27:33,,2,0,7457550240783093014,7457550240783093014,negative,1.0,"['👏', '👏', '👏']"
7458203450767000342,2025-01-10 08:40:29,es ist noch nicht zu spät zur afd zu wechseln ,2,0,7457550240783093014,7457550240783093014,positive,1.0,['👍']
7458030785419035414,2025-01-09 21:28:49,wer grün wählt wird sich später bittere vorwürfe machen,1,0,7457550240783093014,7457550240783093014,neutral,,[]
7458234944261260034,2025-01-10 10:42:18,,0,0,7457550240783093014,7457550240783093014,negative,1.0,"['😂', '😂', '😂', '😂', '😂', '😂', '😂', '😂']"
7457662518333752086,2025-01-08 21:39:41,hinter der fassade des mitfühlenden möchtegernkanzlers wird immer wieder die fratze des politischen zynikers sichtbar dem die eigene ideologie wichtiger ist als das wohlergehen der bürger,0,0,7457550240783093014,7457550240783093014,neutral,,[]
7457656724004242198,2025-01-08 21:17:15,bezahlbares leben fragt mal die bevölkerung nur noch lächerlich diese partei diese ideologie ist eine katastrophe nie wieder in die regierung,0,0,7457550240783093014,7457550240783093014,negative,,[]
7454932796143895318,2025-01-01 13:07:02,linke nur auf 5 ist schon fast kriminell,3,0,7454905987279949078,7454905987279949078,negative,,[]
7454956293214307094,2025-01-01 14:38:10,linke auf die 2 ,1,0,7454905987279949078,7454905987279949078,neutral,0.0,"['💚', '🚩']"
