id,create_time,text,like_count,reply_count,parent_comment_id,video_id,sentiment,emoji_sentiment,extracted_emojis
7467553399052075798,2025-02-04 13:21:45,Dem ist nichts hinzuzufügen Danke,6,0,7467536578005552406,7467536578005552406,positive,,[]
7467544391172981526,2025-02-04 12:47:17,Und 2015 wird dann erst in 20 Jahren betrachtet,1,0,7467536578005552406,7467536578005552406,neutral,,[]
7467559983551906582,2025-02-04 13:47:28,,0,0,7467536578005552406,7467536578005552406,negative,-1.0,"['😡', '😡', '😡', '😡', '😡', '😡', '😡']"
7471661280719799045,2025-02-15 15:02:22,Roziii,2,0,7471600573813378326,7471600573813378326,positive,1.0,"['❤️', '💋']"
7471627273197568774,2025-02-15 12:50:22,Roza,2,0,7471600573813378326,7471600573813378326,positive,,"['♥️', '♥️', '♥️']"
7471624430176011030,2025-02-15 12:39:17,Klasse,2,0,7471600573813378326,7471600573813378326,positive,1.0,"['🙌🏼', '🙌🏼', '🎉']"
7471623820375393030,2025-02-15 12:37:00,Excellence,2,0,7471600573813378326,7471600573813378326,positive,1.0,['💯']
7471621412937040646,2025-02-15 12:27:40,Wowww roza ,2,0,7471600573813378326,7471600573813378326,positive,1.0,"['😍', '😍', '😍', '\U0001faf6🏽']"
7471620039667712790,2025-02-15 12:22:32,,2,0,7471600573813378326,7471600573813378326,negative,,['❤️']
7471612742309413637,2025-02-15 11:54:00,Rozaaa imee,2,0,7471600573813378326,7471600573813378326,positive,1.0,"['😻', '😻']"
7471612192032834326,2025-02-15 11:52:08,Toll gemacht,2,0,7471600573813378326,7471600573813378326,positive,,[]
7471609427487359749,2025-02-15 11:41:19,Roza ma e forta ,2,0,7471600573813378326,7471600573813378326,negative,,['❤️']
7471608944378938167,2025-02-15 11:39:32,,2,0,7471600573813378326,7471600573813378326,negative,,"['☑️', '☑️', '☑️']"
7473922638122894102,2025-02-21 17:17:25,"
Es geht um Deutschland Deshalb beide Stimmen für die CDU damiit Friedrich Merz Bundeskanzler wird",1,0,7471600573813378326,7471600573813378326,neutral,1.0,"['🖤', '🖤', '🖤', '👍', '💪', '👏', '🙏', '👏', '💯', '🖤', '🖤', '🖤', '🖤', '🖤', '🖤']"
7473236153707234080,2025-02-19 20:53:43,"
 CDU Kanzler2025
 Friedrich 
",1,0,7471600573813378326,7471600573813378326,neutral,,"['🦅', '🖤', '🕊', '🇩🇪', '🇩🇪', '🖤', '🦅', '🦅']"
7480544442870022934,2025-03-11 13:33:12,unser bestieeeee  ,3,2,7473390700000808214,7473390700000808214,positive,,"['🇦🇱', '❤️\u200d🩹']"
7473533558936830722,2025-02-20 16:07:56,Super stark,3,0,7473390700000808214,7473390700000808214,positive,,['🖤']
7473510212302750486,2025-02-20 14:37:14,,3,0,7473390700000808214,7473390700000808214,negative,,"['🖤', '🖤', '🖤', '🖤']"
7473394014651138838,2025-02-20 07:06:55,,3,0,7473390700000808214,7473390700000808214,negative,,"['🖤', '🖤', '🖤']"
7473916200066630422,2025-02-21 16:52:26,"
Es geht um Deutschland Deshalb beide Stimmen für die CDU damiit Friedrich Merz Bundeskanzler wird",1,0,7473390700000808214,7473390700000808214,neutral,1.0,"['🖤', '🖤', '🖤', '👍', '💪', '👏', '🙏', '👏', '💯', '🖤', '🖤', '🖤', '🖤', '🖤', '🖤']"
7473855393811596054,2025-02-21 12:56:42,,1,0,7473390700000808214,7473390700000808214,negative,1.0,['👍']
7473525579710415638,2025-02-20 15:37:02,,1,0,7473390700000808214,7473390700000808214,negative,0.0,"['🔥', '🔥']"
7473472129556759318,2025-02-20 12:09:22,,1,0,7473390700000808214,7473390700000808214,negative,,['🥇']
7473882177801978646,2025-02-21 14:40:28,Deshalb die Linke  Aber Paul hat auch ne Daseins Berechtigung Immer in der heuteShow spawnen,0,0,7473390700000808214,7473390700000808214,negative,1.0,['💗']
7473595047536329494,2025-02-20 20:06:10,Mein Lieblings Pole ,0,0,7473390700000808214,7473390700000808214,positive,,"['❤️', '❤️']"
7474177547937694486,2025-02-22 09:46:46,𝓢𝓱𝓪𝓱𝓭 Paul ziemack Kiss imak,0,1,7473390700000808214,7473390700000808214,neutral,,[]
7473592111951184662,2025-02-20 19:54:44,,0,0,7473390700000808214,7473390700000808214,negative,0.0,"['🔥', '🔥', '🔥']"
