id,create_time,text,like_count,reply_count,parent_comment_id,video_id,sentiment,emoji_sentiment,extracted_emojis
7457968559991046934,2025-01-09 17:27:17,Möglich ist es definitiv hoffen kann man,0,0,7457559097026612512,7457559097026612512,neutral,,[]
7457197730365670166,2025-01-07 15:36:07,Union ist der Sargnagel für Deutschland  Was sie 16 Jahre Merkel und die Ampel nicht geschafft hat werdet ihr erledigen CDU CSU ist unwählbar ,7,5,7457178484109102369,7457178484109102369,negative,-1.0,"['😡', '😡', '😡']"
7457228262318637847,2025-01-07 17:34:26,"wer hat den zu diesem Zustand beigetragen
Außerdem CDUKrieg",5,2,7457178484109102369,7457178484109102369,neutral,,[]
7457222835078234902,2025-01-07 17:13:27,Die Problemverursacher lügen uns in die Tasche Die AfD ist am Zuge,5,3,7457178484109102369,7457178484109102369,negative,,[]
7457197026422473494,2025-01-07 15:33:21,Mit eurer Führung seid ihr maximal unwählbar,3,0,7457178484109102369,7457178484109102369,negative,,[]
7457246192222782230,2025-01-07 18:44:09,ihr könnt reden vor der Wahl was ihr wollt wir glauben euch kein Wort mehr habt lange genug Zeit gehabt nur das Volk immer mehr in die Tasche gegriffen und bevormundet nur noch AfD ,1,5,7457178484109102369,7457178484109102369,negative,1.0,['💙']
7457226451701908246,2025-01-07 17:27:35,Nie wieder CDU CSU und Grüne nur noch ,1,2,7457178484109102369,7457178484109102369,negative,1.0,"['💙', '💙', '💙', '💙']"
7457199165857350422,2025-01-07 15:41:36,wieso macht Ihr das nicht schon seit 1945 so Ihr seit seid mindestens 70 Jahren mit an der Macht gewesen also mehr als genug Zeit und was habt Ihr daraus gemacht schaut Euch mal um Eure Zeit ist um,1,3,7457178484109102369,7457178484109102369,negative,,[]
7459471485684187926,2025-01-13 18:39:29,Team Alice ,0,0,7457178484109102369,7457178484109102369,positive,1.0,"['💯', '💙', '💙', '💙', '💪', '💯', '💙', '💙', '💙', '💪']"
7457656270373356310,2025-01-08 21:15:29,Wohlstand für alle  Den kenne ich nicht aber er lügt,0,0,7457178484109102369,7457178484109102369,negative,,[]
7457239355791491862,2025-01-07 18:17:30,Blah blah blah Ihr hattet eure Chance,0,3,7457178484109102369,7457178484109102369,negative,,[]
7460875566805041942,2025-01-17 13:28:48,stimmt,3,0,7460869677988777248,7460869677988777248,positive,,[]
7460879996066235158,2025-01-17 13:46:16,,2,1,7460869677988777248,7460869677988777248,negative,1.0,"['💙', '💯', '💙']"
7460897497931825942,2025-01-17 14:53:34,,0,0,7460869677988777248,7460869677988777248,negative,1.0,"['💙', '💪', '💙', '💯', '💙', '👍', '💙', '💪', '💙', '💯', '💙', '👍']"
7460895429229183766,2025-01-17 14:45:43,Herr Müller Kohl und Genscher hat unser volk verkauft mal das GG lesen,0,1,7460869677988777248,7460869677988777248,neutral,,[]
7460880792408621846,2025-01-17 13:48:57,die Spaltung g ist misslungendas Volk wählt per Volksentscheid die Minister die nicht benötigt werden ab,0,0,7460869677988777248,7460869677988777248,negative,,[]
7460198782044357398,2025-01-15 17:42:13,,1,2,7459416769007062305,7459416769007062305,negative,1.0,"['💙', '💙', '💙', '💙', '💙', '💙', '👍', '👍', '💙', '💙', '💙', '💙', '💙', '💙']"
7460168135083606806,2025-01-15 15:43:47,,1,1,7459416769007062305,7459416769007062305,negative,1.0,"['👏', '👏']"
