id,create_time,text,like_count,reply_count,parent_comment_id,video_id,sentiment,emoji_sentiment,extracted_emojis
7457900516127916822,2025-01-09 13:03:12,Das ist doch ein Diesel ,241,1,7457896717933890838,7457896717933890838,neutral,1.0,"['😂', '😂', '😂']"
7457913686888383254,2025-01-09 13:54:16, Juhu los gehts Ich bin unterwegs ,10,0,7457896717933890838,7457896717933890838,positive,0.6666666666666666,"['🚴\u200d♀️', '💨', '💚', '✨']"
7457942722470855446,2025-01-09 15:47:07,Okeydokey,5,0,7457896717933890838,7457896717933890838,positive,1.0,"['👍🏻', '💚']"
7457897419150230294,2025-01-09 12:51:11,Icon ,4,0,7457896717933890838,7457896717933890838,positive,1.0,"['🥰', '💚']"
7458077478998524694,2025-01-10 00:30:42,,3,0,7457896717933890838,7457896717933890838,negative,1.0,"['💚', '💚', '💚', '💚', '💚', '💚', '💚', '💚', '💚']"
7457996582967034646,2025-01-09 19:16:02,,3,0,7457896717933890838,7457896717933890838,negative,1.0,"['💚', '💚', '💚']"
7457981641081848598,2025-01-09 18:18:04, Grün wirkt ,3,0,7457896717933890838,7457896717933890838,negative,1.0,"['💚', '💚', '💚', '💚', '💚', '💚']"
7457909787965391638,2025-01-09 13:39:23,,3,0,7457896717933890838,7457896717933890838,negative,1.0,"['💚', '💚', '💚']"
7459369316962550550,2025-01-13 12:03:03,Das Okidoki am Ende ist am besten,2,0,7457896717933890838,7457896717933890838,neutral,1.0,['💚']
7458919455592547094,2025-01-12 07:00:19,,2,0,7457896717933890838,7457896717933890838,negative,1.0,['💚']
7459530352013689622,2025-01-13 22:27:59,,1,0,7457896717933890838,7457896717933890838,negative,1.0,"['💚', '💚', '💚', '🥰', '🥰', '🥰', '💚', '💚', '💚']"
7459013960654979863,2025-01-12 13:03:58,Ich steige gerne mit ein,1,0,7457896717933890838,7457896717933890838,neutral,1.0,['💚']
7458756984970380054,2025-01-11 20:27:28,,1,0,7457896717933890838,7457896717933890838,negative,1.0,"['💚', '💚', '💚', '💚']"
7460885218377089814,2025-01-17 14:06:22,viel Erfolg ,0,0,7457896717933890838,7457896717933890838,positive,1.0,"['💚', '💚', '💚', '💚', '💚']"
7457242774899983126,2025-01-07 18:30:47,,10,0,7457242537531624726,7457242537531624726,negative,0.6666666666666666,"['🤩', '💚', '✨', '👏']"
7457416194939929366,2025-01-08 05:44:35,TeamHabeck ,6,0,7457242537531624726,7457242537531624726,negative,1.0,"['💚', '💪', '💯', '✅', '✅']"
7457259714792588054,2025-01-07 19:36:33,,6,0,7457242537531624726,7457242537531624726,negative,0.5,"['💚', '🍀', '💚', '🍀']"
7457258769698636566,2025-01-07 19:32:56,,5,0,7457242537531624726,7457242537531624726,negative,1.0,"['🙌', '💚', '\U0001faf6', '💚', '👍', '💚']"
