id,create_time,text,like_count,reply_count,parent_comment_id,video_id,sentiment,emoji_sentiment,extracted_emojis
7457938393796936470,2025-01-09 15:30:09,Ich sag Heidi,4,0,7457920765220982038,7457920765220982038,positive,,[]
7457927351721542422,2025-01-09 14:47:22,Die linken  wir haben einen so extremen linksruck in DE dass wor für die nächsten Jahre genug links hatten wor brauchen mal wieder mehr MITTE und nein CSU sehe ich genau so zu links mittlerweile,2,23,7457920765220982038,7457920765220982038,negative,,['🤣']
7458842611358434053,2025-01-12 01:59:28,Wunderschön Gute Arbeit dir tust Grüße aus Berlin,1,0,7457920765220982038,7457920765220982038,positive,,[]
7457942864660857632,2025-01-09 15:47:33,Die Behauptung es mache keinen unterschied halte ich für falsch Unter Merz werden wir kämpfen müssen dass Fortschritte der letzten Jahre nicht rückgängig gemacht werden,1,0,7457920765220982038,7457920765220982038,neutral,,[]
7457922898339332886,2025-01-09 14:30:06,"Wähle links sprach die Sphinx
Und dann gings",2,0,7457920765220982038,7457920765220982038,negative,,[]
7459414815552783126,2025-01-13 14:59:41,Die regiren doch nicht die sind nur Marionetten Welt Bosse ,0,0,7457920765220982038,7457920765220982038,negative,1.0,['💯']
7459089228615631638,2025-01-12 17:56:14,ich wähle was ich immer gewählt habe HELMUT KOHL von der SPD,0,0,7457920765220982038,7457920765220982038,neutral,,[]
7458216975249376022,2025-01-10 09:32:24,Ihr kommt doch garnicht mehr in den Bundestag,0,0,7457920765220982038,7457920765220982038,negative,,[]
7458018481116791574,2025-01-09 20:40:57,Merz,0,0,7457920765220982038,7457920765220982038,positive,,[]
7457957791803998998,2025-01-09 16:45:35,Wenn jemand Habeck in die gleiche Schublade steckt in der ein Merz oder Scholz gehörthat absolut keine Ahnung von Politik und wenn ich keine Ahnung habehalte ich den Mund,0,1,7457920765220982038,7457920765220982038,negative,,[]
7457952936518271766,2025-01-09 16:26:33,Leider ist Parteipolitik sehr engstirnig Siehe Österreich Wegen Kleinigkeiten haben die sich nicht geeinigt Jetzt kommt eine Rechtsextreme Partei an die Macht,0,0,7457920765220982038,7457920765220982038,negative,1.0,['🙈']
