id,create_time,text,like_count,reply_count,parent_comment_id,video_id,sentiment,emoji_sentiment,extracted_emojis
7465372901433312022,2025-01-29 16:20:08,Ich bin auch empört,2,1,7465370421492288790,7465370421492288790,negative,,[]
7465372307084641046,2025-01-29 16:18:13,Er hat es vergessen,2,0,7465370421492288790,7465370421492288790,neutral,,[]
7465474946221032214,2025-01-29 22:57:09,ich habe alles vergessen  ich weiß gar nichts mehr ,1,0,7465370421492288790,7465370421492288790,negative,1.0,"['🤔', '🤔', '🤔', '🤔', '😂', '😂', '😂', '🤣', '🤣', '🤣', '🤣', '👍', '👍', '👍', '😎', '😎', '😎', '💙', '💙', '💙', '💙', '💙', '💙', '💙', '💙', '💙', '💙', '💙', '💙', '💙', '💙', '💙', '💙', '👍', '👍', '👍', '👍', '👍', '👍']"
7465470127917826838,2025-01-29 22:38:16,Die Frage ist ob er weiß wovon er spricht oder hat er das auch vergessen GRINS,1,0,7465370421492288790,7465370421492288790,neutral,,[]
7465431201684144918,2025-01-29 20:06:16,,1,0,7465370421492288790,7465370421492288790,negative,,"['🤔', '🤔', '🤔', '🤔']"
7465413089262355222,2025-01-29 18:56:07,,1,0,7465370421492288790,7465370421492288790,negative,1.0,"['😂', '😂', '🙈', '🙈', '🙈']"
7465403272738079510,2025-01-29 18:18:20,Seine Zeit ist vorbei Wenn interessiert es noch ob er empört ist Geh nach Hause Olaf,1,0,7465370421492288790,7465370421492288790,neutral,,[]
7465372609338524438,2025-01-29 16:19:18,Ja unsere Kanzlei Sie genau so recht Sie mussen tun ,1,0,7465370421492288790,7465370421492288790,neutral,,"['❤️', '❤️', '❤️']"
7465371749422711574,2025-01-29 16:16:04,Das weiß er selbst nicht,1,0,7465370421492288790,7465370421492288790,neutral,,[]
7467599794576507670,2025-02-04 16:21:43,Nie Ampel,0,0,7465370421492288790,7465370421492288790,negative,,[]
7465493645845807894,2025-01-30 00:10:57,sowas nennt sich Bundeskanzler lächerlich,0,0,7465370421492288790,7465370421492288790,negative,,[]
7465428266879828758,2025-01-29 19:54:57,ich zähle die tage bis man den nicht mehr als kanzler sehen und hören muss,0,0,7465370421492288790,7465370421492288790,neutral,,[]
7465374365476602646,2025-01-29 16:26:02,Ich bin empört von Scholz,0,0,7465370421492288790,7465370421492288790,neutral,,[]
7465373628092187414,2025-01-29 16:22:59,dumm Schwätzer,0,0,7465370421492288790,7465370421492288790,negative,,[]
7465372346246513430,2025-01-29 16:18:07,"Was der Scholz beruflich macht 
Beruflich ist er Krimineller",0,0,7465370421492288790,7465370421492288790,neutral,,[]
7465372564379878166,2025-01-29 16:19:09,CumEx ,0,0,7465370421492288790,7465370421492288790,negative,0.0,"['🔥', '🔥', '🔥', '🔥', '👀']"
7464944119527523094,2025-01-28 12:36:59,kommt nur der Rottweiler wartet schon soll ich für eine Bekannte ausrichten,4,0,7464928099617099030,7464928099617099030,negative,,[]
7465074038529983254,2025-01-28 21:00:37,Meine CDU,1,0,7464928099617099030,7464928099617099030,positive,,[]
7465033403634156310,2025-01-28 18:22:49,  ,1,0,7464928099617099030,7464928099617099030,negative,0.8,"['🖤', '🖤', '🖤', '👍', '💪', '🔥', '🙏', '💯', '🖤', '🖤', '🖤']"
