id,video_description,create_time,region_code,share_count,view_count,like_count,comment_count,music_id,hashtag_names,username,effect_ids,playlist_id,voice_to_text
7460165961597979906,Am 23. Februar GRÜN! #Klimaschutz #ZukunftJetzt #teamrobert #habeck #habeck4kanzler #rheinlandpfalz #gruenerlp  @Misbah Khan  @Thorsten Becherer  @Robert Habeck @Grüne Fraktion Rheinland-Pfalz ,2025-01-15 15:34:05,DE,12,1896,240,120,7460165925490494230,"['teamrobert', 'rheinlandpfalz', 'klimaschutz', 'habeck', 'gruenerlp', 'zukunftjetzt', 'habeck4kanzler']",gruenerlp,,,Are you ready for it
7464278850663353622,"Unser Programm für die Bundestagswahl steht – und wir sind bereit! Gemeinsam mit so vielen tollen Menschen haben wir auf der BDK in Berlin den Aufbruch gespürt. Jetzt kämpfen wir weiter dafür, dass unser Land vorankommt: mit echter Modernisierung, einem bezahlbaren Leben, fairen Chancen für alle und konsequentem Klimaschutz. Wir wissen, wie es geht – und wir packen es an! 🌍💚 Mit Herz, Mut und Zuversicht. Mit @Robert Habeck und mit dir. Weiter geht’s! 💪 #Zusammenhalt #Aufbruch #BDK #bundestagswahl #gruenerlp @Grüne Fraktion Rheinland-Pfalz @Misbah Khan @Natalie Cramme-Hill @fabian_ehmann @Christin @Grüne Jugend RLP @@Franziska Brantner @PiaSchellhammer ",2025-01-26 17:34:14,DE,8,1091,91,75,7358822667820600097,"['bdk', 'zusammenhalt', 'bundestagswahl', 'aufbruch', 'gruenerlp']",gruenerlp,,,
7469547539688213782,Grün wählen für Habeck! 💚🤝 #Bundestagswahl #Zuversicht #TeamHabeck #RheinlandPfalz #gruenerlp,2025-02-09 22:19:29,DE,0,233,19,1,7363314838511175697,"['rheinlandpfalz', 'zuversicht', 'bundestagswahl', 'gruenerlp', 'teamhabeck']",gruenerlp,,,
7469423081254128918,RECAP vom Besuch von @Katharina Dröge mit unserer Spitzenkandidatin @Misbah Khan in Mainz. Danke für den wichtigen politischen Austausch! 💚🤝 #Bundestagswahl #Zuversicht #TeamHabeck #RheinlandPfalz #gruenerlp,2025-02-09 14:16:29,DE,4,969,51,4,7361203031477652225,"['rheinlandpfalz', 'zuversicht', 'bundestagswahl', 'gruenerlp', 'teamhabeck']",gruenerlp,,,
7468671960055123222,"🎭 Karneval oder Fassenacht? Diese Frage haben wir direkt geklärt und so hatten wir noch genug Zeit über die vielleicht beste Idee im Wahlprogramm und unsere Arbeit im Bundestag und zu sprechen. Unsere Spitzenkandidatin @Misbah Khan und unsere Fraktionsvorsitzende im Bundestag, @Katharina Dröge waren zusammen in Mainz unterwegs. Mit vielen interessierten Gästen haben sie bei einer politischen Mittagspause über grüne Politik gesprochen. Gemeinsam werben wir für Zuversicht und eine lebenswerte Zukunft. #Bundestagswahl #Zuversicht #TeamHabeck #RheinlandPfalz #gruenerlp",2025-02-07 13:41:46,DE,3,849,34,9,7468672040417938198,"['rheinlandpfalz', 'zuversicht', 'bundestagswahl', 'gruenerlp', 'teamhabeck']",gruenerlp,,,"ich bin Kölnerin, also es heißt einfach Karneval und alles andere ist Unfug. ich bin Rheinland pfalzerin. bei uns heißt es Faser Nacht und das ist auch gut so. danke Katharina, dass du da bist. wir haben Katharina dröge heute hier. unsere Fraktionsvorsitzenden Bundestag freuen uns, dass du Rheinland Pfalz unterstützt indem du uns besuchst. also ich freu mich wahnsinnig heute hier zu sein. vielen Dank für die Einladung. ich kenn Katharina dröge glaub ich viel länger als sie mich, aber das is auch glaub ich normal so, weil du viel länger im Bundestag bist als ich da persönlich so richtig ins Gespräch gekommen sind wir tatsächlich als du in den Bundestag gekommen bist und ähm ich bin auch vermisst was Themen mit zuständig. so Fraktionsvorsitzende teilen sich Themen auf und ich bin mit auch für die Themen von Miss Bar zuständig und Miss Bar hat zum Beispiel eine super gute Idee für den Bundestagswahlkampf entwickelt, die Deutschland App. ich finde eine der besten Ideen die wir in diesem Wahlprogramm haben ist ihre so und ich finde da sollte der Ruhm auch an die richtige Stelle. ja vielen vielen Dank und es is schön mit dir zusammen zu arbeiten dürfen. die letzten 3 Jahre waren wirklich sehr sehr lehrreich und is auch schön dich beobachten zu dürfen in der Rolle die du hast. ich freu mich einfach so mega kluge Kolleginnen im Bundestag zu haben, weil als Fraktionsvorsitzende ist man nur so schlau wie die fachabgeordneten die die Ideen entwickelt. 3 Themen zu denen ich die letzten 3 Jahre gearbeitet hab, ich darf Innenpolitik machen und Digitalpolitik machen. ich durfte deshalb den ganzen komplex um arbeitsmikration machen, Fachkräftemangel arbeitskräftemangel. ich darf mich kümmern um den digitalen Staat, der ist wichtig und ich darf mich kümmern um Rechtsextremismus und rechtsterrorismus. fraktionsvorsitzend ist man 1 bisschen für alles zuständig, aber Mein Herzens Thema ist die Wirtschaftspolitik und deswegen kämpfe ich dafür, dass wir in der nächsten Wahlperiode eine Reform der Schuldenbremse hinkriegen, weil ich glaube, dieses Land hat einen Anspruch darauf, dass es einfach funktioniert und das geht nur, wenn wir die Schuldenbremse reformieren. Mein 2. großes Herzens Thema ist der Klimaschutz und ich bin total stolz, dass wir das 49 Euro Ticket beschlossen haben im Bundestag und ich kämpfe dafür, dass das 49 Euro Ticket auch wirklich bei 49 Euro bleibt. und das Thema 1 Leben bezahlbar machen ist für mich total wichtig und unser Versprechen ist, wir wollen Familien um 1.000 Euro im Jahr entlasten mit nem ganzen Bündel von Maßnahmen und das wollen wir jetzt angehen.
"
7468344852661488918,"📢 Demokratie stärken – Mitgliederrekord bei den GRÜNEN Rheinland-Pfalz! 💚✊ Seit Ende Januar sind wir über 7.000 – allein in den letzten drei Monaten haben sich mehr als 1.000 neue Mitglieder uns angeschlossen. So viele wie nie zuvor! Das zeigt: Immer mehr Menschen engagieren sich aktiv für Demokratie und gegen antidemokratische Tendenzen. Sie setzen auf uns GRÜNE als starke Kraft für Zusammenhalt, Klimaschutz und soziale Gerechtigkeit. 🙏 Danke für euer Vertrauen! Gemeinsam verteidigen wir unsere Demokratie. Videoquelle: SWR Aktuell  #DemokratieSchützen #MehrGrün #Zusammenhalt #gruenerlp",2025-02-06 16:32:23,DE,0,917,59,16,7411586299839121409,"['zusammenhalt', 'mehrgrün', 'gruenerlp', 'demokratieschützen']",gruenerlp,,,
7467536299801513238,"Unser Spitzenduo – unterwegs für Veränderung! 🚀 Der Wahlkampf läuft auf Hochtouren! Unser Spitzenduo ist in ganz Rheinland-Pfalz unterwegs, um für eine gerechte, klimafreundliche und demokratische Zukunft zu kämpfen. Am 23. Februar zählt jede Stimme – für Zusammenhalt statt Spaltung, für Lösungen statt Stillstand. Seid dabei, unterstützt uns und lasst uns gemeinsam den Wahlkampf rocken! 💚✊ #demokratie #demokratieverteidigen #btw25 #klimaschutz #Bundestagswahl #gruenerlp @Misbah Khan @Thorsten Becherer ",2025-02-04 12:14:50,DE,2,965,38,3,7295856786358864672,"['demokratie', 'bundestagswahl', 'klimaschutz', 'demokratieverteidigen', 'btw25', 'gruenerlp']",gruenerlp,,,
7472740020223364374,"Endspurt! 🚀 Unser Spitzenduo gibt nochmal alles! Die letzten Tage vor der Wahl zählen – jetzt heißt es: Kämpfen für Veränderung, für Klimaschutz, für eine gerechte Zukunft! Am Sonntag Grün wählen für ein starkes, solidarisches und klimagerechtes Deutschland. Bist du dabei? 💚✊ #Endspurt #GrünWählen #ZeitFürVeränderung #UnsereZukunft #rheinlandpfalz #btw #btw25 #bundestagswahl #gruenerlp  @Katharina Dröge @Misbah Khan @Grüne Koblenz ",2025-02-18 12:47:56,DE,3,421,31,8,7159370672936848170,"['btw', 'unserezukunft', 'rheinlandpfalz', 'endspurt', 'bundestagswahl', 'zeitfürveränderung', 'btw25', 'gruenerlp', 'grünwählen']",gruenerlp,,,
7470478690229488918,"Am Freitag ist nicht nur Valentinstag, sondern auch Klimastreik. Lasst uns gemeinsam ein Zeichen setzen - für Klimaschutz und eine gerechte Zukunft! 🤝🌍 Bist du dabei?  #KlimaschutzStattRechtsruck #klimaschutz #fridaysforfuture #climatestrike #Bundestagswahl #Zuversicht #TeamHabeck #RheinlandPfalz #gruenerlp",2025-02-12 10:32:47,DE,0,332,17,2,7423291709603514385,"['rheinlandpfalz', 'zuversicht', 'bundestagswahl', 'klimaschutz', 'climatestrike', 'fridaysforfuture', 'gruenerlp', 'teamhabeck', 'klimaschutzstattrechtsruck']",gruenerlp,,,
7469825141120306454,"Keine einzige Minute für den #Klimaschutz 🌍🔥, keine Vision für eine gerechte und nachhaltige Zukunft. Statt Lösungen für die Klimakrise oder soziale Gerechtigkeit gab es nur einen Wettlauf nach rechts.  Gestern im #TvDuell zwischen Scholz und Merz ging es primär darum, wer schneller und härter abschieben kann. ⏳✈️  🚨 Dieser Weg ist brandgefährlich – wir brauchen eine Politik, die sich um die Probleme der Menschen kümmert, statt mit Abschiebefantasien Wähler*innenstimmen zu fischen. 🚫✊  #KlimaschutzStattRechtsruck #tvduellsöder #Bundestagswahl #Zuversicht #TeamHabeck #RheinlandPfalz #gruenerlp",2025-02-10 16:16:43,DE,2,938,68,8,7469825153810893590,"['rheinlandpfalz', 'zuversicht', 'bundestagswahl', 'tvduell', 'klimaschutz', 'gruenerlp', 'teamhabeck', 'tvduellsöder', 'klimaschutzstattrechtsruck']",gruenerlp,,,Abschiebung und abschiebegewahrsam Abschiebung Leute zurückschicken faktisches Einreiseverbot Aus zurückführen zurückweisungen zurückweisungen Aus dem Stil abzuschieben abschiebegewahrsam abschiebehaft Abschiebung.
